Geoid,Sec_neigh
170316004003,BRIDGEPORT
170316811003,ENGLEWOOD
170316708001,ENGLEWOOD
170317105003,AUBURN GRESHAM
170314302002,"SOUTH SHORE, GRAND CROSSING"
170314601002,SOUTH CHICAGO
170316608002,"MARQUETTE PARK,GAGE PARK"
170316811001,ENGLEWOOD
170316909004,"SOUTH SHORE, GRAND CROSSING"
170310627003,LAKE VIEW
170316713003,ENGLEWOOD
170314207004,WOODLAWN
170318388001,SOUTHEAST SIDE
170316713002,ENGLEWOOD
170311401002,"NORTH PARK,ALBANY PARK"
170315807003,"BRIGHTON PARK,MCKINLEY PARK"
170318360002,BRONZEVILLE
170312514001,AUSTIN
170316712002,ENGLEWOOD
170314108001,HYDE PARK
170318412003,LOWER WEST SIDE
170311911006,"BELMONT CRAGIN,HERMOSA"
170313011001,LITTLE VILLAGE
170312518001,AUSTIN
170310203021,WEST RIDGE
170310402023,LINCOLN SQUARE
170314111001,HYDE PARK
170310404014,LINCOLN SQUARE
170310107021,ROGERS PARK
170318426003,BACK OF THE YARDS
170312519001,AUSTIN
170315704001,"ARCHER HEIGHTS,WEST ELSDON"
170314607002,SOUTH CHICAGO
170314607003,SOUTH CHICAGO
170313018023,LITTLE VILLAGE
170316009004,BRIDGEPORT
170318387004,NORTH LAWNDALE
170312809001,UNITED CENTER
170316009002,BRIDGEPORT
170312922001,NORTH LAWNDALE
170310317003,UPTOWN
170313018031,LITTLE VILLAGE
170311907022,"BELMONT CRAGIN,HERMOSA"
170310106004,ROGERS PARK
170312106013,"IRVING PARK,AVONDALE"
170312507004,AUSTIN
170312206012,LOGAN SQUARE
170310317004,UPTOWN
170311911002,"BELMONT CRAGIN,HERMOSA"
170312924001,NORTH LAWNDALE
170312210002,LOGAN SQUARE
170312211003,LOGAN SQUARE
170312210001,LOGAN SQUARE
170314004002,WASHINGTON PARK
170312513003,AUSTIN
170310406002,LINCOLN SQUARE
170313815001,BRONZEVILLE
170312213002,LOGAN SQUARE
170318412001,LOWER WEST SIDE
170312831001,"LITTLE ITALY, UIC"
170312507002,AUSTIN
170312922003,NORTH LAWNDALE
170315202001,SOUTHEAST SIDE
170312410002,HUMBOLDT PARK
170314305002,"SOUTH SHORE, GRAND CROSSING"
170314305001,"SOUTH SHORE, GRAND CROSSING"
170312831002,"LITTLE ITALY, UIC"
170313009001,LITTLE VILLAGE
170310715004,OLD TOWN
170314303002,"SOUTH SHORE, GRAND CROSSING"
170315805012,"BRIGHTON PARK,MCKINLEY PARK"
170313109002,LOWER WEST SIDE
170313017022,LITTLE VILLAGE
170311907021,"BELMONT CRAGIN,HERMOSA"
170312426004,HUMBOLDT PARK
170313017023,LITTLE VILLAGE
170313017011,LITTLE VILLAGE
170313017012,LITTLE VILLAGE
170310404023,LINCOLN SQUARE
170315806001,"BRIGHTON PARK,MCKINLEY PARK"
170318428003,"BRIGHTON PARK,MCKINLEY PARK"
170314307002,"SOUTH SHORE, GRAND CROSSING"
170316004001,BRIDGEPORT
170315906002,"BRIGHTON PARK,MCKINLEY PARK"
170310804001,OLD TOWN
170318428005,"BRIGHTON PARK,MCKINLEY PARK"
170318399001,BRIDGEPORT
170311605023,"IRVING PARK,AVONDALE"
170312105011,"IRVING PARK,AVONDALE"
170318399003,BRIDGEPORT
170310404024,LINCOLN SQUARE
170318428006,"BRIGHTON PARK,MCKINLEY PARK"
170311402002,"NORTH PARK,ALBANY PARK"
170318399004,BRIDGEPORT
170318428002,"BRIGHTON PARK,MCKINLEY PARK"
170316113002,BACK OF THE YARDS
170318413001,LOWER WEST SIDE
170318398002,BRIDGEPORT
170312306004,HUMBOLDT PARK
170316806001,ENGLEWOOD
170316112001,BACK OF THE YARDS
170316004002,BRIDGEPORT
170316113001,BACK OF THE YARDS
170310312002,UPTOWN
170312306001,HUMBOLDT PARK
170316111002,BACK OF THE YARDS
170316111001,BACK OF THE YARDS
170310629001,LAKE VIEW
170311606021,"IRVING PARK,AVONDALE"
170311606022,"IRVING PARK,AVONDALE"
170316114003,BACK OF THE YARDS
170316114001,BACK OF THE YARDS
170310505003,NORTH CENTER
170310505004,NORTH CENTER
170312414002,"WICKER PARK,WEST TOWN"
170310404012,LINCOLN SQUARE
170310627001,LAKE VIEW
170312306003,HUMBOLDT PARK
170310704002,SHEFFIELD & DEPAUL
170312609002,GARFIELD PARK
170310503002,NORTH CENTER
170313012002,LITTLE VILLAGE
170310407003,LINCOLN SQUARE
170312105022,"IRVING PARK,AVONDALE"
170310628001,LAKE VIEW
170312522011,AUSTIN
170310404011,LINCOLN SQUARE
170310107023,ROGERS PARK
170318381001,UNITED CENTER
170310631001,LAKE VIEW
170310705003,LINCOLN PARK
170310106002,ROGERS PARK
170312214002,LOGAN SQUARE
170318306002,ROGERS PARK
170310406001,LINCOLN SQUARE
170310816001,RIVER NORTH
170312522012,AUSTIN
170310810005,RIVER NORTH
170310307033,EDGEWATER
170310803003,OLD TOWN
170313018011,LITTLE VILLAGE
170310604003,LAKE VIEW
170313011002,LITTLE VILLAGE
170316009001,BRIDGEPORT
170313802001,BRONZEVILLE
170310105022,ROGERS PARK
170310105021,ROGERS PARK
170311408001,"NORTH PARK,ALBANY PARK"
170316115001,BACK OF THE YARDS
170310407002,LINCOLN SQUARE
170310609004,LAKE VIEW
170310407001,LINCOLN SQUARE
170310105032,ROGERS PARK
170310803001,OLD TOWN
170313108002,LOWER WEST SIDE
170314301013,"SOUTH SHORE, GRAND CROSSING"
170312209011,LOGAN SQUARE
170312209012,LOGAN SQUARE
170318369001,GARFIELD PARK
170314301011,"SOUTH SHORE, GRAND CROSSING"
170310105013,ROGERS PARK
170318369002,GARFIELD PARK
170313007002,LITTLE VILLAGE
170310714004,LINCOLN PARK
170311403012,"NORTH PARK,ALBANY PARK"
170311403011,"NORTH PARK,ALBANY PARK"
170318398003,BRIDGEPORT
170311403021,"NORTH PARK,ALBANY PARK"
170312433001,"WICKER PARK,WEST TOWN"
170318398001,BRIDGEPORT
170311407012,"NORTH PARK,ALBANY PARK"
170318428001,"BRIGHTON PARK,MCKINLEY PARK"
170313018021,LITTLE VILLAGE
170313007003,LITTLE VILLAGE
170318307002,UPTOWN
170318307003,UPTOWN
170312106012,"IRVING PARK,AVONDALE"
170310315021,UPTOWN
170315602002,MIDWAY AIRPORT
170310717001,OLD TOWN
170313511001,BRONZEVILLE
170312213003,LOGAN SQUARE
170314301012,"SOUTH SHORE, GRAND CROSSING"
170310803004,OLD TOWN
170310107022,ROGERS PARK
170310717002,OLD TOWN
170312106011,"IRVING PARK,AVONDALE"
170310315012,UPTOWN
170310314003,UPTOWN
170314402013,"CHATHAM,BURNSIDE"
170310205002,WEST RIDGE
170312206011,LOGAN SQUARE
170314109002,HYDE PARK
170310105012,ROGERS PARK
170312522024,AUSTIN
170313018033,LITTLE VILLAGE
170312207011,LOGAN SQUARE
170312207012,LOGAN SQUARE
170311105014,JEFFERSON PARK
170310307011,EDGEWATER
170310306012,EDGEWATER
170312522022,AUSTIN
170310701021,LINCOLN PARK
170310321002,UPTOWN
170310608003,LAKE VIEW
170310702003,LINCOLN PARK
170310404013,LINCOLN SQUARE
170313812001,BRONZEVILLE
170310715001,OLD TOWN
170310632006,LAKE VIEW
170310312001,UPTOWN
170312206022,LOGAN SQUARE
170312206021,LOGAN SQUARE
170313903001,"KENWOOD,OAKLAND"
170310101001,ROGERS PARK
170314401012,"CHATHAM,BURNSIDE"
170310312004,UPTOWN
170314401024,"CHATHAM,BURNSIDE"
170310107024,ROGERS PARK
170311605021,"IRVING PARK,AVONDALE"
170310631002,LAKE VIEW
170316009003,BRIDGEPORT
170312503004,AUSTIN
170310314002,UPTOWN
170310301011,EDGEWATER
170313009003,LITTLE VILLAGE
170310306031,EDGEWATER
170310306032,EDGEWATER
170318392003,BRONZEVILLE
170310634002,LAKE VIEW
170310630003,LAKE VIEW
170318439004,"SOUTH SHORE, GRAND CROSSING"
170314301023,"SOUTH SHORE, GRAND CROSSING"
170310306041,EDGEWATER
170310301022,EDGEWATER
170310315013,UPTOWN
170314301022,"SOUTH SHORE, GRAND CROSSING"
170310701012,LINCOLN PARK
170310205004,WEST RIDGE
170310811001,RUSH & DIVISION
170310314001,UPTOWN
170310307062,EDGEWATER
170310609003,LAKE VIEW
170310313002,UPTOWN
170310105011,ROGERS PARK
170310301023,EDGEWATER
170314401013,"CHATHAM,BURNSIDE"
170314109001,HYDE PARK
170310315023,UPTOWN
170310619022,LAKE VIEW
170310714003,LINCOLN PARK
170311406021,"NORTH PARK,ALBANY PARK"
170310301031,EDGEWATER
170310632003,LAKE VIEW
170310801002,GOLD COAST
170310315022,UPTOWN
170310633012,LAKE VIEW
170310814023,STREETERVILLE
170310701031,LINCOLN PARK
170310306011,EDGEWATER
170310701032,LINCOLN PARK
170310321004,UPTOWN
170310632001,LAKE VIEW
170310633011,LAKE VIEW
170310301013,EDGEWATER
170310315011,UPTOWN
170310633023,LAKE VIEW
170310812023,GOLD COAST
170310633024,LAKE VIEW
170310811002,RUSH & DIVISION
170310632002,LAKE VIEW
170310814022,STREETERVILLE
170310633022,LAKE VIEW
170310306043,EDGEWATER
170310801001,GOLD COAST
170310801006,GOLD COAST
170310619024,LAKE VIEW
170310632005,LAKE VIEW
170310701011,LINCOLN PARK
170310619021,LAKE VIEW
170310802013,GOLD COAST
170310313003,UPTOWN
170310801003,GOLD COAST
170310701023,LINCOLN PARK
170310813005,STREETERVILLE
170310801007,GOLD COAST
170312819002,WEST LOOP
170310301012,EDGEWATER
170310813001,STREETERVILLE
170310301042,EDGEWATER
170312205001,LOGAN SQUARE
170310706001,LINCOLN PARK
170315305012,WEST PULLMAN
170318418001,"SOUTH SHORE, GRAND CROSSING"
170313515002,BRONZEVILLE
170314401014,"CHATHAM,BURNSIDE"
170311702003,DUNNING
170317503001,"MOUNT GREENWOOD,MORGAN PARK"
170310622001,LAKE VIEW
170311904011,"BELMONT CRAGIN,HERMOSA"
170310603002,LAKE VIEW
170314403002,"CHATHAM,BURNSIDE"
170311801001,"MONTCLARE, GALEWOOD"
170310310002,UPTOWN
170316401001,MIDWAY AIRPORT
170317002004,ASHBURN
170315609002,MIDWAY AIRPORT
170311609001,"IRVING PARK,AVONDALE"
170313108001,LOWER WEST SIDE
170315302001,WEST PULLMAN
170310502002,NORTH CENTER
170311101004,JEFFERSON PARK
170315705001,"ARCHER HEIGHTS,WEST ELSDON"
170312925004,NORTH LAWNDALE
170314801002,"AVALON PARK,CALUMET HEIGHTS"
170316404001,MIDWAY AIRPORT
170313107001,LOWER WEST SIDE
170315303001,WEST PULLMAN
170318361001,WASHINGTON PARK
170315303003,WEST PULLMAN
170316909001,"SOUTH SHORE, GRAND CROSSING"
170310311003,UPTOWN
170315001002,PULLMAN
170310107012,ROGERS PARK
170318340002,"WASHINGTON HEIGHTS,ROSELAND"
170318392002,BRONZEVILLE
170310502001,NORTH CENTER
170312520003,AUSTIN
170316705001,ENGLEWOOD
170312435002,"WICKER PARK,WEST TOWN"
170310303002,EDGEWATER
170312420002,"WICKER PARK,WEST TOWN"
170311002005,NORWOOD PARK
170310633021,LAKE VIEW
170316714002,ENGLEWOOD
170312206023,LOGAN SQUARE
170316403006,MIDWAY AIRPORT
170314801001,"AVALON PARK,CALUMET HEIGHTS"
170313109001,LOWER WEST SIDE
170310603001,LAKE VIEW
170318392001,BRONZEVILLE
170318439005,"SOUTH SHORE, GRAND CROSSING"
170318359001,BRONZEVILLE
170311502004,PORTAGE PARK
170318347003,ENGLEWOOD
170310718001,OLD TOWN
170318426002,BACK OF THE YARDS
170316406001,MIDWAY AIRPORT
170317306001,"WASHINGTON HEIGHTS,ROSELAND"
170315608002,MIDWAY AIRPORT
170318359002,BRONZEVILLE
170314403005,"CHATHAM,BURNSIDE"
170310402024,LINCOLN SQUARE
170312420001,"WICKER PARK,WEST TOWN"
170315002001,PULLMAN
170316604003,"MARQUETTE PARK,GAGE PARK"
170311004003,NORWOOD PARK
170314302005,"SOUTH SHORE, GRAND CROSSING"
170312205003,LOGAN SQUARE
170318319002,LAKE VIEW
170314803001,"AVALON PARK,CALUMET HEIGHTS"
170312204002,LOGAN SQUARE
170312002004,"BELMONT CRAIGIN,HERMOSA"
170311504011,PORTAGE PARK
170311105015,JEFFERSON PARK
170312429001,"WICKER PARK,WEST TOWN"
170317502002,"MOUNT GREENWOOD,MORGAN PARK"
170311404003,"NORTH PARK,ALBANY PARK"
170318326003,LINCOLN PARK
170317302022,"WASHINGTON HEIGHTS,ROSELAND"
170314605001,SOUTH CHICAGO
170316407002,MIDWAY AIRPORT
170313006001,LITTLE VILLAGE
170312715001,GARFIELD PARK
170313102001,LOWER WEST SIDE
170314911001,"WASHINGTON HEIGHTS,ROSELAND"
170315608004,MIDWAY AIRPORT
170314304002,"SOUTH SHORE, GRAND CROSSING"
170311503001,PORTAGE PARK
170314603021,SOUTH CHICAGO
170318424001,"CHATHAM,BURNSIDE"
170314403004,"CHATHAM,BURNSIDE"
170317003023,ASHBURN
170312416002,"WICKER PARK,WEST TOWN"
170312207024,LOGAN SQUARE
170316404002,MIDWAY AIRPORT
170312506003,AUSTIN
170312504001,AUSTIN
170316702001,ENGLEWOOD
170311904021,"BELMONT CRAGIN,HERMOSA"
170312101003,"IRVING PARK,AVONDALE"
170312203001,LOGAN SQUARE
170315609001,MIDWAY AIRPORT
170311604003,"IRVING PARK,AVONDALE"
170316103001,BACK OF THE YARDS
170311405001,"NORTH PARK,ALBANY PARK"
170311606012,"IRVING PARK,AVONDALE"
170313405001,"ARMOUR SQUARE,CHINATOWN"
170316604001,"MARQUETTE PARK,GAGE PARK"
170311603001,"IRVING PARK,AVONDALE"
170310710002,LINCOLN PARK
170311506003,PORTAGE PARK
170311103002,JEFFERSON PARK
170312827001,"LITTLE ITALY, UIC"
170315608001,MIDWAY AIRPORT
170310304001,EDGEWATER
170310621001,LAKE VIEW
170316121001,BACK OF THE YARDS
170315607002,MIDWAY AIRPORT
170316812002,ENGLEWOOD
170318350005,"MARQUETTE PARK,GAGE PARK"
170316502004,WEST LAWN
170311602001,"IRVING PARK,AVONDALE"
170310205003,WEST RIDGE
170311801004,"MONTCLARE, GALEWOOD"
170316501004,WEST LAWN
170312405001,"WICKER PARK,WEST TOWN"
170314903002,"WASHINGTON HEIGHTS,ROSELAND"
170316309001,"MARQUETTE PARK,GAGE PARK"
170318361003,WASHINGTON PARK
170311604001,"IRVING PARK,AVONDALE"
170311503007,PORTAGE PARK
170310402021,LINCOLN SQUARE
170315608005,MIDWAY AIRPORT
170312424001,UKRAINIAN VILLAGE AND EAST VILLAGE
170316911003,"SOUTH SHORE, GRAND CROSSING"
170310707001,LINCOLN PARK
170314503002,"AVALON PARK,CALUMET HEIGHTS"
170316603023,"MARQUETTE PARK,GAGE PARK"
170311606013,"IRVING PARK,AVONDALE"
170314402012,"CHATHAM,BURNSIDE"
170314605005,SOUTH CHICAGO
170311605012,"IRVING PARK,AVONDALE"
170317003021,ASHBURN
170318316006,"MONTCLARE, GALEWOOD"
170311103004,JEFFERSON PARK
170314402011,"CHATHAM,BURNSIDE"
170318383002,RIVER NORTH
170310102011,ROGERS PARK
170311005004,NORWOOD PARK
170314203001,WOODLAWN
170312506004,AUSTIN
170316704001,ENGLEWOOD
170310205001,WEST RIDGE
170312431001,"WICKER PARK,WEST TOWN"
170310604002,LAKE VIEW
170311705001,DUNNING
170314905001,"WASHINGTON HEIGHTS,ROSELAND"
170312207021,LOGAN SQUARE
170314401011,"CHATHAM,BURNSIDE"
170317501003,"MOUNT GREENWOOD,MORGAN PARK"
170312421002,UKRAINIAN VILLAGE AND EAST VILLAGE
170312521011,AUSTIN
170310503001,NORTH CENTER
170315608003,MIDWAY AIRPORT
170318321003,LAKE VIEW
170311101003,JEFFERSON PARK
170312003001,"BELMONT CRAIGIN,HERMOSA"
170311608004,"IRVING PARK,AVONDALE"
170316701002,ENGLEWOOD
170310621003,LAKE VIEW
170310202003,WEST RIDGE
170317501004,"MOUNT GREENWOOD,MORGAN PARK"
170317502003,"MOUNT GREENWOOD,MORGAN PARK"
170314301014,"SOUTH SHORE, GRAND CROSSING"
170316911004,"SOUTH SHORE, GRAND CROSSING"
170313902002,"KENWOOD,OAKLAND"
170312204001,LOGAN SQUARE
170310202004,WEST RIDGE
170311512003,PORTAGE PARK
170318321001,LAKE VIEW
170312520004,AUSTIN
170314911005,"WASHINGTON HEIGHTS,ROSELAND"
170312513005,AUSTIN
170310713001,LINCOLN PARK
170311605011,"IRVING PARK,AVONDALE"
170311407023,"NORTH PARK,ALBANY PARK"
170316701001,ENGLEWOOD
170311505021,PORTAGE PARK
170310403001,LINCOLN SQUARE
170313103001,LOWER WEST SIDE
170311704001,DUNNING
170313104001,LOWER WEST SIDE
170312425001,UKRAINIAN VILLAGE AND EAST VILLAGE
170318330001,WEST LOOP
170310309002,ANDERSONVILLE
170311704004,DUNNING
170315905001,"BRIGHTON PARK,MCKINLEY PARK"
170310702002,LINCOLN PARK
170314802001,"AVALON PARK,CALUMET HEIGHTS"
170315202002,SOUTHEAST SIDE
170312108001,"IRVING PARK,AVONDALE"
170311510021,PORTAGE PARK
170314605006,SOUTH CHICAGO
170312004023,"BELMONT CRAIGIN,HERMOSA"
170318386001,NORTH LAWNDALE
170311706001,DUNNING
170316604004,"MARQUETTE PARK,GAGE PARK"
170310608001,LAKE VIEW
170311702002,DUNNING
170317003013,ASHBURN
170311606011,"IRVING PARK,AVONDALE"
170312422001,UKRAINIAN VILLAGE AND EAST VILLAGE
170317501002,"MOUNT GREENWOOD,MORGAN PARK"
170314802002,"AVALON PARK,CALUMET HEIGHTS"
170316703002,ENGLEWOOD
170310704001,SHEFFIELD & DEPAUL
170315610003,MIDWAY AIRPORT
170310305003,EDGEWATER
170315603002,MIDWAY AIRPORT
170318347002,ENGLEWOOD
170311201004,"SAUGANASH,FOREST GLEN"
170318344002,WOODLAWN
170318316001,"MONTCLARE, GALEWOOD"
170318347001,ENGLEWOOD
170313005001,LITTLE VILLAGE
170318374001,GARFIELD PARK
170312420003,"WICKER PARK,WEST TOWN"
170312004022,"BELMONT CRAIGIN,HERMOSA"
170318316003,"MONTCLARE, GALEWOOD"
170311708003,DUNNING
170316203003,"ARCHER HEIGHTS,WEST ELSDON"
170311711001,DUNNING
170316603022,"MARQUETTE PARK,GAGE PARK"
170310902003,EDISON PARK
170310307031,EDGEWATER
170312303001,HUMBOLDT PARK
170318311001,"IRVING PARK,AVONDALE"
170318314001,AUSTIN
170310302001,EDGEWATER
170315001001,PULLMAN
170311001004,NORWOOD PARK
170312504003,AUSTIN
170318346001,ENGLEWOOD
170311504013,PORTAGE PARK
170311006002,NORWOOD PARK
170313514001,BRONZEVILLE
170310625001,LAKE VIEW
170317115002,AUBURN GRESHAM
170312407001,HUMBOLDT PARK
170311202004,"SAUGANASH,FOREST GLEN"
170316403003,MIDWAY AIRPORT
170313818001,BRONZEVILLE
170315611005,MIDWAY AIRPORT
170316903002,"SOUTH SHORE, GRAND CROSSING"
170310714001,LINCOLN PARK
170318315002,"BELMONT CRAGIN,HERMOSA"
170317608031,OHARE
170310713002,LINCOLN PARK
170315611006,MIDWAY AIRPORT
170311602002,"IRVING PARK,AVONDALE"
170312302001,HUMBOLDT PARK
170316103003,BACK OF THE YARDS
170310303001,EDGEWATER
170315610004,MIDWAY AIRPORT
170310401001,LINCOLN SQUARE
170317204001,BEVERLY
170317114001,AUBURN GRESHAM
170314605004,SOUTH CHICAGO
170312609001,GARFIELD PARK
170311105013,JEFFERSON PARK
170310204003,WEST RIDGE
170318396002,BRONZEVILLE
170314911004,"WASHINGTON HEIGHTS,ROSELAND"
170315609004,MIDWAY AIRPORT
170314909011,"WASHINGTON HEIGHTS,ROSELAND"
170318431002,NORTH LAWNDALE
170311710006,DUNNING
170311103003,JEFFERSON PARK
170314805003,"AVALON PARK,CALUMET HEIGHTS"
170311004002,NORWOOD PARK
170313302001,NEAR SOUTH SIDE
170310204002,WEST RIDGE
170311202002,"SAUGANASH,FOREST GLEN"
170318310002,BUCKTOWN
170318363001,HYDE PARK
170312412001,"WICKER PARK,WEST TOWN"
170311002007,NORWOOD PARK
170314604001,SOUTH CHICAGO
170314112002,HYDE PARK
170310621002,LAKE VIEW
170313403001,"ARMOUR SQUARE,CHINATOWN"
170311613001,"IRVING PARK,AVONDALE"
170315801002,"BRIGHTON PARK,MCKINLEY PARK"
170315807001,"BRIGHTON PARK,MCKINLEY PARK"
170314202001,WOODLAWN
170312838002,"LITTLE ITALY, UIC"
170310318001,UPTOWN
170318396001,BRONZEVILLE
170310107011,ROGERS PARK
170311506004,PORTAGE PARK
170315302004,WEST PULLMAN
170315304001,WEST PULLMAN
170310310003,UPTOWN
170310605001,WRIGLEYVILLE
170312411001,"WICKER PARK,WEST TOWN"
170316407001,MIDWAY AIRPORT
170311608003,"IRVING PARK,AVONDALE"
170317102001,AUBURN GRESHAM
170311903001,"BELMONT CRAGIN,HERMOSA"
170313905001,"KENWOOD,OAKLAND"
170317505002,"MOUNT GREENWOOD,MORGAN PARK"
170311612001,"IRVING PARK,AVONDALE"
170318314002,AUSTIN
170310512001,NORTH CENTER
170315611004,MIDWAY AIRPORT
170317004022,ASHBURN
170314605007,SOUTH CHICAGO
170318324001,LOGAN SQUARE
170310610001,LAKE VIEW
170312411002,"WICKER PARK,WEST TOWN"
170312106021,"IRVING PARK,AVONDALE"
170317402002,"MOUNT GREENWOOD,MORGAN PARK"
170312718001,GARFIELD PARK
170310704003,SHEFFIELD & DEPAUL
170310601003,LAKE VIEW
170311801005,"MONTCLARE, GALEWOOD"
170318306001,ROGERS PARK
170311707003,DUNNING
170317301003,"WASHINGTON HEIGHTS,ROSELAND"
170315610001,MIDWAY AIRPORT
170314912001,"WASHINGTON HEIGHTS,ROSELAND"
170311407024,"NORTH PARK,ALBANY PARK"
170310209013,WEST RIDGE
170313903002,"KENWOOD,OAKLAND"
170312426001,HUMBOLDT PARK
170318416001,NORTH LAWNDALE
170310901002,EDISON PARK
170316915003,"SOUTH SHORE, GRAND CROSSING"
170314606001,SOUTH CHICAGO
170315808001,"BRIGHTON PARK,MCKINLEY PARK"
170311404001,"NORTH PARK,ALBANY PARK"
170312227002,LOGAN SQUARE
170310209012,WEST RIDGE
170316809003,ENGLEWOOD
170317004023,ASHBURN
170316914003,"SOUTH SHORE, GRAND CROSSING"
170311406011,"NORTH PARK,ALBANY PARK"
170317504002,"MOUNT GREENWOOD,MORGAN PARK"
170314914002,"WASHINGTON HEIGHTS,ROSELAND"
170310310001,UPTOWN
170310901001,EDISON PARK
170313904001,"KENWOOD,OAKLAND"
170310513001,NORTH CENTER
170310321003,UPTOWN
170311505022,PORTAGE PARK
170312415003,"WICKER PARK,WEST TOWN"
170318429001,"LITTLE ITALY, UIC"
170318307001,UPTOWN
170313007001,LITTLE VILLAGE
170310512002,NORTH CENTER
170310312003,UPTOWN
170312106023,"IRVING PARK,AVONDALE"
170314008002,WASHINGTON PARK
170310804003,OLD TOWN
170315303004,WEST PULLMAN
170312106022,"IRVING PARK,AVONDALE"
170311902001,"BELMONT CRAGIN,HERMOSA"
170311511003,PORTAGE PARK
170314101001,HYDE PARK
170318311003,"IRVING PARK,AVONDALE"
170317506004,"MOUNT GREENWOOD,MORGAN PARK"
170314409002,"CHATHAM,BURNSIDE"
170315610002,MIDWAY AIRPORT
170311408003,"NORTH PARK,ALBANY PARK"
170318310001,"WICKER PARK,WEST TOWN"
170311404004,"NORTH PARK,ALBANY PARK"
170318344003,WOODLAWN
170314302001,"SOUTH SHORE, GRAND CROSSING"
170316813003,ENGLEWOOD
170312424002,UKRAINIAN VILLAGE AND EAST VILLAGE
170311607004,"IRVING PARK,AVONDALE"
170311609002,"IRVING PARK,AVONDALE"
170318436002,BRONZEVILLE
170312001001,"BELMONT CRAIGIN,HERMOSA"
170310712002,LINCOLN PARK
170312431002,"WICKER PARK,WEST TOWN"
170312426002,HUMBOLDT PARK
170315001003,PULLMAN
170313106001,LOWER WEST SIDE
170317503003,"MOUNT GREENWOOD,MORGAN PARK"
170314313011,"SOUTH SHORE, GRAND CROSSING"
170312104001,"IRVING PARK,AVONDALE"
170312228001,LOGAN SQUARE
170314909021,"WASHINGTON HEIGHTS,ROSELAND"
170310902002,EDISON PARK
170310313005,UPTOWN
170311105022,JEFFERSON PARK
170312522023,AUSTIN
170310903001,EDISON PARK
170312222001,BUCKTOWN
170311706002,DUNNING
170313906002,"KENWOOD,OAKLAND"
170316812003,ENGLEWOOD
170318417001,LITTLE VILLAGE
170310501002,NORTH CENTER
170315610006,MIDWAY AIRPORT
170316119001,BACK OF THE YARDS
170310811003,RUSH & DIVISION
170310208014,WEST RIDGE
170314003001,WASHINGTON PARK
170313819002,BRONZEVILLE
170312425002,UKRAINIAN VILLAGE AND EAST VILLAGE
170316117001,BACK OF THE YARDS
170314914003,"WASHINGTON HEIGHTS,ROSELAND"
170311608002,"IRVING PARK,AVONDALE"
170310902001,EDISON PARK
170314605003,SOUTH CHICAGO
170312216002,BUCKTOWN
170317005022,ASHBURN
170316405001,MIDWAY AIRPORT
170316119002,BACK OF THE YARDS
170318343004,"AVALON PARK,CALUMET HEIGHTS"
170316501002,WEST LAWN
170312416001,"WICKER PARK,WEST TOWN"
170311404002,"NORTH PARK,ALBANY PARK"
170318322003,BUCKTOWN
170310106003,ROGERS PARK
170317206002,BEVERLY
170318439003,"SOUTH SHORE, GRAND CROSSING"
170311711003,DUNNING
170314208002,WOODLAWN
170316913002,"SOUTH SHORE, GRAND CROSSING"
170312225001,LOGAN SQUARE
170311702001,DUNNING
170316118001,BACK OF THE YARDS
170311403023,"NORTH PARK,ALBANY PARK"
170318386002,NORTH LAWNDALE
170317404002,"MOUNT GREENWOOD,MORGAN PARK"
170310309001,ANDERSONVILLE
170317608033,OHARE
170312804001,UNITED CENTER
170318362001,HYDE PARK
170311607003,"IRVING PARK,AVONDALE"
170312415002,"WICKER PARK,WEST TOWN"
170312705001,GARFIELD PARK
170315610005,MIDWAY AIRPORT
170310513002,NORTH CENTER
170310619013,LAKE VIEW
170311405002,"NORTH PARK,ALBANY PARK"
170312412002,"WICKER PARK,WEST TOWN"
170314409003,"CHATHAM,BURNSIDE"
170311408004,"NORTH PARK,ALBANY PARK"
170310204001,WEST RIDGE
170312105023,"IRVING PARK,AVONDALE"
170310102012,ROGERS PARK
170318425001,"SOUTH SHORE, GRAND CROSSING"
170318351004,"MARQUETTE PARK,GAGE PARK"
170316813002,ENGLEWOOD
170317205002,BEVERLY
170311710005,DUNNING
170318364002,"OAKLAND,KENWOOD"
170316607001,"MARQUETTE PARK,GAGE PARK"
170310705002,LINCOLN PARK
170314912003,"WASHINGTON HEIGHTS,ROSELAND"
170315611002,MIDWAY AIRPORT
170317305003,"WASHINGTON HEIGHTS,ROSELAND"
170317204002,BEVERLY
170311407022,"NORTH PARK,ALBANY PARK"
170310102021,ROGERS PARK
170312209021,LOGAN SQUARE
170314909024,"WASHINGTON HEIGHTS,ROSELAND"
170318401002,BRIDGEPORT
170310602001,LAKE VIEW
170314105002,HYDE PARK
170312505003,"MONTCLARE, GALEWOOD"
170311203006,"SAUGANASH,FOREST GLEN"
170311709001,DUNNING
170315907001,"BRIGHTON PARK,MCKINLEY PARK"
170317201002,BEVERLY
170318306004,ROGERS PARK
170314207005,WOODLAWN
170316408002,MIDWAY AIRPORT
170316118002,BACK OF THE YARDS
170310305004,EDGEWATER
170310201001,WEST RIDGE
170310309003,ANDERSONVILLE
170310501001,NORTH CENTER
170312434003,"WICKER PARK,WEST TOWN"
170317307002,"WASHINGTON HEIGHTS,ROSELAND"
170311601001,"IRVING PARK,AVONDALE"
170318401001,BRIDGEPORT
170316406002,MIDWAY AIRPORT
