Survey,State,6-Digit,County,Place,MSA/,PMSA,Ccity,Zip,Region,Division,Source,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units
Date,Code,ID,Code,Code,Cmsa,Code,Code,Code,Code,,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200001,04,373000,019,0380,8520,9999,1,857267210  ,4,8,4,,Tucson,224,224,31137323,0,0,0,3,12,958230,1,5,300482
200001,04,377000,027,0383,9360,9999, ,85356      ,4,8,1,,Wellton town,0,0,0,0,0,0,0,0,0,0,0,0
200001,04,381000,013,0390,6200,9999, ,85390      ,4,8,1,,Wickenburg town,5,5,399000,0,0,0,0,0,0,0,0,0
200001,04,401000,025,    ,9999,9999, ,86301      ,4,8,1,,Yavapai County Unincorporated Area,55,55,5763865,0,0,0,0,0,0,0,0,0
200001,04,405000,013,0412,6200,9999, ,85363      ,4,8,1,,Youngtown town,0,0,0,0,0,0,0,0,0,0,0,0
200001,04,409000,027,0415,9360,9999,1,85364      ,4,8,4,,Yuma,33,33,4587195,0,0,0,0,0,0,0,0,0
200001,04,413000,027,    ,9360,9999, ,85364      ,4,8,1,,Yuma County Unincorporated Area,17,17,1182465,0,0,0,0,0,0,0,0,0
200001,06,001000,071,0003,4472,6780, ,92301      ,4,9,1,,Adelanto,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,002000,037,0007,4472,4480, ,91301      ,4,9,1,,Agoura Hills,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,003000,001,0010,7362,5775,1,94501      ,4,9,1,,Alameda,1,1,204429,0,0,0,0,0,0,0,0,0
200001,06,004000,001,    ,7362,5775, ,94544      ,4,9,1,,Alameda County Unincorporated Area,21,21,5495084,0,0,0,0,0,0,0,0,0
200001,06,005000,001,0020,7362,5775, ,94706      ,4,9,1,,Albany,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,006000,037,0025,4472,4480, ,91801      ,4,9,1,,Alhambra,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,010000,005,    ,9999,9999, ,95642      ,4,9,5,,Amador County Unincorporated Area,5,5,610325,0,0,0,0,0,0,0,0,0
200001,06,010500,055,0067,7362,8720, ,94589      ,4,9,1,,American Canyon,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,011000,059,0070,4472,5945,1,92803      ,4,9,4,,Anaheim,1,1,139006,1,2,176634,0,0,0,2,72,4326944
200001,06,012000,089,0075,6690,9999, ,96007      ,4,9,5,,Anderson,2,2,176836,0,0,0,0,0,0,0,0,0
200001,06,014000,013,0085,7362,5775, ,94531      ,4,9,5,,Antioch,44,44,7091822,0,0,0,0,0,0,1,24,1287613
200001,06,015000,071,0090,4472,6780, ,92307      ,4,9,1,,Apple Valley town,22,22,3522534,0,0,0,0,0,0,0,0,0
