"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,2850,3000,3175,3200,3200,3350,3450,3197.5,3225,3150,3400,3000,3000,2995,3050,3000,3000,2999.5,2950,2800,2875,2850,2800,2800,2800,2795,2600,2700,2700,2595,2577.5,2550,2495,2450,2350,2400,2500,2450,2400,2400,2450,2450,2495,2500,2480,2400,2500,2500,2400,2400,2498.5,2500,2700,2750,2750,2700,2750,2800,2800,2800,2800,2805,2900,2995,3000,3000,3150,3100,3000,3095,3000,3000,3195,3300,3200,3200,3292.5,3280,3000,3300,3062.5,3300,3000,3100,3297.5,3497.5,3500,3500,3500,3492.5,3500,3500,3495,3425,3400,3400,3450,3400
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,2100,2200,2382.5,2495,2495,2430,2400,2350,2295,2150,2100,2100,2095,2160,2100,2195,2300,2239,2153,2034,1995,1834,1900,1834,1750,2000,1950,2200,2200,2260.5,2000,1900,1850,1787.5,1995,1880,1800,1899.5,2000,2277.5,2400,2350,2400,2250,2150,2200,2200,2100,2149,2200,2250,2400,2500,2475,2397,2195,2145,2150,2000,2000,2000,2165,2232,2400,2400,2495,2400,2097.5,1995,1895,1800,1805,2000,2100,2350,2500,2500,2550,2425,2200,2066,2000,2066,2100,2150,2400
"Harris","TX","Houston","48","201",3,,,,,,1750,1750,1650,1600,1550,1500,1590,1587.5,1597.5,1595,1550,1525,1500,1525,1500,1500,1500,1500,1500,1495,1500,1475,1450,1495,1500,1525,1500,1400,1450,1450,1500,1500,1550,1550,1550,1570,1600,1600,1650,1600,1550,1600,1600,1500,1500,1550,1650,1695,1700,1750,1700,1700,1700,1700,1700,1700,1739,1750,1795,1775,1795,1795,1800,1795,1795,1795,1750,1750,1800,1827.5,1800,1800,1795,1800,1796,1700,1700,1650,1700,1700,1700,1795,1795,1795,1795,1795,1795,1750,1750,1750,1750,1750,1750
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,,,,,,,,,,,,,,,1245,1395,1395,1400,1395,1495,1300,1250,1350,1295,1295,1287,1331,1249,1295,1275,1250,1249,1250,1200,1250,1250,1250,1250,1200,1200,1200,1200,1300,1275,1325,1300,1250,1300,1300,1390,1297.5,1395,1500,1500,1500,1500,1550,1550,1500,1475,1302.5,1499.5,1500,1500,1450,1450,1395,1296,1396,1364,1372.5,1347,1350,1350,1400,1499,1500,1595,1595,1595,1595,1600,1550,1499,1550,1550,1588,1640,1550
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,2800,2900,2950,2950,2800,2700,2600,2500,2500,2525,2600,2550,2550,2500,2400,2450,2500,2500,2500,2495,2450,2450,2400,2450,2495,2500,2500,2500,2500,2595,2695,2695,2600,2500,2600,2550,2500,2500,2500,2700,2695,2700,2750,2700,2650,2700,2750,2800,2845,2800,2849.5,2850,2850,2850,2850,2840,2800,2800,2800,2824,2995,3000,2900,2950,2900,2850,2849,2895,2848,2895,2800,2995,3000,3000,3200,3300,3295,3200,3200,3197.5,3100,3000,3095,3200,3200,3225
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",6,,,,,,,,,,,,,3200,3312.5,3412.5,3300,3295,3200,3200,3150,3100,3100,3200,3200,3375,3100,3000,3200,3200,3200,3200,3100,3200,3100,3150,3100,3200,3200,3300,3295,3350,3400,3300,3300,3250,3300,3256.5,3295,3200,3200,3300,3400,3492.5,3500,3495,3500,3490,3400,3482.5,3500,3500,3475,3500,3500,3595,3550,3537.5,3500,3500,3550,3575,3550,3600,3550,3500,3500,3700,3595,3500,3495,3500,3600,3500,3650,3750,3800,3800,3800,3800,3800,3800,3800,3800,3792.5,3800,3800,3885,3895
"Kings","NY","New York","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2800,2950,3200,3200,3200,3400,3200,3000,3000,3000,3000,3150,3200,3200,3200,3399,3450,3300,3299,3200,3200,3200,3200,3200,3300,3597,3360,3400,3500,3500,3499,3300,3250,3300,3300,3300,3300,3400,3500,3600,3600,3600,3550.5,3500,3500,3500,3500,3500,3600,3600,3600,3650,3671,3848,3750,3299,3450,3200,3200,3379.5,3400,3500,3500,3580,3500,3500,3392.5,3300,3400,3399,3400
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",8,,,,,,,,,,,,,,,,2497,2450,2400,2350,2350,2350,2300,2300,2300,2400,2400,2400,2450,2500,2400,2350,2350,2400,2350,2300,2300,2300,2350,2350,2400,2450,2500,2450,2400,2475,2500,2500,2450,2400,2400,2400,2450,2500,2500,2499.5,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2600,2565,2500,2500,2600,2650,2650,2650,2700,2600,2700,2630,2650,2600,2500,2500,2600,2500,2500,2595,2600,2700,2700,2800,2750,2750,2750,2750,2750,2795,2800,2800,2800
"Dallas","TX","Dallas-Fort Worth","48","113",9,,,,,,,,,,,,,,,1450,1500,1595,1550,1475,1450,1450,1400,1395,1350,1395,1495,1395,1395,1450,1400,1400,1400,1400,1425,1400,1400,1400,1399.5,1400,1450,1425,1425,1450,1495,1450,1400,1475,1400,1400,1400,1425,1550,1569,1600,1595,1500,1500,1525,1550,1595,1597.5,1650,1650,1650,1700,1750,1795,1695,1650,1695,1695,1674.5,1677.5,1695,1699.5,1695,1700,1750,1790,1695,1670,1700,1650,1749,1745,1755,1850,1950,1962.5,1995,1950,1900,1895,1900,1895,1875,1817.5,1850
"Queens","NY","New York","36","081",10,,,,,,,,,,,,,,,,,2300,2300,2200,2100,2072.5,2000,1885,1900,2150,2200,2300,2200,2200,2300,2350,2300,2200,2182.5,2400,2400,2400,2400,2500,2600,2700,3000,2850,2800,3000,3000,3000,3000,3000,3000,3000,3000,3295,3095,3000,3000,2900,2925,2950,3000,3000,3000,3200,3200,3171.5,3200,3200,3200,3200,3200,3000,3000,3100,3200,3400,3400,3350,3350,3295,3299,3400,3400,3100,3000,3000,3200,3199,3274.5,3200,3100,3200,3200,3200,3199,3200,3174,3000,2995
