"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06",37,1,96.83,96.27,96.97,97.04,97.41,97.72,97.35,98.05,97.51,97.21,97.57,97.7,97.2,97.2,97.63,97.94,98.1,98.14,97.99,98.02,97.76,98.07,97.39,96.84,97.08,96.17,97.22,96.99,97.76,97.18,97.9,97.55,97.77,97.69,97.68,97.67,98.05,97.68,97.79,97.7,97.97,98.16,97.98,97.96,97.96,97.83,97.48,97.8,97.85,97.59,97.9,98.02,98.04,97.67,95.82,97.38,97.5,97.31,96.38,96.79,96.26,95.74,95.84,95.72,96.31,97.85,98.07,97.73,97.67,97.62,96.84,96.86,96.45,95.61,96.72,95.56,95.81,95.16,95.41,94.57,92.55,92.13,90.41,88.55,86.9,84.49,83.61,84.09,83.46,81.12,79.03,78.23,73.63,72.37,70.18,68.08,67.42,68.14,70.86,67.98,70.36,73.58,72.31,70.04,72.94,67.34,69,68.43,66.46,65.07,66.86,66.09,67.97,65.56,65.96,65.26,67.92,66.27,65.26,66.59,62.11,61.63,60.74,69.8,64.77,64.49,68.37,66.53,66.31,62.87,64.69,61.41,60.32,64.42,58.52,66.7,67.65,69.38,68.99,68.85,69.91,70.06,69.87,71.27,73.17,73.69,76.75,80.12,79.42,82.81,83.95,85.06,85.48,84.67,84.77,84.79,86.59,87.26,87.56,89,88.66,88.09,89.45,90.09,90,90.41,90.06,89.95,90.74,89.42,91.29,91.17,91.65,92.62,92.33,92.04,91.65,92.13,92.02,92.58,92.26,91.32,92.63,93.87,94.35,92.93,94.25,94.43,93.67,93.88,93.98,93.52,93.5,94.34,94.63,94.28,95.45,95.68,95.68,95.9,92.96
"Denver","CO","Denver","08",31,2,98.72,98.32,98.65,99.06,99.3,98.35,98.91,98.19,98.41,98.14,98.16,98.05,97.97,97.05,97.78,98.24,97.17,98.41,97.17,98.67,97.9,97.65,97.3,97.35,95.51,97.39,96.18,93.56,94.67,95.68,94.75,95.95,95.26,95.11,95.15,94.44,94.8,94.67,94.38,96.31,94.24,95.35,95.57,94.48,95.94,95.6,92.69,94.8,92.96,94.57,94.39,93.49,92.94,94.6,93.73,93.35,93.3,92.34,93.41,90.24,89.84,93.14,92.11,86.43,87.05,89.61,91.15,90.64,88.56,89.4,88.86,88.02,86.55,78.7,88.04,90.35,93.33,89.89,88.71,89.98,90.6,89.61,85.23,79.13,80,83.23,84.34,82.78,80.52,85.44,85.58,84.77,80.27,80.97,73.61,76.32,74.32,76.72,74.28,77.54,77.99,81.64,79.5,77.37,78.6,78.25,76.16,74.93,71.6,75.1,73.77,75.93,79.25,73.95,76.26,68.71,69.66,65.72,68.56,73.48,59.79,59.7,71.26,67.87,66.43,73.16,66.58,70.95,67.31,68.9,69.37,68.48,60.09,64.13,66.75,66.37,74.32,78.86,75.58,76.25,80.13,77.14,75.5,80.39,83.43,81.41,82.27,84.46,86.39,87.85,90.72,88.45,87.38,88.81,87.65,90.28,88.78,89.7,90,91.95,92.26,92.49,93.74,93.25,93.67,94,93.25,93.36,92.27,92.93,96.12,95.7,97.49,95.7,95.6,97.08,97.3,97.49,96.19,97.52,97.85,96.01,98.55,98.35,98.47,98.25,98.34,98.11,98.41,97.19,97.91,98.68,97.43,97.93,98.51,98.37,98.35,98.71,98.87,98.89,98.46
"Jefferson","CO","Denver","08",59,3,98.54,98.95,99.4,98.07,98.53,98.88,98.7,98.3,98.59,99.21,97.59,96.98,97.67,98.61,97.89,99.05,98.46,97.61,97.26,98.18,97.18,98.24,97.9,97.39,97.09,96.09,96.94,96.47,97.6,96.83,96.79,96.83,96.28,97.03,95.82,95.28,93.64,94.17,95.82,96.15,96.3,97.25,96.08,97.84,95.71,96.09,94.77,94.16,96.61,93.86,95.23,95.29,95.62,96.22,95.61,95.42,93.87,95.39,93.75,93.75,93.28,93.48,91.31,91.42,92.73,91.44,90.35,91.46,89.33,88.56,87.29,87.08,86.92,90.14,88.98,90.93,89.76,91.2,89.05,87.5,87.21,86.43,84.7,84.99,84,78.8,83.86,87.01,82.98,82.06,83.91,80.67,80.33,78.33,75.21,74.68,71.62,69.9,70.97,69.34,80.2,77.9,79.51,78.96,79.59,75,69.29,72.29,71.26,70.41,71.51,75.12,70.74,74.66,75.08,68.81,68.2,71.33,59.43,71.72,63.75,62.38,59.32,65.49,67.45,70.77,71.7,68.41,66.85,65.75,61.86,62.83,60.58,64.32,64.5,67.89,74.18,70.67,77.86,74.92,73.57,76.1,76.27,73.56,77.66,77.97,84.21,77.46,83.53,85.23,84.55,86.18,87.35,84.13,86.16,83.49,82.92,83.52,89.58,85.61,89.22,89.88,92.64,90.78,94.25,93.88,89.84,90.92,94.64,91.01,93.76,96.67,95.69,96.99,97.91,97.87,96.79,98.23,97.9,97.35,97.52,98.34,96.43,95.11,94.85,98.04,98.57,98.57,97.58,99.02,98.37,97.31,98.17,98.16,99.43,98.21,98.16,99.03,97.97,98.33,100
