"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000,429000,418944,424974.5,429000,445000,450000,459000,469000,460000,460000,460000,455000,440000,442000,459000,470000,485000,499000,5e+05,5e+05,510000,509000,510000,509000,5e+05,499950,510000,529000,539000,545000,549950,549000,549000,547653,545000,545000,539000,539900,549000,555000,569900,579000,575000,575000,578000,575000,575000,575000,569999.5,570000,579000,589000
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159500,158900,160000,168000,174900,179900,184800,180000,180000,184950,179000,169900,169900,161950,169900,182500,190000,198250,199900,2e+05,199900,194400,189900,184500,175000,169900,175000,189900,199000,204000,209900,209900,205000,2e+05,199900,199000,190000,189900,199000,214900,224000,228500,229000,225000,219900,219900,219000,210000,204900,2e+05,219900,229900,235000,239900,242529,244250,239900,239900,239000,230000,226050,225780,238900,252900
"Harris","TX","Houston","48","201",3,119000,120000,124052.5,124900,124500,122970,120000,122000,128480,126676,128000,125000,124900,124900,124900,124900,125000,125000,125000,124900,120000,120000,119000,119900,119900,119000,119900,120990,122230,123900,124500,124992.5,124490,124830,130000,131000,131900,137990,139900,143256,144950,145000,145905.5,148000,149000,150000,149900,149900,151990,156990,159916.5,166992.5,167500,168925,168992.5,169900,169950,173995,174990,184000,187945,198340,199582,210000,199900,195000,209900,214000,219975,222820,220000,225000,229990,221900,225995,229000,227983,230000,227195,225995,225000,225000,220916,219800,220000,224900,226414,229900,230000,229500,225000,225900,234500,234500,235000,235325,238888,239900,245000
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214990,239250,229990,232990,243957,247643,245000,249900,244990,256162,244990,264900,231700,239900,265000,265990,275000,280990,278490,278490,274990,282990,278490,282925,284990,283850,284141.5,289947.5,283995,284999,289990,288685,286500,285490,285990,285990,284990,272990,279490,288490,299900,3e+05,298999,298990,302778.5,309490,309970,314900,310950,309495,310950,315985.5,314338
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410000,419900,425000,429500,439000,449000,449000,459900,464900,459900,459000,450000,449900,439900,449000,455000,479000,479950,497250,479900,499900,504000,508000,499900,5e+05,499999,5e+05,512900,515000,519000,527500,528800,529900,525000,528000,525950,525000,520000,525876,530000,539900,549900,559000,552500,559000,559000,559000,559000,559000,559000,555000,565000,575000
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579000,575000,575000,589000,599000,599998,610000,615000,610000,614900,619894,6e+05,599000,589900,599000,620000,627750,635000,648844,648000,639900,649000,649000,649000,649000,649800,649900,650000,654900,669000,673000,675000,675000,675000,675000,678000,675000,675000,680000,689000,699000,710000,715000,7e+05,710000,709825,715000,715000,722650,720500,726900,739000,739000
"Kings","NY","New York","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818700,819500,808999.5,879500,899000,899000,889999,947000,940000,929215,998000,979000,972500,929000,950000,989000,999000,1049500,1074000,1025000,1050000,1056000,1098500,1200000,1198000,1250000,1199000,1125000,1250000,1247000,1150000,1185000,1220000,1399000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239988,235000,229900,230000,230000,240000,239000,239900,235000,239900,248700,249900,260000,265000,260000,274236,285995,285000,264000,265000,289990,295000,3e+05,3e+05,324950,329900,339000,340000,335000,350000,350000,350000,350000,351990,359900,359000,365000,369000,370000,375000,374900,375000,385000,395000,388000,380000,389000,388000,397000,399000,399900,399000,399000
"Dallas","TX","Dallas-Fort Worth","48","113",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144000,143950,142000,136995,135000,141900,149900,151900,145900,148700,154900,148000,146250,144000,144900,146451,157000,159700,160000,165000,162500,160000,167000,170000,170000,170000,168925,169000,170000,179900,189000,192620,197000,199500,199000,199900,208000,209900,2e+05,207995,219900,224900,230000,235000,239900,239900,239875,243000,245975,247500,244900,242400,249250,249900
"Queens","NY","New York","36","081",10,445000,445000,439999,437999,429000,425000,419000,409000,419700,419000,409949.5,399900,399000,399000,399000,396000,399000,395000,387000,379000,379000,379000,379000,379000,379000,379000,377500,375000,375000,370000,370000,369000,365000,365000,379000,379000,379000,380000,384995,385000,389000,380000,371000,371000,371000,370000,379000,379000,379000,389999.5,389000,396000,399000,399000,399990,399999,399999,429000,429000,419000,419000,419000,419000,419000,419000,409000,429000,439000,439000,465000,469000,459000,479000,480000,489000,499000,495000,499000,499000,499000,499000,499000,492499.5,489497.5,488943.5,479999,489999,495000,532500,529000,536500,539999,558888,559999,569000,575000,569000,579000,589000
"Riverside","CA","Riverside","06","065",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299980,299900,305000,309990,315000,315000,312000,309900,310000,309900,304990,3e+05,305995,310000,324900,325000,328000,329000,329000,325000,324900,325000,329000,334945,338990,339900,340000,342000,349000,348000,345000,345000,339900,339900,340000,349000,349900,350000,358000,359900,359000,359000,359165,359900,359000,359000,360000,367000,369900,375000,375000,379000
"San Bernardino","CA","Riverside","06","071",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,219000,218000,219894,224900,227000,232450,240000,246500,245000,247300,245000,240000,239900,245000,245000,249500,249900,254900,259900,259900,260000,260000,261499.5,260450,260000,260000,260500,265000,269000,275000,279900,285000,280000,279900,279000,279500,279000,275000,279900,287000,290000,294900,294500,295995,297500,299000,299000,299000,290000,289900,290000,299900
