"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569000,570000,549500,562950,564900,595000,599950,610000,619999,624899,625000,610000,599888,575000,595000,619000,630000,649000,679950,688000,685000,688400,675990,679000,675000,675000,685000,695000,699888,699900,709900,719000,724900,715000,719000,718999,699999.5,699750,7e+05,699988,729648,749000,749900,749000,740000,736500,735000,729900,729000,710000,719000,735000,748000
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,309900,304950,299000,310000,329945,347000,359000,359900,350000,349900,339900,339000,329000,319000,299500,323750,340000,349000,354500,358950,349990,349900,349900,349900,349000,335000,329000,341000,369000,379900,389900,386950,379900,369900,368900,359900,349900,335999,339900,369000,379900,395000,399900,399900,399000,384900,379000,379000,374000,359900,365000,389900,399900
"Harris","TX","Houston","48","201",3,174000,178037,179900,180000,180400,180492.5,179500,179900,189000,188900,189000,184900,181900,182593.5,183085,183500,185000,187892.5,186000,182591,174900,174500,171950,174250,174900,175000,178000,179900,181740,184900,183652,183925,183297,181049,190990,195990,197950,208990,214900,216990,218200,222000,219999.5,219000,220000,227500,224900,225877,229093.5,237055.5,238990,246910,249900,249900,250000,257000,263587,262995,269900,275000,284990,290000,295000,299900,292403,286495,290500,295000,294990,299000,297900,3e+05,304032,295000,299900,299900,298990,297990,296000,294900,292995,289500,285000,285000,287992.5,289990,294950,298990,298990,295995,291117.5,292990,295000,296990,297915,299900,3e+05,304997.5,301990
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314950,329900,329990,340990,329869,335990,340990,339990,332990,334990,331490,333695,325000,324673.5,334990,337990,349995,359900,353512.5,350745,349900,356555,352990,359990,361417,358000,358200,397490,376132,382990,395000,398990,405695,386240,389800,389990,389900,379990,376995,380495,388026,396673,399225,390990,397920.5,393745,395490,406490,394990,389638,399900,400990,399900
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,580000,584381,599000,599999.5,625000,629000,639700,643250,639900,639000,635000,629000,624000,624900,639700,650000,679000,699000,669900,699000,699000,706500,699900,699000,716700,710000,719000,724950,729000,729000,725000,725000,715000,710000,699900,699000,699999,724900,725000,749000,750000,759900,749999,749000,749000,748000,749900,750000,769000,769000,769000,769000
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000,779999.5,779990,789000,798500,799900,802000,825000,819900,804778,799999.5,799900,799900,799000,799900,815000,839000,839000,849000,849000,849000,849900,850000,850000,849000,859000,859000,869000,875000,884900,879000,889000,883246,888000,884995,885000,889000,899000,909995,912450,925000,929900,933715,929400,930000,939900,949000,939994.5,949000,948900,949000,958745,969000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,349900,347704,340000,325000,330000,340000,345000,345000,341990,350000,351000,360000,375000,373000,381995,385000,389000,370990,375000,392470,395000,399000,399000,399990,403495,429000,444900,440000,449900,449000,444900,449000,449000,450000,459900,459950,465000,468895,468400,475000,479000,489000,497000,498995,485000,495000,489000,485000,485000,489000,492749,490000
"Dallas","TX","Dallas-Fort Worth","48","113",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224900,215000,219500,239900,248000,250000,257000,249900,249900,253000,249900,249000,255000,249900,255000,269900,283990,290888,280000,289000,299000,299000,299970,295990,299945,298995,325000,347245,350000,347000,339000,329000,319000,325000,340000,346999,345000,333110,343030,365864,374900,381081.5,374990,374990,369591.5,375000,375000,365115,365618.5,362000,369900,389000,408000,419900,415000,399500,389000,395000,395994.5,389945,378990,385000,395000,410000
"Queens","NY","New York","36","081",9,529000,525000,529000,534275,529000,528000,519000,520000,525000,499999,499000,495500,498000,498000,499000,498000,499000,490000,469000,449750,429000,429900,429000,420000,419000,410000,425000,405000,419000,419000,409000,415000,409000,409000,415000,415000,417499.5,432499.5,439000,420000,419000,415000,409000,409888,420000,420000,420000,420000,429000,437000,429990,442500,449000,459000,459495,469900,469000,499000,479000,469999,499000,479999,489000,479999,489000,469999,469000,470000,479999,509000,499999,499999,513000,517499.5,522500,529000,519000,524000,529000,529000,535000,535000,529000,520000,525000,529000,530000,542500,599000,604500,645000,659000,669000,689999.5,692999.5,675000,699450,699000,672000
"Riverside","CA","Riverside","06","065",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369942.5,370000,369900,370000,374900,379900,384900,385000,375000,377000,371487.5,374802,370000,370450,375000,389000,390000,392500,399000,399900,399000,399000,399000,399900,402990,405000,409740,414000,415000,418994.5,419000,419000,419000,410000,409900,411800,419000,419990,429000,429000,434700,435000,439999,439900,439875,435000,437590,439603,444900,449900,449970,450000,449970
"San Bernardino","CA","Riverside","06","071",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e+05,307000,308900,315000,328000,339900,348000,349949.5,354900,350000,350000,349650,349000,339000,350000,350000,350000,359000,368000,375000,379900,375000,377000,375000,375900,379000,375000,375000,379994.5,385000,387000,395000,398900,394000,390000,389894,389000,385000,385000,389000,390000,396000,399000,399000,399250,399000,399900,399900,399000,399000,399000,402990,410000
