"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-03-31,"21146","MD","Baltimore","Anne Arundel","Severna Park",4512,2470,0.00284206252537556,0.00775193798449612,0.00243506493506494,10169
2018-03-31,"35023","AL","Birmingham","Jefferson","Hueytown",4513,917,0.00109170305676856,0.00218579234972678,0.0338218714768884,9585
2018-03-31,"28147","NC","Charlotte","Rowan","Salisbury",4514,1120,-0.0419161676646707,-0.0766694146743611,0.0676835081029552,5033
2018-03-31,"96007","CA","Redding","Shasta","Anderson",4515,1248,0.000801924619085806,0.00483091787439614,0.0684931506849315,5085
2018-03-31,"70510","LA","Lafayette","Vermilion","Abbeville",4516,1130,-0.00264783759929391,0.00892857142857143,0.0949612403100775,6734
2018-03-31,"34224","FL","North Port-Sarasota-Bradenton","Sarasota","Englewood",4517,1937,-0.00971370143149284,0.0308674827035657,0.0303191489361702,6949
2018-03-31,"07719","NJ","New York","Monmouth","Wall",4518,2368,0.00637484062898428,0.015002143163309,0.0102389078498294,8755
2018-03-31,"45406","OH","Dayton","Montgomery","Dayton",4519,723,0.00277392510402219,0.0111888111888112,0.0343347639484979,7812
2018-03-31,"04101","ME","Portland","Cumberland","Portland",4520,1942,0.00258131130614352,-0.00256805341551104,0.0237216657880865,2451
2018-03-31,"60642","IL","Chicago","Cook","Chicago",4521,2262,-0.00396301188903567,-0.00702370500438982,-0.00571428571428571,3791
2018-03-31,"20121","VA","Washington","Fairfax","Centreville",4522,2013,0.00199104031856645,-0.00198314328210213,0.0115577889447236,8243
2018-03-31,"32177","FL","Palatka","Putnam","Palatka",4523,927,0.0164473684210526,0.0198019801980198,0.00107991360691145,6892
2018-03-31,"76226","TX","Dallas-Fort Worth","Denton","Lantana",4524,2561,0.00352664576802508,0,0.00866482867270579,6272
2018-03-31,"43215","OH","Columbus","Franklin","Columbus",4525,1448,0.00207612456747405,0.00625434329395414,0.0269503546099291,5657
2018-03-31,"55411","MN","Minneapolis-St Paul","Hennepin","Minneapolis",4526,1387,0.00434467776973208,0.0153733528550512,0.053951367781155,5769
2018-03-31,"89084","NV","Las Vegas","Clark","North Las Vegas",4527,1399,0.00214899713467049,0.00647482014388489,0.0370644922164566,8951
2018-03-31,"28083","NC","Charlotte","Cabarrus","Kannapolis",4528,901,-0.00221483942414175,-0.0142231947483589,-0.00551876379690949,9576
2018-03-31,"12208","NY","Albany","Albany","Albany",4529,1746,0.0110017371163868,0.0306965761511216,0.0659340659340659,4293
2018-03-31,"74112","OK","Tulsa","Tulsa","Tulsa",4530,893,-0.00111856823266219,0,-0.0154355016538037,8163
2018-03-31,"78332","TX","Alice","Jim Wells","Alice",4531,1055,-0.00471698113207547,0.00380589914367269,-0.00752587017873942,4745
2018-03-31,"15136","PA","Pittsburgh","Allegheny","Stowe",4532,1026,0.0108374384236453,0.0148367952522255,0.00588235294117647,8182
2018-03-31,"92706","CA","Los Angeles-Long Beach-Anaheim","Orange","Santa Ana",4533,2849,0.00352236703064459,0.00706963591375044,0.038265306122449,5968
2018-03-31,"75041","TX","Dallas-Fort Worth","Dallas","Garland",4534,1377,0.00218340611353712,0.00953079178885631,0.0551724137931035,7571
2018-03-31,"53150","WI","Milwaukee","Waukesha","Muskego",4535,1739,0.00230547550432277,-0.0241301907968575,-0.075,8429
2018-03-31,"77022","TX","Houston","Harris","Houston",4536,1263,0.00397456279809221,0.00557324840764331,0.024330900243309,6484
2018-03-31,"77023","TX","Houston","Harris","Houston",4537,1396,0.00143472022955524,0.000716845878136201,0.0379182156133829,5437
2018-03-31,"92583","CA","Riverside","Riverside","San Jacinto",4538,1482,0.00135135135135135,-0.00403225806451613,0.0414617006324666,6816
2018-03-31,"48503","MI","Flint","Genesee","Flint",4539,630,-0.00316455696202532,-0.00943396226415094,0.0161290322580645,9705
2018-03-31,"01824","MA","Boston","Middlesex","Chelmsford",4540,2475,0.00691619202603743,0.0244205298013245,0.0728218465539662,8737
2018-03-31,"85756","AZ","Tucson","Pima","Tucson",4541,1105,0.000905797101449275,0.00181323662737987,0.0533841754051478,6864
2018-03-31,"46725","IN","Fort Wayne","Whitley","Columbia City",4542,1151,0.00611888111888112,0.0185840707964602,0.0473157415832575,8001
2018-03-31,"56201","MN","Willmar","Kandiyohi","Willmar",4543,1208,0.00165837479270315,-0.00494233937397035,0.0159798149705635,5837
2018-03-31,"67502","KS","Hutchinson","Reno","Hutchinson",4544,1035,-0.0198863636363636,-0.00480769230769231,0.00680933852140078,7951
2018-03-31,"31401","GA","Savannah","Chatham","Savannah",4545,1432,-0.00209059233449477,-0.00762300762300762,0.0339350180505415,4450
2018-03-31,"30028","GA","Atlanta","Forsyth","Cumming",4546,1531,-0.00130463144161774,-0.00325520833333333,0.0013080444735121,6454
2018-03-31,"61244","IL","Davenport","Rock Island","East Moline",4547,871,0.00345622119815668,0.0104408352668213,0.027122641509434,8117
2018-03-31,"97116","OR","Portland","Washington","Forest Grove",4548,1751,0.00401376146788991,0.0133101851851852,0.0281855549031122,5650
2018-03-31,"32832","FL","Orlando","Orange","Orlando",4549,1858,0.0114316820903647,0.0403135498320269,0.0532879818594104,5985
2018-03-31,"43607","OH","Toledo","Lucas","Toledo",4550,723,-0.00138121546961326,-0.0149863760217984,-0.00275862068965517,8294
