"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"87108","Albuquerque","NM","Albuquerque","Bernalillo",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795,0.803341902313625,0.823888888888889,0.9375,0.883333333333333,0.86875,0.892857142857143,0.8625,0.846875,0.9,0.889976958525346,0.925925925925926,0.856516110471807
"70115","New Orleans","LA","New Orleans","Orleans",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34938001458789,1.4,1.45214922952149,1.58823529411765,1.70380078636959,1.72222222222222,1.65190295080271,1.625,1.496875,1.47597254004577,1.47017543859649,1.44602272727273,1.44602272727273,1.5,1.5
"98105","Seattle","WA","Seattle","King",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16666666666667,2.2563170525127,2.37227272727273,2.55555555555556,2.39221556886228,2.40588235294118,2.33333333333333,2.39,2.38636363636364,2.3355614973262,2.35454545454545,2.28571428571429,2.30546218487395,2.45614035087719
"11106","New York","NY","New York","New York",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666666667,2.77777777777778,2.88235294117647,2.77777777777778,2.78125,2.9,2.93522267206478,2.82352941176471,2.82142857142857,2.8,2.86486486486486,2.91666666666667,3.04545454545455,2.88321678321678,2.74764032815199,2.82051282051282,2.71428571428571,2.87979057591623,2.91666666666667,2.76923076923077
"10022","New York","NY","New York","New York",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6195652173913,4.66045374431826,4.59,4.56309523809524,4.75482912332838,4.74175824175824,4.6,4.61803713527851,4.54545454545455,4.56309523809524,4.6953781512605,4.67741935483871,4.75,4.77605321507761,4.66666666666667,4.83333333333333,4.86486486486486,4.875,4.8,4.8328173374613,4.91666666666667,4.86842105263158,4.77605321507761,4.66100201950758,4.72727272727273,4.67080594107621,4.69121140142518,4.54545454545455,4.94836219775356,4.56190476190476,4.65674971617661,4.56428571428571,4.66885964912281,4.63157894736842,4.66666666666667,4.73684210526316,4.91111111111111,4.625,4.62284482758621,4.58576998050682,4.58114035087719,4.56428571428571,4.56190476190476,4.5,4.62068965517241
"11222","New York","NY","New York","Kings",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18181818181818,3.16228070175439,3.11111111111111,3.27181818181818,3.05882352941176,3.1618045112782,3.33333333333333,3.4438877755511,3.39285714285714,3.4,3.41741071428571,3.36595394736842,3.3497868453106,3.28571428571429,3.23477822580645,3.2,3.208,3.06391666666667,3.13333333333333,3.09384164222874,3.21769841269841
"02124","Boston","MA","Boston","Suffolk",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10526315789474,2.05555555555556,1.79166666666667,1.7,1.6,1.6,1.68181818181818,1.59090909090909,1.75,1.63265306122449,1.53846153846154,1.55923076923077
"23220","Richmond","VA","Richmond","Richmond City",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22275532393521,1.25053455473098,1.2847965738758,1.30612244897959,1.33333333333333,1.33181126331811,1.15833333333333,1.2875,1.3325,1.244375,1.24860524256651,1.30769230769231,1.30769230769231
"55408","Minneapolis","MN","Minneapolis-St Paul","Hennepin",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63767923526288,1.54320987654321,1.5528549382716,1.72637438152831,1.85202086049544,1.59091987792549,1.53333333333333,1.54502814258912,1.47826086956522,1.58333333333333,1.68783783783784,1.53692307692308,1.49583333333333,1.52099567099567
"98277","Oak Harbor","WA","Oak Harbor","Island",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20192307692308,1.19936122940196,1.18052098150782,1.19375,1.21323529411765,1.2,1.16666666666667,1.23684210526316,1.25,1.22666666666667,1.17857142857143,1.17647058823529,1.21240601503759
