"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"10025","New York","NY","New York","New York",1,,,,,,,,,,,,,,,919000,925000,940000,935000,925000,925000,890000,842000,899000,849000,895000,895000,895000,925000,925000,895000,925000,912000,950000,975000,1150000,1090000,949000,899000,897000,879000,875000,895000,942500,962500,1030000,1025000,924500,899000,899000,949000,895000,892500,995000,990000,1085000,1150000,1147000,1147000,1150000,1195000,1195000,1195000,1180000,1285000,1350000,1335000,1362500,1375000,1400000,1445000,1420000,1485000,1490000,1549000,1425000,1450000,1425000,1437500,1475000,1462500,1485000,1395000,1375000,1337500,1300000,1337500,1425000,1375000,1299944,1299888,1395000,1297500,1200000,1295000,1395000,1395000,1395000,1375000,1325000
"60657","Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382000,399900,399900,423950,415000,375000,425000,430000,439500,439000,475000,462500,439900,477000,4e+05,4e+05,425000,417250,422250,449900,399950,398950,374900,405000,419950,460000,449000,4e+05,349900,399450,399999,419000,425000,479000,5e+05,5e+05,534900,5e+05,499450,435000,475000,454250,479000,499950,499900,499900,492449.5,475000,475000,499900,5e+05,479500,425000
"10023","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,2755000,2750000,2755000,2735000,2705000,2695000,2682500,2705000,2735000,2692500,2677500,2705000,2730000,2750000,2735000,2695000,2750000,2800000,2750000,2670000,2712500
"75070","McKinney","TX","Dallas-Fort Worth","Collin",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,267000,268317.5,269250,269000,272000,275000,275000,275000,271995,263905,260000,263905
"60614","Chicago","IL","Chicago","Cook",5,375000,389900,389900,399000,399900,399900,399000,399000,389950,385000,361950,359000,359000,350000,345000,350000,350000,359000,362450,377250,380000,398500,382400,399900,399900,419000,420000,422250,399000,377450,357000,355000,384900,344450,404500,415000,425000,444500,449000,460000,450000,450000,469000,449000,495000,445000,440000,490000,492500,450000,495000,474900,474900,455000,429999,470000,497000,475000,462500,495000,542450,549900,540000,549500,512444.5,499500,499500,499950,574950,599000,599000,599000,597000,599450,547500,541999.5,560000,550000,575000,582000,575000,599450,612500,625000,649000,649900,644500,585000,574900,599000,649500,599000,599000,636250,636250,636250,636250,599000,515000
"10002","New York","NY","New York","New York",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225000,2150000,2045000,2105000,1900000,2150000,2150000,2225000,2255000,2267500,2500000,2487000,2382000,2366000,2371000,2366000,2366000,2392000,2450000,2500000,2521000,2518500,2497000,2458000
"60640","Chicago","IL","Chicago","Cook",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289500,299900,269500,299900,299900,294950,324900,292000,295000,272000,279000,265000,285500
"94109","San Francisco","CA","San Francisco","San Francisco",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222000,1169500,1365000,1348000,1283000,1249000,1200000,1322500,1399000,1399000,1405000,1452000,1425000,1399000,1470000,1399000,1399000,1382000,1350000,1350000,1387000,1475500,1532825,1507500,1495500
"32162","The Villages","FL","The Villages","Sumter",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205950,222500,209900,214900,214900,219900,206950,206950,199000,199000,209900,198900,204900,199900,194500,199000,209900,204900,209500,195000,192900,199000,199900,198450,197700,202400,202400,211950,209450,204900,214900,205950,209000,219000,207000,213750,229900,239450,244450,249750
"11375","New York","NY","New York","Queens",10,349000,349000,349000,339900,339900,339000,329000,329000,329000,339000,329000,339000,339000,339000,339000,339000,329694,339000,339000,329000,329000,328000,319000,309000,299495,299000,299000,327000,319000,328000,319888,325000,325000,319000,305000,299000,299000,305000,299000,299000,309000,318000,322000,325000,299950,304925,319999,317000,309000,309000,315000,325000,329000,329000,339000,339000,369000,359000,369000,359000,389443.5,399000,390000,369000,365000,389000,389000,389000,395000,402000,424999,424999,420000,424999,424999,425000,429000,438000,425000,425000,429000,449000,445000,449000,448500,449998,449999,450000,468500,467000,479000,479000,479000,467000,479000,475000,475000,505000,528500
"11235","New York","NY","New York","Kings",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,575000,587500,549000,575000,620000,620000,620000,620000,616950,603000,599000,603000,603000,615000,610000,603000,599000,588000,575000,549000,564499.5,569000,564500,629900
"37013","Nashville","TN","Nashville","Davidson",12,99990,105790,99900,99950,98000,99500,1e+05,104950,105000,104940,102700,100949.5,93990,96000,97000,93200,93400,94900,89900,89900,88495,89900,88000,84900,83900,83900,83250,84550,84900,82250,83990,83200,84900,84900,84948,89500,88000,89900,89900,89900,95000,89900,98000,102400,109950,107000,109900,99900,103749.5,99974.5,109000,96000,94900,106000,112000,119900,119900,119500,115445,115990,114450,118400,119900,119900,118500,115999.5,114949.5,109900,119900,119950,115420.5,114500,114500,114500,120000,123400,122900,122900,127999.5,133500,142990,145000,146990,145995,147900,139900,139530,149900,159900,149900,149900,149900,150000,158450,164950,164900,164900,165000,164445
"60647","Chicago","IL","Chicago","Cook",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324500,319500,326950,324900,319900,350000,349000,349000,339900,342499.5,333250,319750,339900,319450,330000,349900,379000,350000,349950,344000,349000,379000,399000,376750,376950,384450,389000,399000,4e+05,399000,389900,377000,393250,393250,399000,419000,455000,449000,419000,419000,399900,399000,399000,405000,417499.5,399000,381750,404949.5,392000,387000,4e+05,424900,4e+05
"37211","Nashville","TN","Nashville","Davidson",14,99900,96750,112000,113900,1e+05,104500,104615,102000,106500,109000,108500,102450,99900,107000,107000,107000,107000,107000,107000,107000,104000,89900,99900,99500,99900,99900,104000,104000,103200,103200,103200,103200,95200,95300,95300,109250,109000,111200,113900,114900,118950,117450,116900,119900,117000,117250,114900,110000,114900,119900,123000,122750,125000,132700,134900,139900,142900,138400,139900,139900,139900,129900,139900,149925,141200,139900,144900,147200,140200,149600,142450,136200,142450,156900,149000,160000,159900,162000,179999,174923.5,172400,172400,179949.5,179999,189981,185000,185000,189900,198000,198000,205000,219000,214900,223400,214950,224900,224900,217450,214900
"10009","New York","NY","New York","New York",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975000,1950000,1825000,1875000,1975000,2162000,1999000,2175000,2087500,2175000,2195000,2195000,2197500
"10011","New York","NY","New York","New York",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400000,3362495,3117495,2995000,2975000,2986500,2998000,2881944,2850000,2889439,2844990,2774990,2750000,2724995,2749990,2550000,2775000,2569995,2500000,2475000,2475000,2700000
"10128","New York","NY","New York","New York",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895000,1694500,1695000,1650000,1670000,1575000,1555000,1560000,1600000,1725000,1725000,1689000,1700000,1804010,1875000,1875000,2067500,2137500,2150000,2107500,2192500,2195000,2265000,2190000,2245000,2245000,2197500,2192500,2207500,2250000,2227500,2250000,2297500,2395000,2395000,2458500,2485000,2490000,2252500,2280000
"28269","Charlotte","NC","Charlotte","Mecklenburg",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102695,103950,104900,102400,107500,103040,104750,108357.5,108215,102672,104500,1e+05,1e+05,1e+05,99900,105000,104950,108900,105500,105000,106950,104000,109500,1e+05,101000,102500,104450,104950,109900,109925,110950,118950,117900,110000,106000,106000,105000,105000,117050,122500,123000,118500,125000,118000,115000,123000,127250,122500,120000,126000,122500,125000,126000,125500,130000,133900,134950,130000,134900,138250,139250,139500,140750,145000
"78572","Mission","TX","McAllen","Hidalgo",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000,95850,94900,89000,89000,78900,79450,85000,94950,90500,90500,94000,98950,104900,99900,99900,85000,79900,79900,87900,85000,94700,89948.5,87450,82498.5,85000,87400,85000,79450
"94565","Pittsburg","CA","San Francisco","Contra Costa",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e+05,214950,213725,225000,235000,209000,230000,209500,209500,235000,240000,250000,250000,250000,266944,258800,250000,259950,244975,245000,275000,289000,290000,290000,290000,276950,299949.5,294500,299000,299000,299000,299900,302450,307450,319900,311373
"20002","Washington","DC","Washington","District of Columbia",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374000,399000,427400,479000,469500,424900,429900,426450,399900,433500,359900,367400,409450,442000,449250,492700,459900,449000,477450,495000,465000,469900,439000,439000,449900,449000,460000,469450,454999.5,475000,494900,479750,489650,479900,479900,509000,522175,522175,505000,494950,499900,499000,503675,530000,539000,512350,475000,449900,499950,5e+05,542000,549000,549900,549900,575000,574900,564900,565000,563900,572400,575000
"90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995000,887000,899000,899000,1003880,984400,1054000,949000,1049000,999000,999500,998000,975000,995000,999499.5,999999.5,1043500,1097000,1149000,1137000,1099000,1086500,999000,1175000,1074000,1099000
"20009","Washington","DC","Washington","District of Columbia",23,499900,529900,550000,549000,549000,549900,549000,539000,539000,539900,535000,530000,507500,525000,525000,515000,525000,529000,499000,549000,519900,519000,519450,529000,518000,511450,524950,539875,539000,529000,549000,549900,549950,569900,569900,544900,559900,519000,522450,574900,597000,594900,575000,575000,569450,599000,624700,599000,567000,619000,599000,649900,609900,599900,609000,619000,639450,599900,639450,639900,599900,595000,619500,599900,649250,619000,625000,621950,609500,627000,599900,610000,615000,629950,625000,619900,624900,629900,627000,634995,656950,632000,625000,599000,599900,624900,649499.5,649450,649900,689000,699000,639000,689900,699950,699250,673850,699250,699250,699250
"10003","New York","NY","New York","New York",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200000,3314750,3299500,3299500,3337500,3330000,3250000,3274750,3274750,3250000,3175000,3150000,3050000,3050000,3100000,3025000,3025000,3e+06,2999999
"63376","Saint Peters","MO","St. Louis","Saint Charles",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146900,169500,169500,163200,144450,152400,152400,156200,154900,152400,149950,134950,139900,144900,120000,119900,129900,123750,118750,119700,119900,120000,119900,109950,112450,1e+05,1e+05,107495,110900,111900,104950,109000,105000,108400,110650,111450,114200,110000,114900,105000,110000,113950,119900,117500,117000,119000,118500,117900,120000,113950,123500,125000,125000,127000,133217.5,136900,124950,118950,120000,119900,122000,124900,120000,125000
"10463","New York","NY","New York","Bronx",26,315000,322500,325000,325000,325000,312500,309000,315000,309000,305000,3e+05,299999,299000,297000,299000,292000,298000,299900,289500,282500,287000,286450,295000,299000,3e+05,337000,339000,315000,314900,302000,298750,308000,299000,297000,299000,285000,285000,279000,280000,279950,274900,269000,275000,289500,295000,299000,289000,299000,299000,279000,275000,289000,299000,299000,299000,291250,285000,285000,285000,285000,274950,285000,292500,285000,285000,289450,285000,285000,279999,279000,280000,285000,294500,293250,299900,299999.5,339000,349000,339000,329000,329000,319900,309000,299900,299900,305000,307000,309750,309500,310000,324950,327000,322000,322000,319000,319000,316500,319000,299000
"60629","Chicago","IL","Chicago","Cook",27,99900,104950,115000,123900,127500,110000,110000,99900,99950,111000,109900,103700,96000,79950,89000,88888,88750,88450,83700,85000,90450,89900,91000,95450,99450,99000,95000,97500,89000,97400,94500,90000,89900,87200,89000,89450,86100,89900,89000,89000,99000,104900,117900,117500,119400,119500,109900,110000,109900,114449.5,119450,118700,115950,114900,120000,117950,129900,129900,124900,119900,129450,129900,130000,132900,134900,139900,139900,134900,139000,134900,139900,130000,126500,124500,129350,129100,139900,143900,139900,139900,144900,145900,145900,149900,149900,160591,173700,164950,169700,164000,162000,159000,159000,161739,161400,159450,145875,168700,160000
"75034","Frisco","TX","Dallas-Fort Worth","Collin",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334900,319900,322990,334134,337539,325935,325990,320000,333647.5,331445,332990,332990,355000,344275,340000,337995,335990,338990,338990,327500,315245,319500,327500,315999.5,327500,327500
"28277","Charlotte","NC","Charlotte","Mecklenburg",29,144900,145000,138450,134900,134000,134000,139900,132900,135000,130995,129900,125000,125000,124400,135000,134950,134787.5,139000,137900,138400,133900,129900,125000,134950,134781.5,137000,137000,135515.5,133900,134900,136640,136640,133400,134950,136270,135900,140416,138780,136735,141255,137500,147400,139900,149500,142475,143650,135000,135000,134950,133900,137450,140450,145000,144900,149000,154950,152450,151000,149900,148900,148900,144900,154500,165000,159000,159000,165000,169500,163000,151500,135000,154500,152500,174000,167400,174700,171650,179950,179995,171700,169900,163700,165000,168900,189900,186450,169900,169900,184900,185000,183950,189000,189900,171450,169900,185000,194900,195000,189950
"10024","New York","NY","New York","New York",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592500,1590000,1695000,1750000,1710000,1850000,1999000,2285000,2297500,2300000,2300000,1995000,1985000,1975000,1800000,1837500,1862500,1900000,1925000,1897500,1835000,1795000,1875000,1850000,1750000,1772500,1800000,1887500,1950000
"07030","Hoboken","NJ","New York","Hudson",31,525000,520000,519000,510000,512750,514999.5,505500,497500,499168,499900,499888,499000,5e+05,499700,499000,499000,499000,499000,489900,494000,485000,489000,499000,5e+05,499900,516500,540000,549450,526000,539950,525000,538497.5,539500,537250,549000,549000,569000,575000,596750,569900,569900,579489,583500,589000,589000,590000,599000,597000,587000,599900,599000,6e+05,607500,599900,619499.5,599950,625000,627000,669000,681950,699995,692500,689500,689500,699997.5,7e+05,699000,675000,699000,699000,7e+05,742000,749000,749900,742000,7e+05,739000,769499.5,750000,789000,759500,764000,825000,812500,849000,810000,825000,849000,849000,839250,8e+05,8e+05,819000,816500,849450,825000,8e+05,835000,799900
"33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale","Miami-Dade",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,414000,369000,369000,372500,369000,388909,398409,384500,387500,395000,399000,395000,434500,449000,428375,394500,4e+05,399500,399000,399000,448450,429900,429999.5,4e+05,399900,399000,413499.5,447000,446000,450000,439999,442449.5,449450,5e+05,505900,499000,549000,549000,564950,560000,559000,595000,585000,549900,587000,562450,589750,585000,585000,579000,585000,590000,562450,571000,549000,559000,565000,550000,559450,575000
"23464","Virginia Beach","VA","Virginia Beach","Virginia Beach City",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,137500,137500,138250,139900,144900,149950,149900,141750,141250,137500,128000,140000,136000,147450,145950,145000,137000,136000,135000,142000,142000,125000,133988,139000,139000,137900,142000,144500,145000,140000,141000,145000,147900,145000,144900,147700,144900,140000
"94501","Alameda","CA","San Francisco","Alameda",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000,750000,725000,702000,739000,749500,750000,754500,749944,729000,729000,749000,795000
"30096","Duluth","GA","Atlanta","Gwinnett",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124900,126900,127900,125000,125000,122900,121450,124900,119900,121000,129000,127900,126450,129900,131950,137500,135000,135000,135000,137500,139250,139900,135000,127000,135000,132500,133950,135000,135000,139950,143000,144000,143000,143000,150000,150000
"78704","Austin","TX","Austin","Travis",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419000,430000,389000,439000,445900,439000,424950,432000,419900,432450,420000,430000,430000,439375,439000,427450,449000,449000,449000,449000,505000,549950,539900,514950,505000,492400,517400,533500,525000,525000,517450,522450,502500,505000,505000
"98052","Redmond","WA","Seattle","King",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237000,259950,285000,274500,267500,299250,297000,299749.5,267475,274950,299950,311247.5,329950,361944,348000,339469,337994,329000,338500,329000,309975,299749.5,279000,299999,314950,299999,297444,320000,349000,328800,319925,317450,324900,332500,332450,332450,339950,339975,375000,399800,422475,408888,4e+05,396750,385500,384950,385000,382500,355000,392475
"08701","Lakewood","NJ","New York","Ocean",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93450,93250,95000,92500,99900,99900,99999.5,102000,110000,1e+05,109900,110000,110000,115000,114900,112900,111000,113500,112000,129900,129000,129950,131925,129950,129900,134900,129900,129900,129000,128500,129000
"60619","Chicago","IL","Chicago","Cook",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64950,60450,67800,68600,68600,67725.5,69601.5,73140,79950,83000,72970,72500,65000,65000,65000,70000,65999,65998,70000
"60610","Chicago","IL","Chicago","Cook",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,452900,465450,465450,467400,465900,469500,5e+05,524450,549000,539200,540900,525000,485000,519000,499500,519000,529000,550000,547450,515000,544000,550000,550000,607000,550000,599000,599000,599000,654900,635000,599000,499500
"44107","Lakewood","OH","Cleveland","Cuyahoga",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124950,129000,126950,135000,137400,125000,125000,120000,124900,119900,126950,139400,138950,139900,139900,138750,139900,139900,139900,129900
"33025","Miramar","FL","Miami-Fort Lauderdale","Broward",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119450,117900,116900,114900,110000,110000,117400,120000,121250,114900,115000,118000,127999,125000,125000,122550,114900,117300,125500,125000,121000,122550,116000,127500,137900,132400,139900,124900,130000,139786,139643,139900,143700,158000,150000,149700,148732,146866,159250,157750,155900,159929.5,169000,160000,159900,160000,162450,154900,149900,156900,145000,159900,145000
"33411","Royal Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,126000,114995,134950,124900,122900,129900,140000,129900,127000,129900,129900,131900,129900,129900,129900,129900,129950,135250
"33139","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",44,595000,579000,559000,575000,565000,549941.5,525000,549000,549000,549000,549900,547000,526500,569000,569000,549900,550000,550000,542500,549900,559000,551500,575000,579000,550000,575000,599000,599000,596000,599000,575000,592500,570000,559000,619950,599000,625000,599000,599000,625000,634975,649000,664450,669000,699000,699000,695000,679900,680000,697000,639000,649000,690000,695000,675000,675000,732500,699000,725000,725000,750000,725000,699000,695000,699750,7e+05,749000,749000,750000,739000,795000,789000,797000,795000,747000,795000,789000,789500,759000,765000,810000,8e+05,8e+05,795000,795000,799900,799000,799000,795000,804450,799000,787475,795000,799000,795000,799000,795000,795000,795000
"90044","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227500,217500,229900,249900,250000,250450,250900,250000,257000,275000,279900,269000,274900,270000,279495,289000,284999.5,3e+05,3e+05,285000,285000,289900,289000,285000,285000,289000,295000,285000,294000,305000,319900,330000,339900,330000,318000,319900,328743,325000,328871.5,330000,347500,353999.5,362750,365500,369950,369950,379400,373950,379900,385000,404950,397000,410000
"23462","Virginia Beach","VA","Virginia Beach","Virginia Beach City",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,139900,139900,144450,135400,140500,134900,139450,139000,136250,139000,139900,139000,139900,153249.5,149900,139950,144500,144500,144900,141000,140000,139950,135000,129900,139950,159250,170000,159000,150000,154000,156500,156250,158950,154450,154900,148450,149900,154900,153900,149900,149900,153000,155950,158500,162000,164900,149000,148000,148000,147500,152500,169250,169000,168450,166450,167000,152250,154500,160750,159500,155000,158000,159900
"90805","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000,285000,298000,299999,299950,290000,289000,287250,290000,290000,302450,299900,299950,299000,299000,309900,319000,319000,319900,327000,317000,305000,329000,325000,322000,326995,327000,349000,352500,359900,350000,359950,350000,349999,360000,370000,369970,379000,375000,359000,365000,379000,392250,399450,4e+05,409999.5,408000,399900,4e+05,414000,415000,422474.5,429000,425000
"90650","Norwalk","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,285000,295000,282444,294000,299450,315000,329000,325000,310000,293950,319500,305000,293400,309500,338250,348200,339000,345900,329950,345900,330000,339900,339000,336450,359000,359000,359900,345000,359900,360000,355000,355000,369000,372495,389900,389949.5,392500,387499.5,410000,399000,385000,4e+05,402500,407000,4e+05,399000,409450,409900,395000,388880,399950,419450
"60617","Chicago","IL","Chicago","Cook",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64900,64950,69900,69900,72500,69999.5,69450,65000,65000,65000,70000,80927,80450,79890,74950,79445,75000,74900,72500,64933.5,64900,70000,72000,71000
"11215","New York","NY","New York","Kings",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000,1315000,1350000,1350000,1332500,1315000,1290000,1292000,1295000,1307000,1250000,1100000,1150000,1200000,1205000,1195000,1195000,1200000
"90026","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562500,639450,639000,639000,637000,588500,669800,673500,699450,673500,644000,672500,672500,677990,678495,682750,695000,699000,699000,689000,699000,702402.5,712525,694500,699000,690000,679500,694500,699000,699000,759000,784000,739000,749450,759000,749000,769000,784000,799900,775000,788500,849950,850000,829250,825000,829000,894500,875000,880000,829000
"06010","Bristol","CT","Hartford","Hartford",52,139900,147500,146000,142900,139900,139900,141250,149900,139990,145000,144950,144900,145000,146900,139900,144900,144900,142900,139900,135000,135000,129900,130000,129900,125000,129900,128200,128800,129900,129999,129999,133000,129950,125900,129900,133200,129900,126750,127700,125000,125000,127000,129900,129900,129900,128450,124900,124900,123900,124900,124900,124900,129900,132200,132200,129900,129900,127000,125000,124900,124900,121900,120950,124900,124400,124900,120000,120000,124900,122900,119990,114900,117900,118950,119900,119900,124000,125000,125000,124800,124950,124500,120000,120000,116900,118900,119950,119900,125000,127450,129000,119900,120000,134900,129900,129900,125000,120900,119900
"11211","New York","NY","New York","Kings",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000,1199000,1225000,1292200,1380500,1370875,1380500,1391600,1366750,1391600,1386000,1350000,1350000,1361780,1350000,1350000,1375000,1375000,1295000,1290000,1275000,1262500,1284500,1295000,1409300,1475000,1475000,1450000,1395000,1292500,1319500,1344500,1349500,1257500,1310000,1350000,1357500,1250000
"43055","Newark","OH","Columbus","Licking",54,78450,76000,74000,73250,69900,69700,69900,74900,75450,69900,69800,69900,73750,69900,67000,64900,68900,69900,67950,69000,67250,64950,67900,65000,64900,65000,69835,69900,73000,74900,74400,74400,74900,69700,75000,73950,76900,75950,76700,79900,79900,79500,75700,73900,70000,71574,73950,74900,74835,74900,74835,71450,72900,77550,74900,73450,73000,72500,69999,69999,65900,65900,65900,72500,67700,65700,74500,75000,73900,74900,75000,72900,72450,72900,72900,78500,79700,79500,77450,78500,80950,79500,73900,82500,75000,76000,79900,84700,79900,79900,82500,82500,83000,89900,89900,89200,87000,87700,85950
"44060","Mentor","OH","Cleveland","Lake",55,103350,104950,104900,104900,99800,97500,96350,97500,99900,99900,95800,92900,91000,91000,92900,98950,99500,98900,94900,94900,89900,91000,89900,88750,88500,84900,84500,85000,89900,89900,89900,89900,94900,90750,94900,90000,89950,87500,90000,89900,89000,94900,96500,94900,95750,97700,97700,98500,95000,89900,89900,94950,87900,89950,94900,91450,87900,85000,84900,82400,80950,81900,85000,99000,90000,93900,95000,89900,95000,99900,92400,95950,94900,99450,99450,104900,108800,104900,104900,99900,98000,92950,93500,89900,88500,89900,103900,96999.5,104900,104900,101850,1e+05,99900,104900,110000,102950,94900,99900,99900
"80013","Aurora","CO","Denver","Arapahoe",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169950,179950,179000,181500,179250,185000,2e+05,199950,197500,196250,189900,177450,188079,186539.5,179450,185000,211000,211000,200300,229900,235000,235000,236000,230000,230000,245000,249900,249950,262000,265000,265000,261000,255000,255000,272000,268000,265000,255000,242500,245000,260000,275000,282450,279900,289700,298000,3e+05,3e+05,287450,290000,295000,296450,305000
