"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","60407","Braceville","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,0.687655343827672,,,,121576,-0.836045382990351,-6.12616786348545,0.0248322037244193,,0.108949416342412,0.0714285714285714,104
"Zip","60408","Braidwood","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,4.20802892219628,100,,,163109,-0.512354451689245,2.22039782911146,0.0345964968211441,,0.0944333996023857,0.0315789473684211,109
"Zip","60410","Channahon","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,7.71484522105897,100,,,229798,0.278408099144702,8.86463337218006,0.0459534025535471,,0.0960307298335467,0.0533333333333333,106
"Zip","60411","Chicago Heights","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,3.84800783309483,66.67,,,77946,0.607938044530494,15.1021131440216,0.0559105021425088,,0.348670756646217,0.0891495601173021,138
"Zip","60415","Chicago Ridge","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,2.2746102282142,0,,,138351,0.199891363389462,9.14663489984774,0.0457025970177303,,0.300390117035111,0.0432900432900433,120
"Zip","60416","Coal City","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,3.12871883708669,,,,173689,-0.186192985581537,3.70235479556744,0.0319363920570674,,0.121272365805169,0.0273224043715847,104
"Zip","60417","Crete","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,2.25653385553966,75,,,166980,0.780995376797074,5.54193107981695,0.0387411666067792,,0.186103210077204,0.120087336244541,160
"Zip","60420","Dwight","IL","Pontiac, IL","""Pontiac, IL""",,1.28568200647737,,,,115698,-0.0526956867284617,6.6105193321293,,,0.221698113207547,0.049645390070922,126
"Zip","60421","Elwood","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,6.51954507795436,100,,,188662,0.417826556736588,5.76765672127104,0.0381687886272806,,0.0783699059561128,0.1,109
"Zip","60422","Flossmoor","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,1.51766212246742,66.67,,,206088,0.640700082040864,7.00200413287505,0.0380371491789915,,0.294013040901008,0.110887096774194,120
"Zip","60423","Frankfort","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,0.802892219627928,76.92,,,315914,0.3051248916505,2.06215209462057,0.0307773634596757,,0.084479015918958,0.0492505353319058,165
"Zip","60424","Gardner","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,9.32966784665211,,,,134986,0.759130843702648,11.7914996521682,0.0463529551212718,,0.0941558441558442,0.0344827586206897,104
"Zip","60429","Hazel Crest","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",,0.0203359192588687,57.14,,,89760,-1.13230823456845,-8.72854470023591,0.00245098039215685,,,,120
