"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"11375","New York","NY","New York","Queens",11,,,,,,,,,,,,,1900,2000,1900,1995,1972.5,2100,2000,2100,1937.5,1950,1900,1800,1800,1850,1995,1895,1912.5,1895,1900,1895,2000,2000,2000,1971.5,1925,1925,1950,1950,1950,1950,1925,1995,1975,2000,1950,2015,2000,1950,2000,2050,2050,2000,2100,2150,2195,2195,2200,2200,2195,2250,2250,2250,2200,2199,2162.5,2200,2100,2270,2175,2200,2200,2200,2100,2100,2100,2000,2000,1997,2000,2000,2100,2100,2100,2095,2000,1999.5,2000,2000
"11235","New York","NY","New York","Kings",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,1800,1950,1950,2150,2200,2275,2225,2185,2100,1999,1995,1950,1995,2000
"90250","Hawthorne","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1212.5,1150,1250,1250,1250,1250,1285,1275,1295,1300,1300,1295,1342.5,1337.5,1337.5,1350,1337.5,1400,1450,1400,1450
"60647","Chicago","IL","Chicago","Cook",14,,,,,,,,,,,1000,1100,1195,1199,1192,1200,1195,1200,1272.5,1250,1200,1150,1200,1300,1295,1250,1250,1295,1295,1295,1295,1295,1295,1295,1285,1250,1250,1350,1295,1300,1350,1300,1350,1250,1295,1335,1300,1295,1250,1295,1295,1395,1395,1250,1400,1400,1475,1395,1350,1395,1400,1400,1425,1450,1450,1475,1450,1395,1495,1437.5,1372.5,1400,1300,1500,1595,1450,1495,1575,1595,1595,1600,1625,1650,1600,1650,1750,1650,1600,1600,1650
"10009","New York","NY","New York","New York",15,,,,,2800,2597.5,2595,2595,2647.5,2660,2695,2682.5,2800,2900,2895,2895,2895,2800,2895,2950,2975,2950,2900,3000,3000,2995,2895,2895,2900,2895,2900,2995,3000,3075,3000,3100,3100,3100,3000,3000,3095,3087.5,3095,3195,3100,3131,3156.5,3195,3192,3082.5,3000,3000,3000,3000,3195,3050,3150,3150,3200,3229,3135,2995,3000,2975,2995,2997,3095,3300,3278,3250,3297.5,3095,3000,3121,2995,2984.5,3000,3000,3200,3200,3195,3200,3200,3000,3000,2899,2895,2895,3000,2995
"60618","Chicago","IL","Chicago","Cook",16,,,,,,,1372.5,1150,1312.5,1175,1247.5,1125,1200,1300,1300,1300,1400,1395,1350,1250,1200,1300,1250,1300,1297.5,1200,1250,1287.5,1250,1265,1200,1350,1295,1400,1475,1400,1300,1300,1350,1350,1350,1350,1350,1450,1300,1400,1425,1400,1425,1375,1350,1350,1450,1275,1300,1350,1450,1425,1450,1400,1400,1400,1400,1400,1400,1400,1400,1497.5,1500,1495,1450,1475,1385,1350,1400,1400,1440,1445,1450,1550,1550,1545,1500,1495,1499,1500,1490,1475,1492.5,1495
"10029","New York","NY","New York","New York",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2800,2850,2800,2850,2900,2885,2895,2897.5,2850,2697.5,2700,2712.5,2725,2795,2750,2700,2700,2650,2600,2662.5,2650,2695,2695
"10011","New York","NY","New York","New York",18,,,,,,2800,2800,2795,2847.5,2895,2795,2842.5,3000,3200,3200,3250,3300,3300,3295,3450,3400,3400,3441,3475,3338.5,3400,3275,3260,3295,3300,3400,3400,3450,3495,3500,3500,3600,3500,3500,3500,3500,3500,3575,3525,3600,3500,3500,3600,3600,3600,3690,3700,3700,3650,3795,3647.5,3550,3550,3700,3695,3780,3450,3450,3495,3500,3500,3500,3595,3597,3504,3595,3508,3750,3500,3500,3505,3600,3595,3697,3795,3742.5,3695,3700,3695,3720,3700,3622.5,3622.5,3725,3800
"10128","New York","NY","New York","New York",19,,,,,,,2550,2450,2450,2495,2500,2512.5,2550,2595,2550,2600,2695,2612.5,2642.5,2695,2695,2650,2675,2700,2695,2750,2750,2700,2700,2747.5,2700,2695,2700,2695,2695,2700,2795,2700,2700,2650,2695,2725,2755,2750,2750,2690,2700,2700,2695,2697.5,2700,2695,2725,2750,2750,2650,2700,2700,2750,2795,2750,2695,2650,2675,2700,2750,2700,2750,2700,2699,2695,2700,2795,2675,2700,2697,2750,2750,2775,2700,2750,2795,2800,2830,2799,2795,2750,2775,2700,2699.5
"11201","New York","NY","New York","Kings",20,,,,,2500,2500,2500,2362.5,2449,2500,2547,2650,2700,2750,2750,2800,2792.5,2799,2777.5,2769,2812.5,2850,2850,2900,2928,2950,3000,3044.5,3000,2951,2930,3000,3100,3100,3100,3150,3125,3075,3000,2895,2900,2900,2950,3020,3150,3000,3095,3100,3165,3075,3135,3200,3320,3350.5,3340,3445,3300,3228,3200,3200,3200,3270,3300,3300,3397.5,3375,3295,3200,3217.5,3272.5,3150,3245,3200,3175,3100,3100,3166,3100,3167,3124.5,3121,3150,3200,3192.5,3231.5,3140,3165,3170.5,3230,3282
"79912","El Paso","TX","El Paso","El Paso",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,965,1075,1025,1075,1050,1037.5,990,1000,1037.5,997.5,1012.5,1000,1050
"90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2400,2582.5,2395,2400,2495,2450,2450,2482.5,2485,2450,2195,2200,2350
"78130","New Braunfels","TX","San Antonio","Comal",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1295,1195,1395,1325,1375,1350,1395,1375,1375,1375,1350,1350,1350,1395,1295,1295,1300,1350
"20009","Washington","DC","Washington","District of Columbia",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875,2400,2350,2400,2385,2395,2395,2395,2395,2300,2670,2790,2910,2850,2905,2925,2700,2700,2730,2800,2730,2730,2699.5,2400,2375,2640,2672.5,2697,2715,2750,2865,2890,2880,2880,2865,3035,2795,2700,2850,2800,2850,2700,2730,2850,2850,2850,2850,2900,2897.5,2850,2730,2715,2795,2610,2850,2850
"10462","New York","NY","New York","Bronx",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.5,1275,1300,1250,1295,1247.5,1250,1295,1225,1250,1278,1250,1250,1300,1300,1325,1326,1350,1350,1350,1300,1300,1350,1399,1400,1399,1425,1462.5,1450,1425,1396,1395.5,1450,1450,1450,1450,1450,1450,1450,1500,1537.5,1500,1600,1500,1500,1602.5,1450,1450,1450,1515,1575,1600,1661,1700,1750,1650,1550,1600,1650,1700
"10456","New York","NY","New York","Bronx",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1612.5,1595,1650,1650,1650,1650,1625,1695,1749.5,1737,1695,1650,1650,1595,1600
"10003","New York","NY","New York","New York",27,2897.5,3097.5,2900,3200,3250,3000,3000,3000,3000,3195,2995,3095,3195,3200,3200,3200,3301,3150,3200,3300,3300,3295,3295,3300,3300,3270,3150,3195,3200,3250,3200,3250,3300,3300,3300,3337.5,3300,3312,3400,3350,3395,3400,3400,3500,3600,3570,3492.5,3400,3495,3500,3550,3625,3600,3600,3712.5,3300,3300,3350,3400,3450,3450,3395,3450,3400,3350,3395,3450,3395,3350,3297,3300,3295,3350,3300,3260,3295,3300,3350,3500,3495,3450,3495,3450,3400,3300,3250,3300,3295,3400,3400
"11206","New York","NY","New York","Kings",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,2297.5,2295,2325,2299,2300,2400,2600,2600,2585,2599,2500,2540,2500,2500,2500,2500,2600,2600,2700,2700,2700,2700,2600,2600,2600,2600,2650,2700,2800,2700,2800,2800,2700,2797,2850,2850,2800,2750,2700,2750,2750,2700,2750,2800,2650,2750,2550,2550,2500,2550,2600,2649,2692.5,2700,2750,2700,2625,2590,2567.5,2597,2500,2500
"60613","Chicago","IL","Chicago","Cook",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1352.5,1385,1305,1350,1400,1395,1495,1550,1585,1675,1547.5,1495,1445,1440,1450,1450,1437.5,1485,1517.5,1585,1595,1450,1500,1450,1350,1400,1495,1450,1495,1475,1495,1595,1650,1645,1500,1545,1570,1595,1595,1595,1595,1600
"10463","New York","NY","New York","Bronx",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.5,1700,1726,1675,1650,1750,1700,1800,1867.5,1850,1850,1850,1900,1825,1825,1820,1850,1850,1850,1925,1887.5,1895,1950,1795,1900,1950,1850,1847.5,2100,1950,2050,2000,2100,2197.5,2217.5,2100,2000,1999,1950,1975,1925,1900,2099.5
"11230","New York","NY","New York","Kings",31,,,,,,,,,,,,,,,,,,,,,,,,,,1412.5,1487.5,1550,1449.5,1400,1400,1450,1450,1449.5,1475,1500,1525,1500,1550,1500,1500,1550,1575,1600,1600,1600,1600,1550,1525,1525,1550,1600,1650,1650,1700,1800,1800,1650,1700,1700,1700,1724.5,1750,1750,1800,1850,1800,1850,1800,1900,1900,1800,1720,1750,1795,1850,1875,1937.5,1950,1895,1900,1850,1750,1838,1850,1837.5,1762.5,1750,1795,1850
"60629","Chicago","IL","Chicago","Cook",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1025,1025,950,1000,1000,950,965,950,900,825,850,900,887.5,950
"11209","New York","NY","New York","Kings",33,,,,,,,,,,,,,,,,1500,1500,1550,1587.5,1550,1525,1495,1662.5,1600,1700,1700,1575,1500,1525,1650,1650,1600,1550,1550,1600,1600,1600,1600,1600,1600,1600,1600,1600,1650,1700,1695,1675,1700,1700,1700,1700,1700,1700,1700,1750,1700,1750,1700,1800,1825,1825,1825,1850,1900,1912.5,1997,1925,1950,1950,1900,2000,1950,1900,1872.5,1900,1900,1999,1900,2000,1950,1950,1900,1850,1850,1849,1799.5,1800,1950,1900,1845
"60625","Chicago","IL","Chicago","Cook",34,,,,,,,,,,,,,,,,,,,,,,,,1300,1295,1200,1225,1200,1200,1220,1185,1200,1150,1150,1250,1250,1175,1200,1200,1232.5,1200,1200,1200,1200,1200,1225,1300,1288,1288,1250,1200,1295,1200,1200,1282.5,1300,1295,1395,1400,1400,1300,1340,1325,1375,1385,1300,1350,1295,1325,1335,1350,1325,1300,1370,1395,1350,1350,1350,1370,1385,1395,1405,1450,1450,1450,1382,1400,1400,1370,1375
"11212","New York","NY","New York","Kings",35,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1462.5,1425,1600,1500,1550,1600,1725,1800,1750,1650,1500,1500,1500,1500,1500,1500,1500,1475,1500,1532.5,1500,1500,1500,1500,1500,1500,1400,1425,1500,1600,1600,1650,1600,1600,1600,1600,1600,1700,1750,1700,1700,1737.5,1750,1775,1700,1650,1775,1700,1697,1700,1767.5,1767.5,1800,1900,1875,1850,1800,1800,1800,1850,1812.5,1875,1800,1800,1950
"10024","New York","NY","New York","New York",36,,,,,2635,2600,2665,2600,2650,2925,2750,3095,3250,3150,3100,3000,3000,3000,3000,3000,3050,3100,3150,3200,3200,3250,3150,3100,3000,3000,3000,3068,3150,3100,3195,3250,3399,3299,3295,3250,3290,3300,3350,3300,3395,3440,3400,3350,3300,3350,3250,3250,3395,3387.5,3395,3150,3300,3332,3450,3499,3460,3405,3395,3395,3365,3400,3395,3380,3300,3212.5,3100,3250,3365,3365,3272.5,3200,3295,3150,3150,3185,3200,3200,3350,3300,3249,3202,3250,3200,3200,3200
"07030","Hoboken","NJ","New York","Hudson",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2650,2650,2650,2662.5,2675,2800,2775,2800,2650,2700,2675,2550,2500,2495,2500,2725,2650,2750,2750,2750,2700,2662.5,2600,2600,2600,2612.5,2700,2750,2699,2750,2800,2765,2750,2700,2600,2700,2750,2750,2750,2700,2750,2595,2700,2782.5,2750,2750,2571.5,2750,2711.5,2650,2672.5,2700,2750,2750,2800,2750,2750,2787.5,2750,2695,2650,2500
"11214","New York","NY","New York","Kings",38,,,,,,,,,,,,,,,,,,,,,,,1489,1550,1600,1500,1400,1400,1395,1350,1350,1350,1350,1350,1400,1400,1420,1400,1425,1475,1500,1500,1450,1500,1500,1500,1500,1500,1500,1550,1500,1600,1650,1600,1600,1700,1650,1650,1745,1800,1800,1750,1700,1700,1700,1750,1800,1800,1750,1745,1850,1745,1800,1850,1750,1950,1895,1875,1800,1750,1900,1850,1900,1899,1899,1950,1997.5,1950,1995,1900
"33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale","Miami-Dade",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650,3600,3500,3600,3700,3700,3500,3800,3800,3700,3350,3400
"78704","Austin","TX","Austin","Travis",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1350,1350,1300,1395,1395,1395,1416,1455,1460,1426,1350,1350,1395,1450,1481
"11221","New York","NY","New York","Kings",41,,,,,1500,1500,1500,1562,1600,1600,1600,1625,1600,1500,1550,1550,1600,1600,1575,1600,1675,1712.5,1797.5,1712.5,1699,1700,1700,1712.5,1750,1750,1750,1850,1900,1950,2100,2248,2200,2200,2200,2200,2200,2200,2200,2200,2300,2300,2250,2250,2200,2200,2269,2300,2295,2300,2400,2500,2498,2499,2500,2499,2500,2500,2499,2499,2500,2400,2475,2492,2500,2500,2545,2500,2400,2500,2300,2395,2300,2350,2400,2498.5,2499,2499,2500,2499,2450,2450,2399.5,2399,2400,2475
"11229","New York","NY","New York","Kings",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,1425,1450,1395,1425,1500,1495,1495,1500,1525,1525,1525,1500,1500,1500,1550,1650,1550,1575,1555,1698,1675,1612.5,1637.5,1650,1600,1599,1600,1597.5,1700,1675,1675,1700,1725,1700,1697.5,1695,1650,1650,1600,1599.5,1650,1699,1725,1850,1850,1860,1875,1850,1800,1750,1825,1849,1750,1800,1850,1850,1850,1958
"11207","New York","NY","New York","Kings",43,,,,,,,,,,,,,,,,,1500,1600,1600,1675,1600,1600,1600,1600,1600,1600,1699.5,1750,1800,1800,1875,1900,1850,1850,1900,1995,1900,1800,1800,1800,1800,1800,1800,1850,1800,1950,2000,2100,2100,2100,2049.5,2200,2200,2195,2300,2400,2300,2300,2300,2400,2400,2400,2300,2300,2300,2299,2250,2200,2399,2300,2400,2500,2425,2300,2100,2100,2200,2200,2249.5,2224.5,2250,2300,2400,2400,2300,2300,2340,2250,2200,2297
"60619","Chicago","IL","Chicago","Cook",44,,,,,,,,,,,,,,,,,,,,,,900,975,825,900,800,825,750,750,725,750,750,725,780,800,800,760,720,700,720,725,720,730,695,680,720,700,749,850,800,750,799.5,875,900,950,975,850,850,849.5,850,900,950,950,950,950,975,975,950,990,999.5,950,980,900,937.5,1000,1049,1050,1000,1044,1044,1044,1044,1044,1044,1000,1000,1044,1020,1044,1044
"90034","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.5,1880,1850,1895,2060,2150,2125,1995,2250,2197.5,2200,2150,2250,2250,2100,2195,2095,2095
"94110","San Francisco","CA","San Francisco","San Francisco",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,3500,3500,3500,3825,3725,3995,3925,3950,3995,3995,3850,4100,3500,3897.5
"78666","San Marcos","TX","Austin","Hays",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.5,807.5,870.5,900,962.5,972.5,972.5,937.5,950,900,999,912.5,850
"10458","New York","NY","New York","Bronx",48,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1300,1307.5,1262.5,1275,1262.5,1400,1400,1400,1300,1285,1300,1300,1297,1250,1200,1200,1200,1225,1300,1300,1300,1300,1325,1375,1300,1275,1300,1300,1350,1395,1397,1495,1500,1500,1475,1400,1450,1437.5,1400,1400,1450,1450,1450,1500,1450,1500,1550,1500,1475,1550,1600,1600,1600,1600,1600,1600,1622.5,1637.5,1650,1662.5,1650,1650,1650,1650
"60610","Chicago","IL","Chicago","Cook",49,,,,1508.5,1575,1472.5,1495,1495,1570,1645,1639,1640,1639.5,1640,1740,1700,1694.5,1720,1750,1740,1725,1757.5,1778,1987.5,1795,1765,1733.5,1865,1771,1741,1753,1750,1750,1735,1750,1736.5,1746,1699,1725,1730,1750,1781,1798,1747,1858,1902,1887.5,1875,2045,1950,1975,1795,1995,1900,1900,1831,1816.5,1868,1883.5,1875,1850,1870,1865,1800,1997.5,1815,1751.5,1795,1997.5,2000,1900,1880,1895,1862.5,1874.5,1900,1950,2055,2218,2000,1985,2005,2045,1985,1989,1867.5,1924,1901,1964,1982.5
"10019","New York","NY","New York","New York",50,,,,2790,2700,2790,2767.5,2840,2850,2900,3052.5,3100,3100,3226,3200,3157.5,3100,3025,3100,3140,3195.5,3195,3195,3250,3325,3300,3300,3200,3200,3250,3255,3290,3300,3300,3300,3300,3321.5,3261,3225,3200,3216,3282.5,3300,3375,3400,3500,3500,3495,3450,3412.5,3500,3494,3500,3500,3500,3450,3450,3450,3450,3495,3426.5,3450,3450,3400,3500,3450,3500,3425,3326,3323,3350,3391,3381,3425,3372,3287,3395,3341,3395,3450,3495,3495,3459,3500,3359.5,3342,3415.5,3412,3427,3438.5
"44107","Lakewood","OH","Cleveland","Cuyahoga",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.5,750,750,750,750,850,870,850,797.5,800,750,775,797.5,845,800
"33025","Miramar","FL","Miami-Fort Lauderdale","Broward",52,,,,,,,,,,,,,,,1500,1500,1500,1470,1482.5,1495,1475,1500,1500,1450,1400,1450,1475,1500,1500,1495,1450,1462.5,1462.5,1375,1450,1400,1400,1400,1400,1425,1425,1425,1450,1525,1550,1450,1500,1425,1450,1450,1450,1500,1500,1485,1450,1450,1400,1412.5,1425,1375,1375,1400,1412.5,1500,1500,1550,1500,1450,1475,1450,1577.5,1500,1525,1575,1537.5,1600,1500,1562.5,1550,1590,1600,1600,1600,1600,1575,1600,1575,1600,1557.5,1500
"33139","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2130,2122,2200,2000,2200,2425,2500,2400,2450,2411,2458.5,2400,2375
"11377","New York","NY","New York","Queens",54,,,,,,,,,,,,,,,,1537.5,1700,1650,1550,1612.5,1650,1575,1562.5,1537.5,1550,1550,1650,1650,1600,1600,1650,1650,1650,1700,1700,1700,1695,1659,1700,1750,1750,1750,1750,1750,1750,1850,1800,1800,1850,1800,1812.5,1875,1875,1875,1871,1870,1900,1900,1920,1900,1900,1900,1900,1900,1925,1900,1875,1900,2000,1925,1950,1990,1975,1937.5,1875,1850,1800,1875,1900,1900,2012.5,2000,2000,2000,1950,1907.5,1925,1900,1912.5,2000
"48197","Ypsilanti","MI","Ann Arbor","Washtenaw",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747,795,885,924,895,915,949,945,850,882,889,795,829
"02169","Quincy","MA","Boston","Norfolk",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1500,1527.5,1512.5,1575,1508,1523,1500,1530,1500,1500,1500,1500,1500,1450,1490,1530,1600,1595,1595,1500,1516.5,1497.5,1575,1495,1550,1550,1550,1650,1695,1700,1750,1700,1800,1750,1750,1795,1762.5,1650,1800,1800,1695,1900,1750,1692.5,1665,1800,1710,1730.5,1650,1700,1750,1760,1785,1797.5,1800,1787.5,1805,1800,1850,1841
"11234","New York","NY","New York","Kings",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1875,1950,2000,2000,1875,1800,1825,1800,1897,1800,2100,2000,1848,1900,1800,1800,2000,2000,1900,1925,2000,1900,1887.5,1850,1850,2000,2000,2200,2125,1975,2000,2000,1895
"10453","New York","NY","New York","Bronx",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.5,1300,1300,1200,1250,1213,1250,1250,1259.5,1300,1325,1279,1279,1300,1300,1300,1300,1300,1295,1295,1295,1295,1412.5,1400,1425,1400,1475,1500,1500,1550,1545,1550,1495,1600,1550,1600,1499,1550,1550,1600,1495,1600,1650,1600,1600,1650,1575,1650,1650,1625,1600,1675,1650,1650,1650
"19143","Philadelphia","PA","Philadelphia","Philadelphia",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,950,950,1000,1012.5,1100,950,882,850,975,912.5,925,975
"78745","Austin","TX","Austin","Travis",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1197.5,1200,1204.5,1200,1191,1200,1200,1257,1212.5,1225,1197.5,1257,1358,1299,1295
"11355","New York","NY","New York","Queens",61,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1525,1550,1549,1600,1650,1600,1650,1600,1650,1600,1600,1650,1650,1695,1650,1675,1725,1700,1737.5,1750,1750,1762.5,1750,1725,1999,2000,2000,2100,1862.5,2090,1950,1800,2040,1800,2070,1800,1900,1750,1750,1800,1800,1900,1900,1900,1975,1900,1900,1975,2000,1877.5
"10314","New York","NY","New York","Richmond",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1800,1600,1600,1712.5,1800,1675,1800,1800,2000,2000,1800,1700,1650,1650
"60617","Chicago","IL","Chicago","Cook",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.5,850,950,885,900,950,950,950,900,920,900,805,875,875,805,875,950,960,950,875,900,950,975,1000,1000,1090,1000,1000,1000,1000,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1100,1100,1100,1000,1100,1100,1000,995,1080,1100,1022,1000,1000,1050,1044,1044,1044,1000,1040,1000,1032.5,1050,1050
"60611","Chicago","IL","Chicago","Cook",64,,,,,,,,,,1837.5,1835,1852.5,1870,1900,1890,1870,1860,1855,2007.5,2066,2000,1970,1925,1950,1908,1890,1865,1890,1930,1909,1950,1965,2000,2020.5,1984,1925,1932.5,1890,1900,2025,2035,2150,2100,2185,2190,2233,2250,2201,2254,2310,2216.5,2197.5,2393,2378,2379,2419,2400,2373,2240.5,2503,2518,2550,2493,2491,2295,2171.5,2075,2259,2274,2114,2197,2095,2115,2086.5,2076,2095,2050,2200,2255,2182.5,2175,2274,2322,2210,2200,2128.5,2130,2124,2147.5,2298
"11215","New York","NY","New York","Kings",65,,,,,,1900,1995,2250,2275,2375,2300,2500,2200,2350,2300,2500,2397.5,2400,2500,2450,2500,2550,2500,2600,2700,2500,2600,2600,2600,2550,2500,2600,2600,2595,2595,2600,2577,2577,2500,2500,2500,2500,2550,2700,2750,2750,2750,2550,2700,2700,2700,2700,2700,2700,2800,2900,3000,2900,2850,2800,2800,2800,2780.5,2768,2700,2700,2700,2700,2750,2695,2745,2800,2900,2720,2700,2795,2725,2700,2700,2700,2772.5,2750,2795,2700,2700,2699,2601.5,2700,2697,2600
"10452","New York","NY","New York","Bronx",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1525,1500,1537.5,1550,1500,1495,1525,1525,1550,1550,1685,1745,1792.5,1790,1800,1825,1800
"06010","Bristol","CT","Hartford","Hartford",67,,,,,,,,,,,,,,,,,,,,800,875,875,897.5,925,875,885,900,850,850,850,850,850,850,850,925,875,900,850,895,875,900,900,862.5,812.5,875,862.5,875,900,900,900,900,850,850,850,850,850,850,875,900,925,900,900,975,925,900,900,925,900,925,900,937.5,900,900,900,900,925,937.5,900,950,962.5,912.5,975,1000,1000,995,960,950,995,995,1075
"11211","New York","NY","New York","Kings",68,,,,,,,,,,,,,,2275,2395,2450,2550,2500,2550,2800,2860,3040,2897.5,2900,2850,2795,2700,2700,2800,2895,2899.5,2950,2995,3000,3000,3000,3000,3046,2950,2890,2900,2935,2995,3150,3200,3175,3195,3150,3150,3050,3000,2956,2900,2897,3000,3325,3325,3300,3299,3300,3150,3195,3195,3200,3199,2995,3025,3000,3000,3000,2950,3100,3250,3310,2900,2950,2900,2999,3000,3095,3074,3100,3095,3000,2950,2923.5,2895,2850,2946,2900
"85281","Tempe","AZ","Phoenix","Maricopa",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,850,822,907.5,837.5,800,900,900,862.5,850,850,812,945,925,912.5
"33024","Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1470,1450,1475,1425,1500,1500,1550,1590,1500,1500,1450,1475,1500,1495,1450
"33009","Hallandale","FL","Miami-Fort Lauderdale","Broward",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.5,1695,1500,1495,1650,1600,1600,1587.5,1500,1550,1575,1700,1750,1575,1625,1575,1587.5,1575,1400,1450,1600,1700,1750,1450,1600,1400,1425,1550,1500,1575,1600,1600,1700,1597.5,1600,1600,1850,1700,1700,1700,1675,1750,1750,1900,1874.5,1850,1890,1850,1700
