"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"11385","New York","NY","New York","Queens",72,,,,,,,,,,,,,,,,,,,,1550,1725,1800,1500,1450,1400,1400,1450,1500,1500,1500,1500,1500,1550,1600,1600,1667.5,1700,1800,1750,1700,1693.5,1650,1700,1799,1700,1799,1800,1800,1850,1850,1925,1900,1937.5,2100,2100,2200,2200,2200,2100,2199.5,2150,2200,2300,2200,2400,2400,2400,2300,2400,2400,2400,2500,2300,2250,2200,2200,2250,2300,2300,2344,2399,2399,2500,2495,2429,2350,2300,2359.5,2364,2397
"11373","New York","NY","New York","Queens",73,,,,,,,,,,,,,,,,,,,,,,,,1485,1400,1450,1450,1545,1437.5,1412.5,1425,1412.5,1450,1450,1467.5,1600,1600,1575,1600,1600,1600,1600,1600,1552.5,1597.5,1675,1615,1595,1695,1700,1700,1700,1697.5,1745,1750,1750,1750,1700,1750,1750,1750,1800,1850,1900,1935,1925,1900,1900,2000,2148,2214,1950,1900,1900,1700,1700,1950,1850,1900,1925,1830,1900,1830,1815,1810,1820,1895.5,1900,1900,1935
"10468","New York","NY","New York","Bronx",74,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1200,1300,1372.5,1300,1300,1395,1300,1300,1300,1300,1275,1200,1245,1200,1200,1200,1225,1300,1272,1325,1345,1326,1300,1300,1350,1350,1300,1362.5,1400,1400,1400,1400,1450,1450,1450,1450,1450,1400,1400,1400,1375,1407.5,1497.5,1450,1500,1490,1475,1450,1450,1450,1475,1495,1500,1500,1550,1550,1595,1595,1600,1575,1575,1595,1600
"02148","Malden","MA","Boston","Middlesex",75,,,,,,,,,,,,,,,,,,,,1297.5,1300,1195,1175,1255,1425,1428,1400,1295,1375,1350,1325,1350,1350,1350,1375,1400,1450.5,1480,1450,1495,1495,1495,1495,1495,1495,1495,1575,1690.5,1795,1695,1750,1643,1497.5,1450,1550,1475,1550,1450,1587.5,1700,1750,1750,1700,1550,1512.5,1500,1500,1500,1572.5,1850,1684,1850,1875,1900,1875,1750,1800,1600,1700,1765,1800,1825,1859,1965,1950,1900,1850,1890,1700,1650
"60620","Chicago","IL","Chicago","Cook",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.5,900,950,875,950,962.5,900,900,900,975,950,1000,1000,1000,1100,1100,1100,1100,1050,1032.5,1000,1050,1050,997.5,1000,1020,1000,1070,1000,975,1000,1125,1025,1050,1000,1000,1000,1000,1000,1000,1040,1040,1000,1044,995,1000
"10028","New York","NY","New York","New York",77,,,,2225,2300,2300,2350,2350,2350,2350,2375,2400,2437.5,2495,2412.5,2400,2400,2395,2395,2500,2500,2440,2495,2500,2595,2597.5,2550,2500,2495,2500,2550,2575,2585,2595,2550,2595,2650,2595,2595,2549,2575,2600,2600,2600,2650,2650,2595,2595,2600,2650,2637.5,2675,2650,2625,2700,2600,2625,2650,2695,2700,2699.5,2695,2600,2625,2625,2650,2650,2650,2600,2600,2595,2650,2600,2650,2600,2650,2700,2700,2650,2699,2745,2700,2700,2750,2630,2672,2645,2650,2700,2650
"11238","New York","NY","New York","Kings",78,,,,,,,,,,,,,2150,2000,2047.5,2171.5,2150,2095,2050,2061,2172.5,2250,2375,2450,2500,2113,2100,2300,2300,2374.5,2300,2500,2500,2600,2800,2695,2600,2500,2500,2500,2500,2400,2500,2600,2700,2700,2650,2650,2700,2650,2600,2650,2720,2700,2700,2883,2800,2700,2800,2772.5,2800,2700,2700,2750,2700,2679,2700,2700,2750,2700,2700,2750,2750,2795,2700,2700,2700,2671,2700,2750,2850,2850,2887,2900,2899.5,2750,2750,2680,2680,2700
"06902","Stamford","CT","Stamford","Fairfield",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1800,1800,1850,1900,1910,1962.5,1985,1900,1900,1800,1700,1625,1700,1800
"65203","Columbia","MO","Columbia","Boone",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,812.5,850,800,762.5,800,850,850,850,825,837.5,825,850,712.5
"98103","Seattle","WA","Seattle","King",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1470,1495,1462.5,1595,1695,1495,1672.5,1547.5,1495,1695,1550,1575,1587.5,1510,1495,1600,1495,1495,1572.5,1595,1649,1670,1685,1625,1550,1585,1695,1647,1625
"90019","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2350,2525,2650,2750,2500,2300,2197.5,2297.5,2495,2500,2445,2395,2172.5,2100,2147.5,2250
"07002","Bayonne","NJ","New York","Hudson",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1425,1425,1600,1500,1472.5,1495,1495,1397.5,1400,1450,1495,1597.5,1572.5
"21740","Hagerstown","MD","Hagerstown","Washington",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,675,700,700,700,750,700,695,675,675,675,687.5,675,675,675
"11233","New York","NY","New York","Kings",85,,,,,,,,,,1500,1500,1500,1500,1450,1475,1550,1575,1650,1625,1650,1600,1550,1572.5,1600,1600,1600,1550,1550,1600,1650,1675,1700,1799,1825,1850,1900,1800,1850,1800,1800,1750,1750,1799,1900,1950,1900,1900,1900,1850,1950,1950,1995,1995,1980,2000,2200,2200,2200,2200,2195,2150,2100,2099,2100,2100,2150.5,2100,2100,2100,2200,2200,2200,2299,2250,2125,2200,2200,2199,2200,2250,2300,2300,2325,2250,2200,2200,2200,2200,2180,2100
"07302","Jersey City","NJ","New York","Hudson",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.5,2750,2750,2475,2400,2420,2400,2480,2475,2400,2450,2400,2550,2400,2550,2625,2500,2400,2250,2450,2500,2500,2662.5,2682.5,2850,2550,2500,2475,2550,2600,2642.5,2500,2650
"11236","New York","NY","New York","Kings",87,,,,,,,,,,,,,,,,,,,,,1900,1947.5,1775,1775,1700,1700,1600,1697.5,1600,1725,1725,1700,1700,1695,1695,1600,1600,1600,1695,1700,1625,1650,1650,1797.5,1795,1600,1600,1700,1725,1700,1725,1725,1725,1725,1725,1800,1800,1850,1800,1850,1850,1837.5,1800,1800,1800,1800,1750,1800,1800,1720,1800,1750,1800,1850,1800,1800,1800,1800,1925,1997.5,1962.5,2000,2000,1950,1900,1900,1830,1900,1850,1999.5
"92109","San Diego","CA","San Diego","San Diego",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1662.5,1675,1937.5,1822.5,1712.5,1800,1625,1585,1575,1622.5,1500,1495,1537.5,1515,1500,1650,1595,1595,1725,1750,1600,1650,1750,1750,1895,1872.5,1812.5,1872.5,1750,1795,1635,1785,1750,1850,1797.5,1845,1845,1795,1950,1922.5,1900,1950,1850,1995,1850,1972.5,1900,1897.5,2095
"60628","Chicago","IL","Chicago","Cook",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,975,1125,1047,1040,1042,1050,1005,997.5,1000,1000,995,1050,1000
"10457","New York","NY","New York","Bronx",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1400,1499,1600,1625,1625,1650,1625,1637.5,1625,1650,1650,1600,1557.5,1637.5,1700,1762.5
"07093","West New York","NJ","New York","Hudson",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1675,1450,1595,1595,1700,1725,1750,1750,1750,1637.5,1675,1750,1850,1912.5
"60626","Chicago","IL","Chicago","Cook",92,,,,,,,,,,,,,,,,,995,950,925,952.5,1012.5,1007.5,1000,875,980,995,1025,975,1012.5,1050,975,1097.5,1075,1150,1062.5,975,995,995,1050,1025,1050,1050,1050,975,975,975,975,995,1000,1000,990,950,975,960,995,1000,995,1000,1000,995,975,950,950,950,965,1050,1050,975,1000,1050,1150,1100,1075,1100,1195,1175,1100,1050,1025,1150,1150,1150,1050,1050,1195,1150,1125,1125,1100,1150
"90004","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1397.5,1550,1725,1550,1694.5,1825,1662.5,1662.5,1597.5,1612.5,1512.5,1562.5,1695,1750,1750
"10027","New York","NY","New York","New York",94,,,,,,,,,,,,,,,,,,,,,,2500,2325,2295,2515,2500,2395,2299.5,2312.5,2296,2250,2300,2350,2495,2450,2450,2450,2400,2395,2400,2400,2400,2400,2450,2450,2600,2650,2550,2600,2595,2600,2600,2495,2500,2585,2597.5,2600,2612,2695,2695,2595,2550,2566,2500,2566,2550,2595,2697.5,2550,2690,2725,2700,2625,2662.5,2500,2700,2650,2650,2750,2850,2800,2795,2897,2700,2682,2700,2700,2700,2697.5,2697.5
"11372","New York","NY","New York","Queens",95,,,,,,,,,,,,,,,,1450,1400,1450,1495,1525,1575,1550,1575,1525,1585,1650,1675,1650,1650,1650,1650,1650,1650,1700,1700,1700,1700,1700,1700,1700,1700,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1775,1750,1750,1750,1800,1800,1850,1850,1850,1850,1850,1850,1850,1850,1850,1750,1795,1800,1800,1800,1875,1825,1750,1900,1800,1800,1780,1800,1795,1800,1800,1837.5,1800,1791.5,1900,1850,1900,1850
"60649","Chicago","IL","Chicago","Cook",96,,,,,,,,,,,,,,725,750,750,750,695,750,750,750,750,772.5,750,725,750,750,750,740,750,750,750,760,800,800,795,750,750,740,750,750,750,760,787.5,800,850,750,800,846,850,900,900,900,850,900,925,982.5,1000,950,1100,1100,1000,1000,1000,1000,1050,1050,990,1000,1000,980,1000,1000,970,1100,1000,1000,1044,1044,1044,1044,1044,1044,1044,1044,1000,1000,1000,1012.5,1034.5
"02155","Medford","MA","Boston","Middlesex",97,,,,,,,,,,,,,,,,,,,1550,1400,1600,1762.5,1925,1700,1820,1800,1875,1725,1800,1500,1500,1700,1795,1850,2000,2082.5,2000,1990,1972.5,1850,1800,1800,1950,1985,1990,2000,2090,2071,2015,1970,2000,1900,1900,1890,2100,2110,2250,2200,2200,2200,2015,2050,2100,2100,2100,2120,2050,2200,2350,2370,2200,2250,2300,2205,2000,2100,2120,2100,2350,2400,2500,2500,2450,2495,2475,2400,2400,2400,2200,2300
"33311","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1200,1050,1075,1225,1125,1125,1100,1187.5,1162.5,1218,1299.5,1297,1250,1250,1250,1272.5,1275,1200,1250,1175,1250,1300,1300,1250,1250,1250,1300,1172.5,1200,1237.5,1250,1250,1250,1299
"85705","Tucson","AZ","Tucson","Pima",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,699,696.5,700,697,625,612.5,670,695,675,670,650,635,695
"20001","Washington","DC","Washington","District of Columbia",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260,2607.5,2560,2585,2570,2530,2400,2675,2592.5,2200,1850,2137.5,2487.5,2542.5
"11218","New York","NY","New York","Kings",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157.5,2050,2000,2000,2062.5,2195,2295,2100,2200,2300,2400,2400,2400,2250,2295,2295,2200,2250,2200,2199,2199,2200,2200,2200,2300,2095,2195,2075,2000,2100,2150,2200,2200,2200,2262.5,2200,2100,2095,2100,2195,2125
"33027","Miramar","FL","Miami-Fort Lauderdale","Broward",102,,,,,,,,,,,,,1725,1750,1737.5,1700,1700,1750,1700,1700,1700,1694.5,1700,1700,1737.5,1850,1800,1700,1695,1695,1700,1687.5,1800,1800,1800,1750,1700,1700,1750,1737.5,1785,1797,1800,1800,1820,1900,1900,1900,1850,1800,1850,1800,1850,1867.5,1750,1687.5,1700,1725,1800,1800,1800,1747.5,1800,1800,1800,1850,1750,1800,1750,1750,1800,1800,1900,1750,1825,1850,1687.5,1800,1775,1750,1885,1950,2000,2000,1950,1875,1800,1875,1800,1875
"11223","New York","NY","New York","Kings",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1725,1699,1695,1750,1799,1695,1750,1800,1737,1700,1700,1975,1850
"10021","New York","NY","New York","New York",104,,,,,,,,,,,,2650,2695,2880,2750,2865,2850,2697.5,2650,2600,2600,2700,2795,2795,2800,2950,2900,2865,2857.5,2895,2865,2900,2895,2825,2850,2895,2950,2895,2850,2850,2900,2995,3000,3012.5,3000,2700,2700,2850,2837.5,2850,2850,2775,2900,2900,2950,2700,2850,2800,2950,2995,2875,2795,2900,2900,2895,2970,2975,2965,2750,2700,2900,2895,2895,2850,2750,2800,2850,2895,2800,2895,2800,2750,2795,2872.5,2795,2895,2995,2975,2800,2795
"10701","Yonkers","NY","New York","Westchester",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1387.5,1300,1300,1425,1500,1512.5,1500,1500,1400,1425,1450,1420,1450,1395,1395,1400,1400,1400,1475,1397,1350,1500,1612.5,1637.5,1612.5,1500,1500,1550,1575,1700,1750,1750,1674.5,1699,1650,1750,1625,1650,1635.5,1660,1662.5,1595,1750,1625,1730,1699,1795,1804.5,1800,1800,1787.5,1800,1700,1750,1706,1800,1850,1804.5,1785,1800
"60616","Chicago","IL","Chicago","Cook",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1711.5,1835,1932,1815,1717,1835,1852,1852,1877,1934,1871.5,1752,1845.5,1807.5,1754,1794,1825,1820,1919,1950,1921,1844,2016,1938.5,1937,1938,1800,1750,1916.5,1812.5,1736.5,1750,1825,1725,1837,1800,1690,1964,1995,2051.5,1958.5,2003.5,2003.5,1993.5,1977.5,2008,2022,2002.5,1950,1950,1950
"90731","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1562.5,1500,1400,1332,1545,1500,1497.5,1597.5,1560,1500,1425,1459,1550,1595
"77840","College Station","TX","College Station","Brazos",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,900,850,895,895,835,797.5,800,800,795,795,882.5,895,962.5
"11208","New York","NY","New York","Kings",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2099,2125,2100,2000,2000,2000,1950,1950,2000,2100,2150,2199.5
"60622","Chicago","IL","Chicago","Cook",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1850,1900,1850,1795,1815,1795,1815,1895,1815,1837.5,1900,1957.5,2000,1845,1800,1850,1700,1725,1797,1800,1800,1800,1875,2050,1900,1900,1895,1895,1850,1850,1800,1850,1850,1850
"07087","Union City","NJ","New York","Hudson",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1275,1297.5,1350,1397.5,1425,1500,1500,1487.5,1399,1500,1575,1495,1495,1500,1625,1650,1675,1600,1650,1450,1650,1422.5,1475,1600,1395,1395,1450,1600,1425,1495,1600,1500,1525,1437.5,1425,1450,1600,1500,1550
"98115","Seattle","WA","Seattle","King",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1625,1575,1465,1395,1400,1300,1325,1302.5,1300,1300,1275,1297.5
"60641","Chicago","IL","Chicago","Cook",113,,,,,,,,,,,,,,,,,,,,,,,,,,1000,937.5,955,967.5,895,900,900,997.5,975,975,975,975,975,962.5,950,935,925,950,992.5,975,950,1062.5,1000,1062.5,1050,1050,1010,1050,1025,1050,1095,1100,1025,1075,1050,995,1050,1037.5,987.5,1050,1150,1125,1185,1087.5,1195,1200,1148,1072.5,1097.5,995,1097.5,1200,1200,1225,1250,1200,1250,1195,1250,1100,1097.5,1100,1200,1245,1250
"33321","Tamarac","FL","Miami-Fort Lauderdale","Broward",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1472.5,1500,1500,1514.5,1600,1600,1500,1500,1497.5,1500,1512.5,1500,1500
"60660","Chicago","IL","Chicago","Cook",115,,,,,,787.5,850,850,845,820,825,785,810,850,850,857.5,850,849.5,900,925,885,895,895,900,897.5,905,905,850,950,987.5,900,950,950,975,975,975,950,950,950,975,975,977.5,1000,1000,995,975,952.5,995,995,1050,1032.5,995,995,1000,975,985,995,975,982.5,992,995,995,995,995,1012.5,1050,1085,995,950,950,1050,1062.5,1050,1050,1050,1037.5,1137.5,1150,1200,1125,1225,1350,1350,1275,1350,1275,1200,1295,1295,1275
"11225","New York","NY","New York","Kings",116,,,,,,,,,,,,,,,,,1650,1575,1650,1700,1620,1600,1650,1600,1575,1675,1675,1700,1750,1650,1650,1700,1800,1800,1900,2000,1900,1800,1750,1750,1799,1800,1822.5,1950,1950,2000,2000,2000,2000,1800,1950,2050,2200,2100,2100,2250,2195,2000,2200,2295,2295,2200,2200,2199,2200,2250,2275,2274.5,2300,2350,2100,2300,2250,2400,2150,2195,2200,2200,2200,2197,2200,2200,2200,2250,2237,2199,2237,2200,2237,2350
"11204","New York","NY","New York","Kings",117,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1387.5,1325,1300,1337.5,1300,1350,1385,1395,1400,1400,1395,1400,1400,1400,1400,1400,1412.5,1450,1450,1500,1500,1490,1475,1500,1450,1500,1500,1500,1585,1500,1500,1600,1600,1650,1625,1600,1650,1700,1750,1600,1650,1797.5,1600,1697.5,1750,1725,1697.5,1590,1600,1650,1650,1747.5,1750,1740,1700,1725,1725,1650,1600,1699,1690,1700,1700
"93309","Bakersfield","CA","Bakersfield","Kern",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,872.5,795,850,895,875,875,895,895,875,895,862.5,825,885,895
"10032","New York","NY","New York","New York",119,,,,,,1510,1495,1475,1524,1600,1600,1650,1600,1635,1650,1650,1650,1650,1600,1600,1750,1700,1700,1700,1699,1650,1750,1750,1777.5,1700,1750,1750,1750,1795,1797,1800,1800,1825,1800,1800,1800,1800,1850,1900,1900,1900,1900,1950,1950,1900,1945,1950,1900,1925,1950,1950,1995,2000,2100,2000,1995,1995,2000,1995,2000,2000,2000,2000,1950,1950,1999,1950,1900,2097.5,1995,2183.5,2095,2097.5,2195,2195,2200,2297,2175,2095,2075,2000,2000,2085,2050,2036
"11219","New York","NY","New York","Kings",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2200,2078,2078,2000,2000,1999,1875,1874.5,1950,1999,2000,1899.5,1900,1900,1800
"90802","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1395,1490,1495,1522.5,1472.5,1522.5,1595,1395,1450,1395,1495,1495,1450,1500
"11213","New York","NY","New York","Kings",122,,,,,,,,,,,,,,,,,1600,1600,1600,1700,1700,1442.5,1400,1650,1700,1650,1650,1695,1695,1662.5,1700,1700,1750,1750,1800,1800,1950,2000,1900,1950,1800,1800,1800,1999,2000,1999,2000,2000,1999,2197,2000,1950,1900,1957.5,2099,2400,2300,2250,2300,2300,2300,2200,2200,2200,2100,2100,2100,2200,2290,2200,2250,2200,2250,2200,2100,2073.5,2000,2030,2085,2099,2175,2200,2200,2200,2180,2200,2250,2200,2250,2300
"11368","New York","NY","New York","Queens",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1703,1850,1850,1695,1900,1815,1775,1850,1917.5,2185,2082.5,2030,2000,1935,1770,1805,1840,1835,1995,1975,1846,1850,1855,1960,1930,1950,2125,2070
"92104","San Diego","CA","San Diego","San Diego",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1450,1395,1450,1477.5,1375,1425,1450,1600,1572.5,1595,1595,1600,1595,1597.5,1585,1577.5,1575,1537.5,1500,1695,1695
"06516","West Haven","CT","New Haven","New Haven",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1150,1150,1200,1200,1200,1237.5,1212.5,1200,1237.5,1225,1105,1250,1225
"78758","Austin","TX","Austin","Travis",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,1195,1190,1095,1044,1162.5,1100,1200,1198,1187,1283,1241,1276,1250
"11203","New York","NY","New York","Kings",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2500,2187.5,2295,2000,1800,1785,1800,1795,1700,1695,1650,1875,1900,1600,1500,1500,1512.5,1650,1600,1650,1650,1750,1800,1750,1700,1750,1795,1750,1772.5,1800,1800,1850,1850,1800,1800,1800,1799.5,1800,1700,1899,1800,1900,1700,1841.5,2000,1900,1999,1999,2000,2000,2200,2000,1900,1895,1945,1999.5,1900,1900
"60637","Chicago","IL","Chicago","Cook",128,,,,,,,,,,,996,1002,1000,1050,1050,1055,1095,1100,1023,1100,1100,1100,1100,950,900,850,917.5,1040,1000,1000,1000,1062.5,1000,1050,1100,1050,1000,1042.5,1050,1000,1000,1000,1056,1100,1095,1042.5,1032,1100,1100,1100,1100,1100,1100,1150,1150,1150,1100,1100,1100,1150,1150,1150,1150,1150,1150,1195,1200,1172.5,1150,1150,1090,1030,1062.5,1100,1100,1075,1100,1100,1100,1100,1044,1150,1150,1150,1150,1150,1162.5,1150,1200,1207
"78741","Austin","TX","Austin","Travis",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1225,1150,1116,1147,1130.5,1049.5,1174,1200,1295,1295,1362,1400,1395
"10031","New York","NY","New York","New York",130,,,,,,,,,,,1712.5,1737.5,1795,1799,1850,1850,1795,1800,1750,1700,1795,1950,1875,1850,1895,1950,1950,1900,1900,1875,1950,1995,1995,2000,2000,2100,2150,2100,2042.5,2100,2050,2000,2100,2150,2195,2250,2250,2037.5,2195,2250,2250,2250,2300,2295,2248,2250,2297.5,2350,2370,2400,2295,2300,2400,2400,2400,2500,2410,2300,2200,2250,2319,2400,2275,2400,2300,2400,2400,2350,2400,2400,2480,2450,2400,2500,2400,2384,2400,2390,2400,2400
"98122","Seattle","WA","Seattle","King",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.5,1295,1400,1397.5,1525,1462.5,1445,1350,1462.5,1495,1400,1495,1455,1585,1585,1572.5,1557.5,1462.5,1550,1585,1585,1495
"11220","New York","NY","New York","Kings",132,,,,,,,,,,,,,,,,,,,,,,,,1600,1525,1425,1550,1625,1655,1500,1600,1650,1660,1660,1660,1700,1700,1750,1700,1660,1650,1655,1675,1700,1750,1800,1800,1800,1750,1799,1750,1700,1700,1750,2000,2000,1900,1950,1950,1900,1850,1862.5,1900,1900,1900,1995,1950,1900,2000,2000,1900,2000,1997.5,2100,1850,2000,2000,2000,1999,2000,2100,2100,2050,2000,1995,1950,1997,1985,2000,1900
"11216","New York","NY","New York","Kings",133,,,,,,,,,,,,,,,,,,,,,,,,2322.5,1950,1900,1800,1800,1899,1900,1995,2000,2150,2200,2250,2200,2200,2150,2199,2150,2200,2200,2200,2250,2300,2300,2350,2350,2300,2300,2350,2200,2350,2400,2495,2495,2495,2495,2500,2495,2495,2450,2400,2450,2400,2400,2445,2400,2500,2495,2460,2507,2400,2500,2299,2375,2400,2400,2400,2400,2400,2450,2500,2450,2350,2375,2392.5,2399,2350,2429
"19104","Philadelphia","PA","Philadelphia","Philadelphia",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159.5,1295,1295,1200,1250,1200,1150,1225,1295,1225,1250,1200,1159.5,1195,1152.5,1150,1225,1250
"12180","Troy","NY","Albany","Rensselaer",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,897,995,1000,885,925,925,895,895,962.5,950,925,950,950
"33015","Country Club","FL","Miami-Fort Lauderdale","Miami-Dade",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1425,1425,1450,1450,1500,1497.5,1500,1450,1400,1450,1450,1500,1450,1425,1450,1412.5,1450,1460,1450,1497.5
"60608","Chicago","IL","Chicago","Cook",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1300,1300,1295,1397.5,1375,1355,1300,1397.5,1425,1400,1400,1400,1395,1350,1312.5,1425,1500,1462.5
