"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-03-31,61639,"10025","NY","New York","New York","New York",0,1139543,0.000221190196358964,-0.00144585534611586,0.0687129786284227,0.0597815010471112,0.027963839517785,"2017-12","2017-Q4",1141193,-0.00144585534611586,"2017-12"
2018-03-31,84654,"60657","IL","Chicago","Cook","Chicago",1,345798,-0.00129387776320882,-0.00388883127657368,0.0212792349516972,0.0435486171315616,0.00669841284369177,"2005-12","2005-Q4",349809,-0.0114662573004125,"2005-08"
2018-03-31,61637,"10023","NY","New York","New York","New York",2,1579506,0.00248032810399607,-0.00012407403421658,-0.0132712790879275,0.0423073102772769,0.0193873939082401,"2016-11","2016-Q4",1616437,-0.0228471632361793,"2016-01"
2018-03-31,84616,"60614","IL","Chicago","Cook","Chicago",3,424873,0.00254604831592708,0.000433258219544184,0.0240272448566415,0.0559658070420288,0.0125085619271992,"2018-03","2018-Q1",424873,0,"2018-03"
2018-03-31,93144,"79936","TX","El Paso","El Paso","El Paso",4,120540,0.000107859649705045,-0.00238355348098123,0.0198314663778808,0.0113646437744455,-0.00724772376298866,"2007-11","2007-Q4",132932,-0.0932205939879036,"2007-01"
2018-03-31,61616,"10002","NY","New York","New York","New York",5,987917,0.00310806859073814,-0.00496050731133453,0.0564172043654655,0.0561738555975335,0.0240771738799144,"2017-10","2017-Q4",1002643,-0.0146871817785593,"2017-07"
2018-03-31,61807,"10467","NY","New York","Bronx","New York",6,387610,0.00129420912456182,0.00356520545888104,0.0655798545724457,0.0725530674634931,0.00561033826888768,"2007-06","2007-Q2",394109,-0.0164903618034605,"2007-03"
2018-03-31,84640,"60640","IL","Chicago","Cook","Chicago",7,243196,0.00861818694581076,0.0280998862814892,0.050608905266523,0.0651946220617163,-0.00478494633584892,"2007-01","2007-Q1",271269,-0.103487681968821,"2004-11"
2018-03-31,91940,"77449","TX","Houston","Harris","Katy",8,177770,0.00899622555836195,0.0290414638240725,0.0611930586978194,0.0837144679722181,0.0280501024155404,"2018-03","2018-Q1",177770,0,"2018-03"
2018-03-31,97564,"94109","CA","San Francisco","San Francisco","San Francisco",9,1264421,0.00215740838345754,-0.000786302686231247,0.107185200881951,0.0810557214746852,0.0512076641098553,"2017-12","2017-Q4",1265416,-0.000786302686231247,"2017-12"
2018-03-31,62037,"11226","NY","New York","Kings","New York",10,743618,0.00208605657148247,0.0268796787419233,0.137724697483633,0.107444647362128,0.0331634462888477,"2018-03","2018-Q1",743618,0,"2018-03"
2018-03-31,61630,"10016","NY","New York","New York","New York",11,1028752,0.000861006336422903,-0.00128340293998295,-0.039222077256201,0.0428209978620415,0.0138075116707823,"2017-02","2017-Q1",1085269,-0.0520764897919318,"2016-02"
2018-03-31,71831,"32162","FL","The Villages","Sumter","The Villages",12,248888,0.000663388588912163,0.00366968037487196,0.00899995135161431,0.0345797278493039,0.0113761351303618,"2017-08","2017-Q3",251250,-0.00940099502487562,"2017-06"
2018-03-31,62087,"11375","NY","New York","Queens","New York",13,978588,0.00255200046716669,0.0139883616830797,0.0787083119760578,0.0867420344423919,0.0423528512730973,"2018-03","2018-Q1",978588,0,"2018-03"
2018-03-31,62045,"11235","NY","New York","Kings","New York",14,731620,0.00165797518924329,0.0166542761260917,0.0996546012583456,0.0723891883410046,0.0305580984726865,"2018-03","2018-Q1",731620,0,"2018-03"
2018-03-31,74101,"37013","TN","Nashville","Davidson","Nashville",15,204695,0.0111840577777119,0.0375388389621317,0.140304942927653,0.110869229377376,0.0361237147665578,"2018-03","2018-Q1",204695,0,"2018-03"
2018-03-31,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",16,616210,0.00671787850965042,0.0241796889283352,0.0995522992618023,0.101014736671371,0.0287852442893901,"2018-03","2018-Q1",616210,0,"2018-03"
2018-03-31,84646,"60647","IL","Chicago","Cook","Chicago",17,383622,0.00289924786869989,0.0133342490503838,0.0328050248090524,0.0825727636257259,0.0182427754840524,"2018-03","2018-Q1",383622,0,"2018-03"
2018-03-31,74242,"37211","TN","Nashville","Davidson","Nashville",18,251144,0.00953077705377995,0.0339484063269356,0.127698075930042,0.133705102492433,0.0544678901489839,"2018-03","2018-Q1",251144,0,"2018-03"
2018-03-31,61623,"10009","NY","New York","New York","New York",19,1095854,-0.00072675810262335,-0.00860170695211162,-0.0944133727349054,0.0455842667585169,0.0138036182620129,"2017-06","2017-Q2",1218741,-0.100831103573278,"2016-09"
2018-03-31,92593,"78660","TX","Austin","Travis","Pflugerville",20,246445,0.00940822779625473,0.0307581632098239,0.0766303778003006,0.0767145023885403,0.0353665255292883,"2018-03","2018-Q1",246445,0,"2018-03"
2018-03-31,84620,"60618","IL","Chicago","Cook","Chicago",21,389889,0.004770151376927,0.0121072100720358,0.0308742186921621,0.0725582591419018,0.011881814782031,"2018-03","2018-Q1",389889,0,"2018-03"
2018-03-31,61643,"10029","NY","New York","New York","New York",22,801775,0.00255209857277545,0.00534537411349296,0.0791485524314575,0.0736245183844333,0.0266538998737504,"2018-03","2018-Q1",801775,0,"2018-03"
2018-03-31,61625,"10011","NY","New York","New York","New York",23,1758043,-0.000264997222078477,-0.000361635068139211,-0.00138371431865986,0.0478536797492322,0.0272716247565319,"2016-08","2016-Q3",1823694,-0.0359989120981919,"2015-08"
2018-03-31,61703,"10128","NY","New York","New York","New York",24,1204465,-0.000489604208936522,0.00450015803927881,0.00952899012317534,0.0621818962445759,0.0208143168564916,"2017-06","2017-Q2",1228950,-0.0199235119410879,"2017-04"
2018-03-31,92036,"77573","TX","Houston","Galveston","League City",25,256466,0.00704435509203996,0.0229424762877223,0.0515426720514976,0.0676338517094348,0.0276915514267042,"2018-03","2018-Q1",256466,0,"2018-03"
2018-03-31,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",26,196682,0.00666393694339236,0.0223938785906619,0.101576064431575,0.0741679037155467,0.0194301073931318,"2018-03","2018-Q1",196682,0,"2018-03"
2018-03-31,62012,"11201","NY","New York","Kings","New York",27,1322186,0.00149900735263485,0.00369767291801885,-0.0057638036140891,0.0959283077692435,0.0548689881763103,"2017-06","2017-Q2",1341437,-0.0143510280393339,"2017-02"
2018-03-31,93123,"79912","TX","El Paso","El Paso","El Paso",28,183783,0.00236160349059176,0.00461905126326952,0.0351872296322999,0.0150576825607236,0.000171559558510115,"2007-12","2007-Q4",187725,-0.0209988014382741,"2007-07"
2018-03-31,92515,"78572","TX","McAllen","Hidalgo","Mission",29,101680,0.00915063816272653,0.0191951085049867,0.0617657808176265,0.0468935124576315,0.0114393539258668,"2018-03","2018-Q1",101680,0,"2018-03"
2018-03-31,71067,"30349","GA","Atlanta","Clayton","Riverdale",30,124452,0.00876218884502841,0.03875334908062,0.144765163640378,0.169427610275942,-0.00926682028900427,"2006-08","2006-Q3",150588,-0.173559646186947,"2001-03"
2018-03-31,66126,"20002","DC","Washington","District of Columbia","Washington",31,624590,0.00432060948411569,0.0151956712897873,0.0438801006125331,0.0945913599623887,0.0540928818095683,"2018-03","2018-Q1",624590,0,"2018-03"
2018-03-31,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",32,1434173,0.0101175651919133,0.0328498825040924,0.0751808619901191,0.101943072861338,0.0430662672637692,"2018-03","2018-Q1",1434173,0,"2018-03"
2018-03-31,92271,"78130","TX","San Antonio","Comal","New Braunfels",33,215917,-0.000138922976471079,0.00246534129423454,0.0594709441257722,0.0642994842361111,0.0309935155602323,"2018-02","2018-Q1",215947,-0.000138922976471079,"2018-02"
2018-03-31,92551,"78613","TX","Austin","Williamson","Cedar Park",34,290704,-0.00437357225298906,-0.00822544052675571,0.0141816012475623,0.06991632094199,0.0352980535720879,"2017-12","2017-Q4",293115,-0.00822544052675571,"2017-11"
2018-03-31,66133,"20009","DC","Washington","District of Columbia","Washington",35,559011,-0.000902565789003353,0.00423242403283901,0.00531963679721178,0.0391763702375416,0.0250656260862452,"2017-08","2017-Q3",560535,-0.00271883111670101,"2017-07"
2018-03-31,61802,"10462","NY","New York","Bronx","New York",36,135219,0.000517946858652302,0.00221612807589683,0.0972451008236297,0.0866965435341893,0.0172269521823682,"2018-01","2018-Q1",135374,-0.00114497614017463,"2018-01"
2018-03-31,74126,"37042","TN","Clarksville","Montgomery","Clarksville",37,130440,0.00561243369927223,0.0212326193160466,0.0402743440465747,0.0210331629050466,0.0130077437679752,"2018-03","2018-Q1",130440,0,"2018-03"
2018-03-31,61617,"10003","NY","New York","New York","New York",38,1637404,0.00263977617931128,0.00448378775470141,0.0212730392435088,0.0491898157456379,0.0282254258761603,"2016-04","2016-Q2",1678738,-0.0246220672910246,"2016-01"
2018-03-31,62017,"11206","NY","New York","Kings","New York",39,674601,0.00125416322823099,0.00263812635064638,0.136076349067614,0.0979563407480659,0.0577463376847482,"2018-03","2018-Q1",674601,0,"2018-03"
2018-03-31,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",40,191631,0.00378716449808285,0.00724828122700418,0.0412294952809941,0.0508312166967251,0.00963687234311728,"2018-03","2018-Q1",191631,0,"2018-03"
2018-03-31,84615,"60613","IL","Chicago","Cook","Chicago",41,237191,-0.00253580830466706,0.00323568473856513,0.0462262528064364,0.0480832115311844,-0.00204353175147798,"2005-11","2005-Q4",265910,-0.108002707683051,"2004-03"
2018-03-31,91968,"77479","TX","Houston","Fort Bend","Sugar Land",42,368398,0.00504708796665103,0.0215400826331697,0.0216335687762239,0.0631486365136458,0.0309337451344815,"2018-03","2018-Q1",368398,0,"2018-03"
2018-03-31,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",43,182968,0.00498184674367382,0.0250767541402416,0.0980561606923164,0.145256446216472,0.016795871517685,"2018-03","2018-Q1",182968,0,"2018-03"
2018-03-31,89925,"73099","OK","Oklahoma City","Canadian","Yukon",44,163533,0.00304225421223403,0.00988686609193983,0.0241166819052868,0.0306012462752021,0.0347268710126256,"2018-03","2018-Q1",163533,0,"2018-03"
2018-03-31,61803,"10463","NY","New York","Bronx","New York",45,645874,-0.000424051455703647,0.00260479729771684,0.0810891336041605,0.0559377233527867,0.0117389482324912,"2018-01","2018-Q1",647443,-0.00242337935540271,"2018-01"
2018-03-31,62040,"11230","NY","New York","Kings","New York",46,1011985,0.0018155701474334,0.0179030885568696,0.0660205138252901,0.0913118913500055,0.0345761170187175,"2018-03","2018-Q1",1011985,0,"2018-03"
2018-03-31,84630,"60629","IL","Chicago","Cook","Chicago",47,161510,-0.00361514164445761,-0.00422331144609883,0.0619858892841409,0.0732866825550311,-0.0299237278828252,"2007-02","2007-Q1",239038,-0.324333369589772,"2003-07"
2018-03-31,62020,"11209","NY","New York","Kings","New York",48,998653,0.000563074910003196,0.0101505333708267,0.0887717244003406,0.0756652435441822,0.0400348733672262,"2018-03","2018-Q1",998653,0,"2018-03"
2018-03-31,84627,"60625","IL","Chicago","Cook","Chicago",49,294646,0.00210184064102739,0.00918260750432415,0.059660429336431,0.0716389252735117,-0.00336145683599198,"2007-02","2007-Q1",327396,-0.100031765812655,"2004-12"
2018-03-31,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",50,228290,0.00527539499409931,0.0229925748009267,0.102461450792716,0.0963811690091334,0.0205491634445931,"2018-03","2018-Q1",228290,0,"2018-03"
2018-03-31,90637,"75034","TX","Dallas-Fort Worth","Collin","Frisco",51,423648,0.000536109451349839,0.00309465574026675,0.0491426533664847,0.0669404037716124,0.0275255639984135,"2018-03","2018-Q1",423648,0,"2018-03"
2018-03-31,62023,"11212","NY","New York","Kings","New York",52,430429,0.000197516405480267,0.0281504094170704,0.169173810532721,0.0804176334964568,0.0186757122026506,"2018-03","2018-Q1",430429,0,"2018-03"
2018-03-31,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",53,316769,0.00687206578366025,0.0155293740482488,0.0649737932982118,0.0787924070802835,0.0407836278847726,"2018-03","2018-Q1",316769,0,"2018-03"
2018-03-31,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",54,346954,0.00367097212780421,0.0167269359933889,0.0572547346609175,0.0684096486645642,0.0218715597871586,"2018-03","2018-Q1",346954,0,"2018-03"
2018-03-31,61638,"10024","NY","New York","New York","New York",55,1529389,-0.00186132599245158,-0.00596076851081531,-0.0251223705237312,0.0377204126797603,0.00937476924741176,"2017-07","2017-Q3",1610183,-0.0501769053579624,"2016-11"
2018-03-31,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",56,248333,0.00399442074834745,0.0169204876310908,0.0591519380373959,0.0918959670051795,0.0160674464248887,"2006-04","2006-Q2",262942,-0.055559781244533,"2005-10"
2018-03-31,60545,"07030","NJ","New York","Hudson","Hoboken",57,791371,0.00213249046774228,-0.00226308238124176,0.0769003619737093,0.0874506824441053,0.0409574223120597,"2017-11","2017-Q4",795630,-0.00535299071176301,"2017-10"
2018-03-31,62025,"11214","NY","New York","Kings","New York",58,684820,0.00302010375564988,0.0139112616667456,0.0608564988730278,0.0714664602205728,0.037992430370136,"2018-03","2018-Q1",684820,0,"2018-03"
2018-03-31,66843,"21234","MD","Baltimore","Baltimore","Parkville",59,202133,0.0111958778358638,0.0337538932047276,0.0613553305889272,0.0312030250120978,-0.00829682222535033,"2007-06","2007-Q2",228003,-0.113463419340974,"2005-08"
2018-03-31,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",60,339807,0.00367138857055091,0.017599496900548,0.0192140995377938,0.0714907412270205,0.0164624561108391,"2006-07","2006-Q3",403216,-0.157258144518075,"2005-07"
2018-03-31,92481,"78521","TX","Brownsville","Cameron","Brownsville",61,68522,-0.000364713262433075,0.00011676445689932,0.00865545971089587,0.020245014487924,0.00767545367118716,"2006-01","2006-Q1",69633,-0.0159550787701234,"2005-12"
2018-03-31,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",62,250611,0.000139678181469893,0.0000917841237409613,0.00125850992424969,0.0230762355758398,-0.00218335004260972,"2006-10","2006-Q4",266522,-0.0596986365103068,"2005-09"
2018-03-31,91726,"77077","TX","Houston","Harris","Houston",63,301961,-0.002774099160835,-0.00887206890213481,0.00589289521372988,0.0642473344117696,0.0396534655959497,"2017-11","2017-Q4",305324,-0.0110145288283921,"2017-08"
2018-03-31,97711,"94501","CA","San Francisco","Alameda","Alameda",64,1016311,0.00652256802594766,0.0336893859567041,0.128494653504925,0.105887948952433,0.0583745380653078,"2018-03","2018-Q1",1016311,0,"2018-03"
2018-03-31,70874,"30096","GA","Atlanta","Gwinnett","Duluth",65,218094,0.00604752217655443,0.0239827969913515,0.0970302408402245,0.110343664735694,0.0229176152528536,"2018-03","2018-Q1",218094,0,"2018-03"
2018-03-31,92617,"78704","TX","Austin","Travis","Austin",66,487810,0.00290091056930627,0.00653055329158456,0.0235358051838781,0.061770468549482,0.0352756569391306,"2017-08","2017-Q3",489209,-0.00285971844344646,"2017-07"
2018-03-31,99534,"98052","WA","Seattle","King","Redmond",67,868903,0.0128089761910868,0.0474869561862878,0.20615638751232,0.137745462799331,0.0538650948179806,"2018-03","2018-Q1",868903,0,"2018-03"
2018-03-31,91889,"77379","TX","Houston","Harris","Houston",68,244702,0.00406217174369748,0.0122067747392979,0.0197488779520176,0.0648787558539354,0.0268115010202947,"2018-03","2018-Q1",244702,0,"2018-03"
2018-03-31,62032,"11221","NY","New York","Kings","New York",69,910138,0.00124972222283339,0.00496776309324135,0.0955961306041477,0.147664200708854,0.0608884939276171,"2018-03","2018-Q1",910138,0,"2018-03"
2018-03-31,92341,"78245","TX","San Antonio","Bexar","San Antonio",70,170789,0.00302453692284201,0.0299041186757523,0.102454862926599,0.0630485248056456,0.0216226378280584,"2018-03","2018-Q1",170789,0,"2018-03"
2018-03-31,62039,"11229","NY","New York","Kings","New York",71,735692,0.00153560479413639,0.0156105049255643,0.0727250457848753,0.080210477653508,0.0356517536915586,"2018-03","2018-Q1",735692,0,"2018-03"
2018-03-31,61148,"08701","NJ","New York","Ocean","Lakewood",72,325991,0.00469383729674421,0.000844293801962446,0.0517976233879788,0.0771564085956362,0.0132411497025724,"2006-05","2006-Q2",327610,-0.00494185159183175,"2006-02"
2018-03-31,62018,"11207","NY","New York","Kings","New York",73,401695,0.00112899447216393,0.008847935063239,0.110713248814478,0.0686712024491534,0.0112463732410175,"2018-03","2018-Q1",401695,0,"2018-03"
2018-03-31,84621,"60619","IL","Chicago","Cook","Chicago",74,123035,-0.00938003220611916,-0.0184917792154954,-0.0179041811012309,0.0250433869615292,-0.0334364761668948,"2007-11","2007-Q4",177650,-0.307430340557276,"2003-08"
2018-03-31,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",75,1270263,0.0119916093788216,0.0439571096429337,0.155052307580394,0.124124183537735,0.0645219843872269,"2018-03","2018-Q1",1270263,0,"2018-03"
2018-03-31,97565,"94110","CA","San Francisco","San Francisco","San Francisco",76,1521590,0.0139249000295197,0.0325833211181507,0.0838670430593517,0.123975657992747,0.0676137234260814,"2018-03","2018-Q1",1521590,0,"2018-03"
2018-03-31,92598,"78666","TX","Austin","Hays","San Marcos",77,201213,0.0193419286202791,0.0347056524600954,0.0604445990387048,0.073682021710048,0.0325469258297186,"2018-03","2018-Q1",201213,0,"2018-03"
2018-03-31,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",78,346637,0.00627913862874992,0.0229323685468592,0.0577069189106721,0.0740913811050325,0.0234099682041946,"2018-03","2018-Q1",346637,0,"2018-03"
2018-03-31,84612,"60610","IL","Chicago","Cook","Chicago",79,301916,0.00196466262229361,-0.00672456902223977,0.0133279632146873,0.0446904152354064,0.00598010810850869,"2017-11","2017-Q4",305317,-0.0111392421647009,"2017-09"
2018-03-31,61633,"10019","NY","New York","New York","New York",80,1268605,0.00224132700463276,0.00462636298339435,-0.0237474835778444,0.0498161246943485,0.0197105309485239,"2016-02","2016-Q1",1349650,-0.0600489015670729,"2015-08"
2018-03-31,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",81,171855,0.00173119294932326,0.0137741859367626,0.0805500364678957,0.0774286203324936,0.0333079534324414,"2018-03","2018-Q1",171855,0,"2018-03"
2018-03-31,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",82,241977,0.00952885566119995,0.0240678826865293,0.12307156780841,0.100590568350469,0.0437379765899697,"2018-03","2018-Q1",241977,0,"2018-03"
2018-03-31,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",83,231033,0.0107668480828798,0.0345795773607211,0.130613723004948,0.136833006077452,0.00684603171673226,"2006-09","2006-Q3",275346,-0.160935695452267,"2005-05"
2018-03-31,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",84,284364,0.00457485630711947,0.0231975733762238,0.0692948679381505,0.130339121132756,0.0229472294618642,"2006-05","2006-Q2",332589,-0.144998782280833,"2005-03"
2018-03-31,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",85,360693,-0.00519613764800305,-0.0196028866147511,-0.0572286637322655,0.0615133303394222,0.0160266865258523,"2016-06","2016-Q2",384915,-0.062928178948599,"2015-03"
2018-03-31,62088,"11377","NY","New York","Queens","New York",86,716226,0.00183518577059618,-0.00657726833923281,0.0358394376993109,0.0809683288616616,0.0260657778196118,"2017-11","2017-Q4",722000,-0.00799722991689751,"2017-10"
2018-03-31,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",87,419486,0.00909053732556825,0.0376844146720363,0.119859685841511,0.128072500999592,0.0114235453205558,"2018-03","2018-Q1",419486,0,"2018-03"
2018-03-31,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",88,207823,0.00879564683439234,0.0254407476303493,0.0832521071039505,0.0905782206772843,0.0264289000024558,"2018-03","2018-Q1",207823,0,"2018-03"
2018-03-31,58669,"02169","MA","Boston","Norfolk","Quincy",89,416780,0.00847615521792889,0.0320705050900257,0.0831615906190794,0.0778287884266171,0.0303395364878916,"2018-03","2018-Q1",416780,0,"2018-03"
2018-03-31,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",90,194414,0.0028318675366879,0.00549257313087012,0.0174641636617699,0.0244350260800037,-0.00749620653206895,"2007-08","2007-Q3",212780,-0.086314503242786,"2005-10"
2018-03-31,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",91,457075,0.00640293108041756,0.026145581001686,0.102224826614965,0.101439404018433,0.0175898116921862,"2006-07","2006-Q3",463257,-0.0133446445493538,"2006-05"
2018-03-31,87074,"66062","KS","Kansas City","Johnson","Olathe",92,251437,0.00405315826884219,0.0127073247355829,0.0558945436678747,0.0575498242998316,0.0180935968010125,"2018-03","2018-Q1",251437,0,"2018-03"
2018-03-31,76953,"44035","OH","Cleveland","Lorain","Elyria",93,90994,0.00355126169048879,0.0144484826863475,0.0374060857569573,0.030689579526664,-0.0112812331811494,"2006-04","2006-Q2",116103,-0.216264868263525,"1999-06"
2018-03-31,98325,"95630","CA","Sacramento","Sacramento","Folsom",94,536701,0.000167719260320791,0.0141569776780062,0.0618343763045384,0.0646533071295836,0.0369488185368518,"2018-03","2018-Q1",536701,0,"2018-03"
2018-03-31,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",95,478270,0.00453043710211651,0.0183194014469857,0.0809827321218696,0.0869778470983118,0.0162703621831806,"2006-07","2006-Q3",497874,-0.0393754243041412,"2006-02"
2018-03-31,62044,"11234","NY","New York","Kings","New York",96,575310,0.00199594540932556,0.0114415912742923,0.0717938495416126,0.0609161937031315,0.0194113355107406,"2018-03","2018-Q1",575310,0,"2018-03"
2018-03-31,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",97,652484,0.00325662780649665,0.0145476483685985,0.0792905124315812,0.0756565528984445,0.0279346529157234,"2018-03","2018-Q1",652484,0,"2018-03"
2018-03-31,95048,"85710","AZ","Tucson","Pima","Tucson",98,171590,0.00350310835073191,0.0150191362369936,0.0897578386480118,0.0655437950828892,-0.00458694404840132,"2006-04","2006-Q2",207268,-0.172134627631858,"2005-03"
2018-03-31,92654,"78745","TX","Austin","Travis","Austin",99,293311,0.00338668792183935,0.0120069971811159,0.0499241133431652,0.102302355635882,0.0556387772976565,"2018-03","2018-Q1",293311,0,"2018-03"
2018-03-31,62067,"11355","NY","New York","Queens","New York",100,683548,-0.000326132579474707,0.00788260724680847,0.0309769083422573,0.0796591900622192,0.0418518302170374,"2018-02","2018-Q1",683771,-0.000326132579474707,"2018-02"
2018-03-31,61790,"10314","NY","New York","Richmond","New York",101,512718,0.00442739657327341,0.0222384381654186,0.107736382256099,0.0778343506776549,0.0273400902946861,"2018-03","2018-Q1",512718,0,"2018-03"
2018-03-31,71005,"30281","GA","Atlanta","Henry","Stockbridge",102,151284,0.00296346387159649,0.00347572300344919,0.0669581775865717,0.111848134204357,0.00604833708174435,"2006-10","2006-Q4",159406,-0.050951658030438,"2005-03"
2018-03-31,74156,"37075","TN","Nashville","Sumner","Hendersonville",103,278838,0.00512587594082533,0.0218262838882741,0.0919151335729894,0.081329146633286,0.0302001054467904,"2018-03","2018-Q1",278838,0,"2018-03"
2018-03-31,97764,"94558","CA","Napa","Napa","Napa",104,668198,0.0054289110579455,0.0249473106173324,0.0314132812222639,0.0925802395427104,0.0211247700043258,"2018-03","2018-Q1",668198,0,"2018-03"
2018-03-31,84613,"60611","IL","Chicago","Cook","Chicago",105,345803,0.00255710727963795,0.00442372487510166,-0.0276080433945127,0.0274947405534243,-0.00222637771824141,"2006-04","2006-Q2",377298,-0.0834751310635095,"2005-07"
2018-03-31,62026,"11215","NY","New York","Kings","New York",106,1275936,0.000152852342285777,0.0141180902785229,0.0701979378364981,0.105010274875447,0.0551212510575774,"2018-03","2018-Q1",1275936,0,"2018-03"
2018-03-31,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",107,953933,0.00255069332195488,0.0306471600651276,0.142159791475345,0.109641847497846,0.0565566383800338,"2018-03","2018-Q1",953933,0,"2018-03"
2018-03-31,94820,"85225","AZ","Phoenix","Maricopa","Chandler",108,253757,0.00692427344729616,0.0260270095422934,0.099195605937875,0.0937792559343151,0.021656209622869,"2006-04","2006-Q2",272025,-0.0671555923168826,"2005-10"
2018-03-31,96545,"91910","CA","San Diego","San Diego","Chula Vista",109,525364,0.00778429559606066,0.030865287637795,0.0982079212681052,0.0832969241912351,0.022511720772739,"2005-06","2005-Q2",541198,-0.0292573143285821,"2004-12"
2018-03-31,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",110,259975,0.00276945270523072,0.0169295943234225,0.0646858874600704,0.0420834045551859,0.0026349603337108,"2018-03","2018-Q1",259975,0,"2018-03"
2018-03-31,69672,"28027","NC","Charlotte","Cabarrus","Concord",111,217824,0.00691077016951033,0.026232473993668,0.0966540130697894,0.0637245544489833,0.0171942884414531,"2018-03","2018-Q1",217824,0,"2018-03"
2018-03-31,60081,"06010","CT","Hartford","Hartford","Bristol",112,185484,0.000436886134528567,0.00567128249059305,-0.00673124809227754,0.0117842970104443,-0.0136801553401708,"2006-09","2006-Q3",225264,-0.176592797783934,"2004-02"
2018-03-31,92336,"78240","TX","San Antonio","Bexar","San Antonio",113,182807,0.00678507503786314,0.0237388557860311,0.0570055739297361,0.0631630586950447,0.0245628702314895,"2018-03","2018-Q1",182807,0,"2018-03"
2018-03-31,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",114,214279,0.000527628101566075,0.00853787682677147,0.0557904176274661,0.0304742516962118,-0.000992788718859106,"2007-07","2007-Q3",219105,-0.0220259692841332,"2007-02"
2018-03-31,95804,"89108","NV","Las Vegas","Clark","Las Vegas",115,199447,0.0118665909044788,0.04416499573323,0.197527454382794,0.169984569523438,0.00260297566350376,"2006-07","2006-Q3",252992,-0.211647008601062,"2004-08"
2018-03-31,94890,"85308","AZ","Phoenix","Maricopa","Glendale",116,281829,0.00335008971547378,0.014178322999471,0.0792587656817242,0.076228003301136,0.0128272241700085,"2006-03","2006-Q1",335273,-0.159404425647159,"2005-07"
2018-03-31,62022,"11211","NY","New York","Kings","New York",117,972056,0.00297366623537156,-0.00108825781125561,0.0349950861860605,0.0910009148314299,0.051609725828206,"2017-11","2017-Q4",977725,-0.00579815387762408,"2017-10"
2018-03-31,65133,"17603","PA","Lancaster","Lancaster","Lancaster",118,166626,0.00723573254991567,0.0170850958633192,0.0577480971757581,0.0372942139726014,0.0082375619023789,"2018-03","2018-Q1",166626,0,"2018-03"
2018-03-31,97431,"93722","CA","Fresno","Fresno","Fresno",119,239729,0.0000417155085746228,0.013152055853975,0.061020084800524,0.0926133019969058,0.00802696508532708,"2006-03","2006-Q1",316867,-0.243439676583551,"2004-09"
2018-03-31,93263,"80134","CO","Denver","Douglas","Parker",120,466280,0.00393582113975179,0.0165648532098491,0.0787026326747791,0.0885683952847149,0.0444996513982223,"2018-03","2018-Q1",466280,0,"2018-03"
2018-03-31,79040,"48180","MI","Detroit","Wayne","Taylor",121,95894,0.0122554970284906,0.0437101373560591,0.1283505518556,0.131177896283307,0.0108656952798791,"2005-07","2005-Q3",126865,-0.244125645371064,"1999-11"
2018-03-31,94870,"85281","AZ","Phoenix","Maricopa","Tempe",122,237429,0.00229224183784605,0.0105382778683396,0.0711743130027566,0.0938095386766133,0.0148358235710477,"2006-05","2006-Q2",248715,-0.0453772390085037,"2005-10"
