c_id,zri_allhomes,zripersqft_allhomes,year,rv_id
506,1093,0.732,2012,7227
506,1143,0.761166667,2013,7228
506,1168,0.776666667,2014,7229
506,1163,0.768166667,2015,7230
506,1184,0.785,2016,7231
506,1212,0.802,2017,7232
507,1321,0.808,2010,7233
507,1321,0.634,2010,7234
507,1321,0.985,2010,7235
507,1199,0.6345,2011,7236
507,1199,0.735833333,2011,7237
507,1199,0.966333333,2011,7238
507,1232,0.947666667,2012,7239
507,1232,0.6285,2012,7240
507,1232,0.7645,2012,7241
507,1261,0.892666667,2013,7242
507,1261,0.635,2013,7243
507,1261,0.6675,2013,7244
507,1261,0.815833333,2013,7245
507,1261,1.087,2013,7246
507,1277,0.9065,2014,7247
507,1277,0.6065,2014,7248
507,1277,0.819833333,2014,7249
507,1277,0.631,2014,7250
507,1277,1.106,2014,7251
507,1350,0.842833333,2015,7252
507,1350,0.929,2015,7253
507,1350,0.631,2015,7254
507,1350,1.205,2015,7255
507,1350,0.661,2015,7256
507,1374,0.618666667,2016,7257
507,1374,1.2865,2016,7258
507,1374,0.923,2016,7259
507,1374,0.717666667,2016,7260
507,1374,0.8615,2016,7261
507,1345,0.922833333,2017,7262
507,1345,0.596166667,2017,7263
507,1345,0.725833333,2017,7264
507,1345,1.331666667,2017,7265
507,1345,0.847,2017,7266
508,868,0.602833333,2012,7267
508,868,0.988833333,2012,7268
508,868,0.822666667,2012,7269
508,868,0.686833333,2012,7270
508,868,0.7865,2012,7271
508,868,0.648333333,2012,7272
508,868,0.757166667,2012,7273
508,868,0.5765,2012,7274
508,868,0.783,2012,7275
508,868,0.606333333,2012,7276
508,868,0.583,2012,7277
508,868,0.525666667,2012,7278
508,868,0.6435,2012,7279
508,886,0.618833333,2013,7280
508,886,0.798,2013,7281
508,886,0.607,2013,7282
508,886,0.655,2013,7283
508,886,1.0175,2013,7284
508,886,0.805833333,2013,7285
508,886,0.529833333,2013,7286
508,886,0.805166667,2013,7287
508,886,0.760666667,2013,7288
508,886,0.584666667,2013,7289
508,886,0.659,2013,7290
508,886,0.7,2013,7291
508,886,0.568166667,2013,7292
508,886,0.558333333,2013,7293
508,901,0.619,2014,7294
508,901,0.675333333,2014,7295
508,901,0.821833333,2014,7296
508,901,0.536833333,2014,7297
508,901,0.607,2014,7298
508,901,0.808333333,2014,7299
508,901,0.767,2014,7300
508,901,0.705166667,2014,7301
508,901,1.038333333,2014,7302
508,901,0.7785,2014,7303
508,901,0.655,2014,7304
508,901,0.6055,2014,7305
508,901,0.670666667,2014,7306
508,901,0.578,2014,7307
508,966,0.706833333,2015,7308
508,966,1.110666667,2015,7309
508,966,0.633,2015,7310
508,966,0.714666667,2015,7311
508,966,0.630833333,2015,7312
508,966,0.694666667,2015,7313
508,966,0.856333333,2015,7314
508,966,0.821333333,2015,7315
508,966,0.584333333,2015,7316
508,966,0.6325,2015,7317
508,966,0.8415,2015,7318
508,966,0.592,2015,7319
508,966,0.827666667,2015,7320
508,966,0.632333333,2015,7321
508,1042,0.6595,2016,7322
508,1042,0.880333333,2016,7323
508,1042,0.619666667,2016,7324
508,1042,0.692333333,2016,7325
508,1042,0.695166667,2016,7326
508,1042,0.6035,2016,7327
508,1042,0.879333333,2016,7328
508,1042,0.653166667,2016,7329
508,1042,0.874666667,2016,7330
508,1042,0.867333333,2016,7331
508,1042,0.712833333,2016,7332
508,1042,0.704166667,2016,7333
508,1042,0.648333333,2016,7334
508,1042,1.134833333,2016,7335
508,1129,0.724333333,2017,7336
508,1129,1.1745,2017,7337
508,1129,0.7055,2017,7338
508,1129,0.723333333,2017,7339
508,1129,0.6435,2017,7340
508,1129,0.925,2017,7341
508,1129,0.927333333,2017,7342
508,1129,0.633833333,2017,7343
508,1129,0.577833333,2017,7344
508,1129,0.6665,2017,7345
508,1129,0.881166667,2017,7346
508,1129,0.903666667,2017,7347
508,1129,0.718333333,2017,7348
508,1129,0.637333333,2017,7349
509,1099,0.768,2010,7350
509,1099,0.651,2010,7351
509,1099,0.842,2010,7352
509,1099,0.667,2010,7353
509,1099,0.734,2010,7354
509,1099,0.503,2010,7355
509,1099,0.634,2010,7356
509,1099,0.738,2010,7357
509,1111,0.7455,2011,7358
509,1111,0.853,2011,7359
509,1111,0.740333333,2011,7360
509,1111,0.6585,2011,7361
509,1111,0.516,2011,7362
509,1111,0.744333333,2011,7363
509,1111,0.629,2011,7364
509,1111,0.621833333,2011,7365
509,1137,0.6405,2012,7366
509,1137,0.6615,2012,7367
509,1137,0.617166667,2012,7368
509,1137,0.789,2012,7369
509,1137,0.741,2012,7370
509,1137,0.72,2012,7371
509,1137,0.877333333,2012,7372
509,1137,0.717333333,2012,7373
509,1137,0.5385,2012,7374
509,1137,0.711,2012,7375
509,1187,0.516833333,2013,7376
509,1187,0.746,2013,7377
509,1187,0.670666667,2013,7378
509,1187,0.7135,2013,7379
509,1187,0.616666667,2013,7380
509,1187,0.775166667,2013,7381
509,1187,0.898166667,2013,7382
509,1187,0.752,2013,7383
509,1187,0.860833333,2013,7384
509,1187,0.652166667,2013,7385
509,1223,0.654,2014,7386
509,1223,0.941166667,2014,7387
509,1223,0.769666667,2014,7388
509,1223,0.725,2014,7389
509,1223,0.667,2014,7390
509,1223,0.678,2014,7391
509,1223,0.905666667,2014,7392
509,1223,0.744,2014,7393
509,1223,0.498166667,2014,7394
509,1223,0.620666667,2014,7395
509,1266,0.694833333,2015,7396
509,1266,0.513,2015,7397
509,1266,0.974666667,2015,7398
509,1266,0.632166667,2015,7399
509,1266,0.750666667,2015,7400
509,1266,0.8055,2015,7401
509,1266,0.676,2015,7402
509,1266,0.7995,2015,7403
509,1266,1.000666667,2015,7404
509,1266,0.697333333,2015,7405
509,1316,0.819333333,2016,7406
509,1316,0.7605,2016,7407
509,1316,0.538833333,2016,7408
509,1316,0.691666667,2016,7409
509,1316,1.008666667,2016,7410
509,1316,0.724333333,2016,7411
509,1316,1.033166667,2016,7412
509,1316,0.739666667,2016,7413
509,1316,0.807833333,2016,7414
509,1316,0.660833333,2016,7415
509,1412,0.816,2017,7416
509,1412,1.076833333,2017,7417
509,1412,0.757166667,2017,7418
509,1412,0.7565,2017,7419
509,1412,1.0235,2017,7420
509,1412,0.681333333,2017,7421
509,1412,0.815166667,2017,7422
509,1412,0.529,2017,7423
509,1412,0.697333333,2017,7424
509,1412,0.821833333,2017,7425
510,1315,0.721,2010,7426
510,1313,0.729833333,2011,7427
510,1353,0.752833333,2012,7428
510,1387,0.773666667,2013,7429
510,1399,0.781166667,2014,7430
510,1428,0.794166667,2015,7431
510,1435,0.7985,2016,7432
510,1437,0.8055,2017,7433
511,2867,1.881,2010,7434
511,2959,1.801166667,2011,7435
511,3076,1.841,2012,7436
511,3250,1.954833333,2013,7437
511,3564,2.198333333,2014,7438
511,3989,2.435,2015,7439
511,4164,2.556666667,2016,7440
511,4379,2.6085,2017,7441
514,957,0.605166667,2012,7442
514,957,0.672333333,2012,7443
514,957,0.486333333,2012,7444
514,957,0.565833333,2012,7445
514,957,0.801166667,2012,7446
514,957,0.675666667,2012,7447
514,1000,0.724333333,2013,7448
514,1000,0.695666667,2013,7449
514,1000,0.711166667,2013,7450
514,1000,0.804166667,2013,7451
514,1000,0.606,2013,7452
514,1000,0.580333333,2013,7453
514,1000,0.507833333,2013,7454
514,1072,0.7375,2014,7455
514,1072,0.630666667,2014,7456
514,1072,0.515833333,2014,7457
514,1072,0.839333333,2014,7458
514,1072,0.621,2014,7459
514,1072,0.710166667,2014,7460
514,1072,0.774166667,2014,7461
514,1127,0.766666667,2015,7462
514,1127,0.667833333,2015,7463
514,1127,0.905,2015,7464
514,1127,0.725,2015,7465
514,1127,0.830166667,2015,7466
514,1127,0.628833333,2015,7467
514,1127,0.5345,2015,7468
514,1155,0.7385,2016,7469
514,1155,0.720166667,2016,7470
514,1155,0.6845,2016,7471
514,1155,0.9175,2016,7472
514,1155,0.532166667,2016,7473
514,1155,0.629833333,2016,7474
514,1155,0.863333333,2016,7475
514,1187,0.847166667,2017,7476
514,1187,0.7015,2017,7477
514,1187,0.522166667,2017,7478
514,1187,0.639833333,2017,7479
514,1187,0.750833333,2017,7480
514,1187,0.6745,2017,7481
514,1187,0.9375,2017,7482
516,1127,0.88,2010,7483
516,1094,0.8575,2011,7484
516,1068,0.847166667,2012,7485
516,1084,0.865666667,2013,7486
516,1144,0.905,2014,7487
516,1182,0.924,2015,7488
516,1216,0.961166667,2016,7489
516,1231,0.978666667,2017,7490
517,1527,0.904,2010,7491
517,1485,0.878666667,2011,7492
517,1426,0.850666667,2012,7493
517,1383,0.825166667,2013,7494
517,1363,0.806166667,2014,7495
517,1427,0.824833333,2015,7496
517,1443,0.854166667,2016,7497
517,1504,0.885333333,2017,7498
518,942,0.692,2010,7499
518,942,0.71,2010,7500
518,991,0.648666667,2011,7501
518,991,0.737666667,2011,7502
518,1025,0.758666667,2012,7503
518,1025,0.617833333,2012,7504
518,1035,0.667833333,2013,7505
518,1035,0.767833333,2013,7506
518,1035,0.887,2013,7507
518,1041,0.915833333,2014,7508
518,1041,0.648166667,2014,7509
518,1041,0.774,2014,7510
518,1113,0.655333333,2015,7511
518,1113,0.906,2015,7512
518,1113,0.8225,2015,7513
518,1196,0.885166667,2016,7514
518,1196,0.6465,2016,7515
518,1196,0.8865,2016,7516
518,1268,0.939,2017,7517
518,1268,0.884166667,2017,7518
518,1268,0.6185,2017,7519
520,1690,1.082,2010,7520
520,1715,1.100833333,2011,7521
520,1726,1.120666667,2012,7522
520,1755,1.148833333,2013,7523
520,1835,1.182166667,2014,7524
520,1854,1.202833333,2015,7525
520,1906,1.222666667,2016,7526
520,1961,1.2365,2017,7527
522,1195,0.75,2010,7528
522,1216,0.763666667,2011,7529
522,1184,0.765333333,2012,7530
522,1216,0.786,2013,7531
522,1253,0.783666667,2014,7532
522,1308,0.809833333,2015,7533
522,1374,0.826166667,2016,7534
522,1435,0.871166667,2017,7535
523,1192,0.793333333,2015,7536
523,1193,0.884833333,2017,7537
523,1192,0.728833333,2015,7538
523,1088,0.776,2010,7539
523,1088,0.735,2010,7540
523,1088,0.848,2010,7541
523,1088,0.828,2010,7542
523,1088,0.604,2010,7543
523,1088,0.645,2010,7544
523,1088,0.697,2010,7545
523,1088,0.617,2010,7546
523,1088,0.767,2010,7547
523,1088,1.096,2010,7548
523,1088,0.779,2010,7549
523,1088,0.789,2010,7550
523,1128,0.7085,2011,7551
523,1128,0.600166667,2011,7552
523,1128,0.814166667,2011,7553
523,1128,0.603166667,2011,7554
523,1128,0.780333333,2011,7555
523,1128,0.798333333,2011,7556
523,1128,0.842166667,2011,7557
523,1128,0.7715,2011,7558
523,1128,0.8665,2011,7559
523,1128,1.107666667,2011,7560
523,1128,0.702666667,2011,7561
523,1128,0.643,2011,7562
523,1156,0.6455,2012,7563
523,1156,0.805333333,2012,7564
523,1156,0.7035,2012,7565
523,1161,0.764333333,2013,7566
523,1156,0.594833333,2012,7567
523,1156,0.621166667,2012,7568
523,1156,0.719833333,2012,7569
523,1156,0.837,2012,7570
523,1156,1.129333333,2012,7571
523,1156,0.793666667,2012,7572
523,1156,0.870666667,2012,7573
523,1156,0.941166667,2012,7574
523,1156,0.707,2012,7575
523,1156,0.725666667,2012,7576
523,1193,0.788,2017,7577
523,1156,0.632,2012,7578
523,1156,0.8235,2012,7579
523,1161,0.8365,2013,7580
523,1161,0.751166667,2013,7581
523,1161,0.736666667,2013,7582
523,1161,0.6805,2013,7583
523,1192,0.875666667,2015,7584
523,1192,0.660666667,2015,7585
523,1161,0.895166667,2013,7586
523,1161,0.6695,2013,7587
523,1192,0.7965,2015,7588
523,1160,1.2365,2014,7589
523,1161,0.607833333,2013,7590
523,1161,0.599166667,2013,7591
523,1192,0.862833333,2015,7592
523,1193,0.894166667,2017,7593
523,1193,0.919166667,2017,7594
523,1193,0.947166667,2017,7595
523,1193,0.898333333,2017,7596
523,1193,0.798666667,2017,7597
523,1193,1.103833333,2017,7598
523,1193,1.158666667,2017,7599
523,1193,0.6105,2017,7600
523,1193,0.771333333,2017,7601
523,1193,0.827166667,2017,7602
523,1193,0.775333333,2017,7603
523,1193,0.8035,2017,7604
523,1199,0.821833333,2016,7605
523,1199,0.668166667,2016,7606
523,1199,0.651166667,2016,7607
523,1199,0.883833333,2016,7608
523,1199,0.854833333,2016,7609
523,1199,1.1285,2016,7610
523,1199,0.894833333,2016,7611
523,1199,0.7465,2016,7612
523,1199,0.784,2016,7613
523,1199,0.8845,2016,7614
523,1199,0.745666667,2016,7615
523,1199,0.784333333,2016,7616
523,1199,0.876333333,2016,7617
523,1199,1.1455,2016,7618
523,1199,0.926833333,2016,7619
523,1193,0.669833333,2017,7620
523,1192,0.922833333,2015,7621
523,1192,0.821166667,2015,7622
523,1192,0.8235,2015,7623
523,1192,0.716,2015,7624
523,1192,0.904166667,2015,7625
523,1192,1.176666667,2015,7626
523,1192,1.0395,2015,7627
523,1192,0.882833333,2015,7628
523,1192,0.651166667,2015,7629
523,1160,0.692666667,2014,7630
523,1160,0.8095,2014,7631
523,1160,0.676833333,2014,7632
523,1160,0.749,2014,7633
523,1160,0.9665,2014,7634
523,1160,0.684666667,2014,7635
523,1160,0.864166667,2014,7636
523,1160,0.762333333,2014,7637
523,1160,0.6195,2014,7638
523,1160,0.873,2014,7639
523,1160,0.758,2014,7640
523,1160,0.8435,2014,7641
523,1160,0.843666667,2014,7642
523,1160,0.8135,2014,7643
523,1161,0.916166667,2013,7644
523,1161,0.747333333,2013,7645
523,1161,0.802333333,2013,7646
523,1161,1.239666667,2013,7647
523,1161,0.876333333,2013,7648
523,1161,0.837666667,2013,7649
524,1135,0.746,2010,7650
524,1131,0.736166667,2011,7651
524,1116,0.747833333,2012,7652
524,1114,0.764833333,2013,7653
524,1165,0.788833333,2014,7654
524,1211,0.818333333,2015,7655
524,1215,0.814,2016,7656
524,1217,0.8155,2017,7657
525,1099,0.698,2010,7658
525,1099,0.653,2010,7659
525,1099,0.598,2010,7660
525,1082,0.594666667,2011,7661
525,1082,0.706666667,2011,7662
525,1082,0.6615,2011,7663
525,1032,0.686166667,2012,7664
525,1032,0.594,2012,7665
525,1032,0.645666667,2012,7666
525,1040,0.682333333,2013,7667
525,1040,0.6105,2013,7668
525,1040,0.6075,2013,7669
525,1068,0.694333333,2014,7670
525,1068,0.616333333,2014,7671
525,1068,0.566,2014,7672
525,1140,0.7385,2015,7673
525,1140,0.614166667,2015,7674
525,1161,0.661166667,2016,7675
525,1161,0.607666667,2016,7676
525,1203,0.6585,2017,7677
525,1203,0.764333333,2017,7678
525,1140,0.6045,2015,7679
525,1161,0.746333333,2016,7680
525,1203,0.613833333,2017,7681
526,930,0.677,2010,7682
526,937,0.680333333,2011,7683
526,935,0.678333333,2012,7684
526,935,0.6805,2013,7685
526,953,0.691166667,2014,7686
526,1013,0.714,2015,7687
526,1061,0.736166667,2016,7688
526,1128,0.769,2017,7689
527,839,0.771833333,2013,7690
527,839,0.898666667,2013,7691
527,839,0.767,2013,7692
527,871,0.688333333,2014,7693
527,871,0.776666667,2014,7694
527,871,0.829333333,2014,7695
527,917,0.7295,2015,7696
527,917,0.932833333,2015,7697
527,917,0.801833333,2015,7698
527,988,0.9035,2016,7699
527,988,0.875833333,2016,7700
527,988,0.7905,2016,7701
527,1122,0.820833333,2017,7702
527,1122,0.809166667,2017,7703
527,1122,0.962333333,2017,7704
528,1093,0.793,2010,7705
528,1093,0.736,2010,7706
528,1093,0.847,2010,7707
528,1015,0.766833333,2011,7708
528,1015,0.724333333,2011,7709
528,1015,0.844333333,2011,7710
528,1008,0.832,2012,7711
528,1008,0.733666667,2012,7712
528,1008,0.745,2012,7713
528,1046,0.754333333,2013,7714
528,1046,0.832,2013,7715
528,1046,0.714333333,2013,7716
528,1107,0.77,2014,7717
528,1107,0.715,2014,7718
528,1107,0.848,2014,7719
528,1148,0.751166667,2015,7720
528,1148,0.794833333,2015,7721
528,1148,0.916,2015,7722
528,1121,0.785666667,2016,7723
528,1121,0.927,2016,7724
528,1121,0.747333333,2016,7725
528,1139,0.804833333,2017,7726
528,1139,0.735666667,2017,7727
528,1139,0.947833333,2017,7728
529,955,0.838833333,2013,7729
529,955,1.339333333,2013,7730
529,952,0.819166667,2014,7731
529,952,1.384666667,2014,7732
529,1062,0.886,2015,7733
529,1062,1.392333333,2015,7734
529,1110,0.917833333,2016,7735
529,1110,1.425166667,2016,7736
529,1158,1.470833333,2017,7737
529,1158,0.957333333,2017,7738
530,853,0.611,2010,7739
530,853,0.601,2010,7740
530,822,0.5765,2011,7741
530,822,0.634833333,2011,7742
530,817,0.617333333,2012,7743
530,817,0.584166667,2012,7744
530,851,0.600833333,2013,7745
530,851,0.618666667,2013,7746
530,848,0.616833333,2014,7747
530,848,0.597833333,2014,7748
530,841,0.634,2015,7749
530,841,0.599666667,2015,7750
530,878,0.614333333,2016,7751
530,878,0.609166667,2016,7752
530,865,0.621666667,2017,7753
530,865,0.599166667,2017,7754
531,2629,0.742333333,2012,7755
531,2629,1.355,2012,7756
531,2717,0.763333333,2013,7757
531,2717,1.4985,2013,7758
531,2795,1.5365,2014,7759
531,2795,0.773833333,2014,7760
531,2774,0.799,2015,7761
531,2774,1.517666667,2015,7762
531,3074,0.809666667,2016,7763
531,3074,1.609,2016,7764
531,3025,0.807,2017,7765
531,3025,1.672166667,2017,7766
532,1340,0.906,2010,7767
532,1357,0.9075,2011,7768
532,1387,0.938,2012,7769
532,1397,0.959666667,2013,7770
532,1353,0.9275,2014,7771
532,1389,0.9415,2015,7772
532,1343,0.907166667,2016,7773
532,1273,0.871666667,2017,7774
533,1497,0.671,2010,7775
533,1497,0.866,2010,7776
533,1563,0.6315,2011,7777
533,1563,0.8875,2011,7778
533,1593,0.904166667,2012,7779
533,1593,0.615333333,2012,7780
533,1618,0.927833333,2013,7781
533,1618,0.619833333,2013,7782
533,1643,0.929666667,2014,7783
533,1643,0.640833333,2014,7784
533,1705,0.6785,2015,7785
533,1705,0.968833333,2015,7786
533,1694,0.695,2016,7787
533,1694,0.9645,2016,7788
533,1715,0.960333333,2017,7789
533,1715,0.721,2017,7790
534,976,1.035,2010,7791
534,976,0.63,2010,7792
534,976,0.805,2010,7793
534,976,0.713,2010,7794
534,976,0.838,2010,7795
534,976,0.653,2010,7796
534,896,0.8705,2011,7797
534,896,0.709666667,2011,7798
534,896,0.580166667,2011,7799
534,896,0.816333333,2011,7800
534,896,1.044333333,2011,7801
534,896,0.651166667,2011,7802
534,866,0.632,2012,7803
534,866,0.675166667,2012,7804
534,866,0.805833333,2012,7805
534,866,0.881,2012,7806
534,866,1.057666667,2012,7807
534,866,0.56,2012,7808
534,882,0.810833333,2013,7809
534,882,0.649333333,2013,7810
534,882,0.5705,2013,7811
534,882,0.709333333,2013,7812
534,882,1.0635,2013,7813
534,882,0.966666667,2013,7814
534,920,0.7935,2014,7815
534,920,0.658833333,2014,7816
534,920,0.5965,2014,7817
534,920,0.967333333,2014,7818
534,920,1.063333333,2014,7819
534,920,0.709,2014,7820
534,931,0.736166667,2015,7821
534,931,1.081,2015,7822
534,931,0.7585,2015,7823
534,931,0.596833333,2015,7824
534,931,0.685833333,2015,7825
534,931,0.945666667,2015,7826
534,962,0.900333333,2016,7827
534,962,0.689833333,2016,7828
534,962,0.617166667,2016,7829
534,962,0.742,2016,7830
534,962,1.0925,2016,7831
534,962,0.789833333,2016,7832
534,990,0.9,2017,7833
534,990,1.0935,2017,7834
534,990,0.680833333,2017,7835
534,990,0.64,2017,7836
534,990,0.69,2017,7837
534,990,0.770833333,2017,7838
535,877,0.549,2012,7839
535,906,0.565,2013,7840
535,931,0.596666667,2014,7841
535,1007,0.646666667,2015,7842
535,1122,0.693666667,2016,7843
535,1173,0.7055,2017,7844
536,924,1.230833333,2013,7845
536,924,0.764166667,2013,7846
536,924,0.772,2013,7847
536,924,0.694166667,2013,7848
536,924,0.576166667,2013,7849
536,924,0.819166667,2013,7850
536,951,0.623333333,2014,7851
536,951,0.588833333,2014,7852
536,951,0.713666667,2014,7853
536,951,0.750833333,2014,7854
536,951,0.791833333,2014,7855
536,951,1.235333333,2014,7856
536,1019,0.726666667,2015,7857
536,1019,1.1725,2015,7858
536,1019,0.806166667,2015,7859
536,1019,0.610166667,2015,7860
536,1019,0.648333333,2015,7861
536,1019,0.797,2015,7862
536,1005,0.747,2016,7863
536,1005,1.142,2016,7864
536,1005,0.831833333,2016,7865
536,1005,0.621666667,2016,7866
536,1005,0.8125,2016,7867
536,1005,0.617166667,2016,7868
536,971,0.741833333,2017,7869
536,971,0.623833333,2017,7870
536,971,1.093833333,2017,7871
536,971,0.804666667,2017,7872
536,971,0.86,2017,7873
536,971,0.637,2017,7874
537,1198,0.726,2010,7875
537,1198,1.373,2010,7876
537,1198,0.7345,2011,7877
537,1198,1.389333333,2011,7878
537,1243,0.765833333,2012,7879
537,1243,1.400166667,2012,7880
537,1221,1.438833333,2013,7881
537,1221,0.783333333,2013,7882
537,1292,0.7945,2014,7883
537,1292,1.4445,2014,7884
537,1323,0.829666667,2015,7885
537,1323,1.493833333,2015,7886
537,1327,0.816333333,2016,7887
537,1327,1.528,2016,7888
537,1365,0.812166667,2017,7889
537,1365,1.5125,2017,7890
539,1139,1.097333333,2013,7891
539,1139,0.757666667,2013,7892
539,1189,1.098666667,2014,7893
539,1232,0.830166667,2015,7894
539,1232,1.170666667,2015,7895
539,1184,1.219666667,2016,7896
539,1184,0.801333333,2016,7897
539,1128,0.771166667,2017,7898
539,1128,1.278333333,2017,7899
539,1189,0.800333333,2014,7900
540,1474,0.629,2010,7901
540,1474,1.087,2010,7902
540,1362,0.9695,2011,7903
540,1362,0.611666667,2011,7904
540,1336,0.8675,2012,7905
540,1336,0.615,2012,7906
540,1357,0.647,2013,7907
540,1357,0.888166667,2013,7908
540,1352,0.6605,2014,7909
540,1352,0.920833333,2014,7910
540,1468,0.701,2015,7911
540,1468,0.964,2015,7912
540,1629,0.712666667,2016,7913
540,1629,1.160666667,2016,7914
540,1804,1.2,2017,7915
540,1804,0.697166667,2017,7916
541,1064,0.613,2010,7917
541,1079,0.626,2011,7918
541,1089,0.632333333,2012,7919
541,1180,0.6695,2013,7920
541,1268,0.7155,2014,7921
541,1323,0.750833333,2015,7922
541,1359,0.7805,2016,7923
541,1377,0.796833333,2017,7924
542,903,0.6325,2013,7925
542,984,0.691833333,2014,7926
542,1152,0.7615,2015,7927
542,1188,0.771166667,2016,7928
542,1131,0.803833333,2017,7929
543,1209,0.864,2010,7930
543,1209,0.877,2010,7931
543,1209,0.663,2010,7932
543,1209,0.781,2010,7933
543,1209,0.654,2010,7934
543,1209,0.831,2010,7935
543,1172,0.657,2011,7936
543,1172,0.9265,2011,7937
543,1172,0.851666667,2011,7938
543,1172,0.755666667,2011,7939
543,1172,0.863166667,2011,7940
543,1172,0.6705,2011,7941
543,1090,0.8395,2012,7942
543,1090,0.635,2012,7943
543,1090,0.661833333,2012,7944
543,1090,0.854833333,2012,7945
543,1090,0.734833333,2012,7946
543,1090,0.987166667,2012,7947
543,1150,0.732,2013,7948
543,1150,1.041666667,2013,7949
543,1150,0.896,2013,7950
543,1150,0.657166667,2013,7951
543,1150,0.698666667,2013,7952
543,1150,0.858,2013,7953
543,1150,1.0125,2013,7954
543,1150,0.779333333,2013,7955
543,1150,0.637333333,2013,7956
543,1219,0.716833333,2014,7957
543,1219,0.768166667,2014,7958
543,1219,0.669166667,2014,7959
543,1219,1.029833333,2014,7960
543,1219,0.655666667,2014,7961
543,1219,0.938833333,2014,7962
543,1219,1.113,2014,7963
543,1219,0.905666667,2014,7964
543,1219,0.8115,2014,7965
543,1296,0.845666667,2015,7966
543,1296,1.056833333,2015,7967
543,1296,0.738166667,2015,7968
543,1296,0.662,2015,7969
543,1296,0.880833333,2015,7970
543,1296,0.949833333,2015,7971
543,1296,1.005833333,2015,7972
543,1296,0.684833333,2015,7973
543,1296,1.181333333,2015,7974
543,1360,1.082833333,2016,7975
543,1360,0.767833333,2016,7976
543,1360,0.965166667,2016,7977
543,1360,1.199833333,2016,7978
543,1360,0.7055,2016,7979
543,1360,1.0055,2016,7980
543,1360,0.695833333,2016,7981
543,1360,1.071833333,2016,7982
543,1360,0.882166667,2016,7983
543,1320,0.747833333,2017,7984
543,1320,0.988833333,2017,7985
543,1320,0.753,2017,7986
543,1320,1.102666667,2017,7987
543,1320,0.722,2017,7988
543,1320,1.108,2017,7989
543,1320,1.191166667,2017,7990
543,1320,1.081166667,2017,7991
543,1320,0.882166667,2017,7992
544,843,0.591,2010,7993
544,907,0.607166667,2011,7994
544,944,0.607666667,2012,7995
544,995,0.623833333,2013,7996
544,995,0.621666667,2014,7997
544,1018,0.647833333,2015,7998
544,1004,0.640166667,2016,7999
544,988,0.616166667,2017,8000
545,1080,0.648166667,2013,8001
545,1080,0.6155,2013,8002
545,1082,0.628,2014,8003
545,1082,0.619333333,2014,8004
545,1146,0.6725,2015,8005
545,1146,0.616666667,2015,8006
545,1113,0.668333333,2016,8007
545,1113,0.6235,2016,8008
545,1148,0.681333333,2017,8009
545,1148,0.625,2017,8010
546,911,0.574166667,2013,8011
546,958,0.592833333,2014,8012
546,1040,0.646666667,2015,8013
546,1113,0.6885,2016,8014
546,1168,0.723833333,2017,8015
547,1148,0.814,2010,8016
547,1149,0.822666667,2011,8017
547,1155,0.835333333,2012,8018
547,1175,0.860166667,2013,8019
547,1216,0.9065,2014,8020
547,1251,0.927333333,2015,8021
547,1282,0.954166667,2016,8022
547,1301,0.981666667,2017,8023
548,1344,0.956,2010,8024
548,1344,0.581,2010,8025
548,1344,0.668,2010,8026
548,1344,0.925,2010,8027
548,1344,0.774,2010,8028
548,1434,0.942166667,2011,8029
548,1434,0.813666667,2011,8030
548,1434,0.572833333,2011,8031
548,1434,0.9915,2011,8032
548,1434,0.685333333,2011,8033
548,1436,0.971666667,2012,8034
548,1436,0.849,2012,8035
548,1436,0.493833333,2012,8036
548,1436,1.029666667,2012,8037
548,1436,0.692833333,2012,8038
548,1449,0.678666667,2013,8039
548,1449,0.484666667,2013,8040
548,1449,0.8615,2013,8041
548,1449,1.004833333,2013,8042
548,1449,1.0695,2013,8043
548,1458,0.690833333,2014,8044
548,1458,0.918833333,2014,8045
548,1458,1.0155,2014,8046
548,1458,0.989166667,2014,8047
548,1458,0.489,2014,8048
548,1483,0.742333333,2015,8049
548,1483,1.048,2015,8050
548,1483,1.022,2015,8051
548,1483,0.9405,2015,8052
548,1483,0.511833333,2015,8053
548,1527,0.958166667,2016,8054
548,1527,0.547,2016,8055
548,1527,0.711833333,2016,8056
548,1527,1.0315,2016,8057
548,1527,1.041666667,2016,8058
548,1530,0.972166667,2017,8059
548,1530,1.010666667,2017,8060
548,1530,0.579666667,2017,8061
548,1530,1.0505,2017,8062
548,1530,0.682333333,2017,8063
550,1186,0.865833333,2013,8064
550,1213,0.856666667,2012,8065
550,1204,0.848666667,2017,8066
550,1206,0.844666667,2015,8067
550,1194,0.848666667,2014,8068
550,1202,0.843166667,2016,8069
550,1190,0.826,2010,8070
550,1224,0.841666667,2011,8071
551,1103,0.814166667,2012,8072
551,1272,0.924333333,2016,8073
551,1333,0.969833333,2017,8074
551,1201,0.879333333,2013,8075
551,1253,0.915333333,2014,8076
551,1230,0.896833333,2015,8077
553,1266,0.809,2010,8078
553,1266,0.89,2010,8079
553,1201,0.848666667,2011,8080
553,1201,0.805,2011,8081
553,1039,0.729166667,2012,8082
553,1039,0.752333333,2012,8083
553,1050,0.716166667,2013,8084
553,1050,0.753833333,2013,8085
553,1074,0.7845,2014,8086
553,1074,0.7365,2014,8087
553,1140,0.804333333,2015,8088
553,1140,0.737666667,2015,8089
553,1122,0.784166667,2016,8090
